model,prompt_id,task,topic,observed_condition,layer,subspace_family,subspace_k,rep,rho_full_vocab,v_access_full_vocab,v_inaccess_full_vocab,rank_full_vocab,entropy_full_vocab,varentropy_full_vocab,top_k_output,rho_topk,v_access_topk,v_inaccess_topk,rank_topk,entropy_topk,varentropy_topk,rho_abs_diff_topk_vs_full
google/bert_uncased_L-2_H-128_A-2,9,ambiguous_open,role,ambiguous,1,random,8,0,0.14355720023275248,0.9827870523096288,5.863174353431179,8,6.995943978591005,6.845961405740809,256,0.24996552297732128,0.47355800793832475,1.4209352897685332,8,4.6741793667515825,1.8944932977068578,0.1064083227445688
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,state_pca,8,0,0.21194527411687686,1.733921137478294,6.447063999855441,8,6.589622052123933,8.180985137333733,16,0.6254959786383888,0.2810045960198346,0.16824624749724054,8,2.5330694458517478,0.44925084351707506,0.41355070452151194
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,state_pca,8,0,0.21194527411687686,1.733921137478294,6.447063999855441,8,6.589622052123933,8.180985137333733,32,0.5220555509386617,0.42532871425671304,0.38939054979855325,8,3.0474719994943613,0.8147192640552662,0.3101102768217849
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,state_pca,8,0,0.21194527411687686,1.733921137478294,6.447063999855441,8,6.589622052123933,8.180985137333733,64,0.37392442546401367,0.484147447028986,0.8106260795417732,8,3.51161961626251,1.2947735265707592,0.1619791513471368
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,state_pca,8,0,0.21194527411687686,1.733921137478294,6.447063999855441,8,6.589622052123933,8.180985137333733,128,0.33511502746846,0.6247128486039399,1.239461531528076,8,3.9643822320140574,1.8641743801320156,0.12316975335158314
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,state_pca,8,0,0.21194527411687686,1.733921137478294,6.447063999855441,8,6.589622052123933,8.180985137333733,256,0.30700601034012615,0.7742930131839446,1.7477846892236402,8,4.403436183151255,2.522077702407584,0.09506073622324929
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,delta_pca,8,0,0.3500651258218889,2.8638775914477375,5.317107545885998,8,6.589622052123933,8.180985137333733,16,0.7833410663589158,0.35191663482330804,0.09733420869376708,8,2.5330694458517478,0.44925084351707506,0.43327594053702684
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,delta_pca,8,0,0.3500651258218889,2.8638775914477375,5.317107545885998,8,6.589622052123933,8.180985137333733,32,0.44949092548961544,0.36620891601442,0.4485103480408463,8,3.0474719994943613,0.8147192640552662,0.09942579966772652
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,delta_pca,8,0,0.3500651258218889,2.8638775914477375,5.317107545885998,8,6.589622052123933,8.180985137333733,64,0.3648348972502593,0.47237856652879884,0.8223949600419603,8,3.51161961626251,1.2947735265707592,0.014769771428370382
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,delta_pca,8,0,0.3500651258218889,2.8638775914477375,5.317107545885998,8,6.589622052123933,8.180985137333733,128,0.2739791339862698,0.510744882267961,1.3534294978640549,8,3.9643822320140574,1.8641743801320156,0.07608599183561915
google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,delta_pca,8,0,0.3500651258218889,2.8638775914477375,5.317107545885998,8,6.589622052123933,8.180985137333733,256,0.24404502408012263,0.6155005136159994,1.9065771887915854,8,4.403436183151255,2.522077702407584,0.10602010174176629
