n_pairs,rho_abs_diff_mean,rho_abs_diff_max,match_distance_z_median,entropy_abs_diff_median,varentropy_abs_diff_median,grad_entropy_proj_norm_abs_diff_median,grad_varentropy_proj_norm_abs_diff_median
86,0.24869173189902644,0.4935072401346424,0.3151632993303336,0.0,0.0,0.027087906242353348,0.05263805783480564
