analysis,top_k_output,sign,control,metric,n,accessible_mean,control_mean,mean_difference,mean_difference_ci_low,mean_difference_ci_high,ratio,ratio_ci_low,ratio_ci_high,cohen_d_paired,cohen_d_ci_low,cohen_d_ci_high,standardized_mean_difference,standardized_mean_difference_ci_low,standardized_mean_difference_ci_high
steering_equal_fisher_output,16,decrease,random_control,abs_delta_entropy,483,0.031960673022799355,0.013521209154713575,0.01843946386808578,0.017485805662269607,0.019422363293023652,2.3637437049524284,2.224364603657571,2.529810636878692,1.6873971882745793,1.597595253297853,1.8014469319041773,1.6873971882745793,1.597595253297853,1.8014469319041773
steering_equal_fisher_output,16,decrease,grad_orthogonal_control,abs_delta_entropy,483,0.031960673022799355,0.001056225092422198,0.030904447930377155,0.029639513337474836,0.032165953707198804,30.259338896697905,27.51378597629382,32.993689133147505,2.1857653974563336,2.0911572587323013,2.297922145666589,2.1857653974563336,2.0911572587323013,2.297922145666589
steering_equal_fisher_output,16,increase,random_control,abs_delta_entropy,483,0.03108704987177049,0.01235945024661435,0.01872759962515614,0.017747896362735514,0.019783291584368312,2.5152453589338437,2.3492794295616974,2.695153157978902,1.677979835120018,1.563184775673703,1.8116407804035681,1.677979835120018,1.563184775673703,1.8116407804035681
steering_equal_fisher_output,16,increase,grad_orthogonal_control,abs_delta_entropy,483,0.03108704987177049,0.0010568194692581064,0.030030230402512386,0.02869541296260379,0.03148985345555838,29.415667269636682,26.814298476468586,32.02810561753812,1.8600464510628016,1.7585005795469186,1.9743125037913718,1.8600464510628016,1.7585005795469186,1.9743125037913718
steering_equal_fisher_output,32,decrease,random_control,abs_delta_entropy,483,0.03413694862148837,0.013665705836918444,0.020471242784569924,0.019398417295081204,0.02159301249572825,2.4980011298989075,2.3522296481015466,2.658296793282366,1.6221216685972324,1.5188085564067766,1.7422630969967743,1.6221216685972324,1.5188085564067766,1.7422630969967743
steering_equal_fisher_output,32,decrease,grad_orthogonal_control,abs_delta_entropy,483,0.03413694862148837,0.0011218469045392017,0.033015101716949165,0.031628369065290506,0.03455003016496872,30.429239928696074,27.31672415898683,34.063264494807584,2.0179439890039483,1.9204203279356793,2.118357461971067,2.0179439890039483,1.9204203279356793,2.118357461971067
steering_equal_fisher_output,32,increase,random_control,abs_delta_entropy,483,0.03293066815363989,0.012604978437017845,0.02032568971662204,0.019226766469625643,0.0214809309838964,2.612512851027995,2.445648641466562,2.8184385595088215,1.6234827306843982,1.5272496904066848,1.7313819613526649,1.6234827306843982,1.5272496904066848,1.7313819613526649
steering_equal_fisher_output,32,increase,grad_orthogonal_control,abs_delta_entropy,483,0.03293066815363989,0.0011303860761629385,0.03180028207747695,0.030164227973559117,0.03331931923165385,29.132230879401884,26.374883306734965,32.3862887998272,1.780982518469963,1.697581260747322,1.8772692902913655,1.780982518469963,1.697581260747322,1.8772692902913655
steering_equal_fisher_output,64,decrease,random_control,abs_delta_entropy,483,0.0362977915911544,0.013630157537193467,0.022667634053960935,0.021476214118469592,0.023980842420192144,2.663050041212388,2.489989964012482,2.857759738742408,1.539981579729954,1.4499929752164014,1.6555901143489289,1.539981579729954,1.4499929752164014,1.6555901143489289
steering_equal_fisher_output,64,decrease,grad_orthogonal_control,abs_delta_entropy,483,0.0362977915911544,0.0010638302748184753,0.03523396131633592,0.03360693293558099,0.03689367067366623,34.1199084575291,31.05180155003825,37.42394161619064,1.89485365772768,1.805807017553832,2.0054156407093453,1.89485365772768,1.805807017553832,2.0054156407093453
steering_equal_fisher_output,64,increase,random_control,abs_delta_entropy,483,0.03505154520617719,0.01263713654636018,0.022414408659817007,0.021201263542312578,0.023740027757486112,2.773693635230438,2.5732182314637826,2.9871811189403297,1.5216252623679298,1.4289150509124893,1.6322811506887107,1.5216252623679298,1.4289150509124893,1.6322811506887107
steering_equal_fisher_output,64,increase,grad_orthogonal_control,abs_delta_entropy,483,0.03505154520617719,0.0010710441032096296,0.033980501102967554,0.03238630898278809,0.035829301704482376,32.72651901181024,29.816945560549936,36.25138760464505,1.6966004066853424,1.6135772311984284,1.793105455632186,1.6966004066853424,1.6135772311984284,1.793105455632186
steering_equal_fisher_output,128,decrease,random_control,abs_delta_entropy,483,0.0383566556341907,0.014635656839389518,0.023720998794801176,0.022333623003222364,0.025027786861966047,2.62076762629197,2.4494291819751646,2.8313529376522473,1.5239758678927053,1.446733806397198,1.6188513497722885,1.5239758678927053,1.446733806397198,1.6188513497722885
steering_equal_fisher_output,128,decrease,grad_orthogonal_control,abs_delta_entropy,483,0.0383566556341907,0.001116158222898028,0.03724049741129267,0.03539774703642304,0.03914562876294674,34.36489096913186,31.248998289953033,37.81808398872197,1.8109034307987701,1.7196004840897343,1.919085037591551,1.8109034307987701,1.7196004840897343,1.919085037591551
steering_equal_fisher_output,128,increase,random_control,abs_delta_entropy,483,0.03712498470236198,0.01379946189954523,0.023325522802816752,0.021979132848594592,0.024766964934464005,2.6903211858996805,2.5125992741095904,2.8989702240434188,1.5004483952151528,1.4209049633786575,1.609443329230467,1.5004483952151528,1.4209049633786575,1.609443329230467
steering_equal_fisher_output,128,increase,grad_orthogonal_control,abs_delta_entropy,483,0.03712498470236198,0.0011107455288751403,0.03601423917348684,0.034111019714033734,0.038002063223678974,33.42348336072864,30.300749746966158,36.83318842149589,1.6352547379835356,1.5493422720185435,1.7343768798994448,1.6352547379835356,1.5493422720185435,1.7343768798994448
steering_equal_fisher_output,256,decrease,random_control,abs_delta_entropy,483,0.040790545508794546,0.015485933763124408,0.02530461174567014,0.023810090773640075,0.026944108991683553,2.634038485036419,2.463622657641156,2.8149397647996404,1.5034550367845085,1.4178402557115946,1.6075968042254791,1.5034550367845085,1.4178402557115946,1.6075968042254791
steering_equal_fisher_output,256,decrease,grad_orthogonal_control,abs_delta_entropy,483,0.040790545508794546,0.0011456061223825951,0.039644939386411955,0.03767327150006551,0.04169938263654915,35.60608197864696,32.0679042346672,39.841148025896956,1.776776600891967,1.6840731055915328,1.8936218655945023,1.776776600891967,1.6840731055915328,1.8936218655945023
steering_equal_fisher_output,256,increase,random_control,abs_delta_entropy,483,0.03962361525030421,0.014853232678180029,0.02477038257212418,0.023297088849225104,0.026116734043598194,2.6676761960723088,2.4877101650344815,2.863402015435104,1.4914926902681225,1.4152663298994608,1.584845348786539,1.4914926902681225,1.4152663298994608,1.584845348786539
steering_equal_fisher_output,256,increase,grad_orthogonal_control,abs_delta_entropy,483,0.03962361525030421,0.001138602753130858,0.03848501249717335,0.03630564826966959,0.040590716122238885,34.80021029402018,31.3068796468838,38.88483588072728,1.617666475068781,1.529944659201066,1.726069363465467,1.617666475068781,1.529944659201066,1.726069363465467
steering_equal_fisher_output,16,decrease,random_control,abs_delta_varentropy,483,0.05636514946465376,0.025047272186853188,0.031317877277800575,0.029432271616086688,0.0331004318639274,2.250350818411224,2.1153572408984007,2.3998727542528413,1.4802012652889056,1.3385466280826088,1.6470619651390566,1.4802012652889056,1.3385466280826088,1.6470619651390566
steering_equal_fisher_output,16,decrease,grad_orthogonal_control,abs_delta_varentropy,483,0.05636514946465376,0.0066274339235086275,0.04973771554114514,0.04759408783821432,0.051873561944711155,8.504822547489619,7.588670503549949,9.457424976511863,2.091757582050288,1.9336205773668718,2.2606121828059336,2.091757582050288,1.9336205773668718,2.2606121828059336
steering_equal_fisher_output,16,increase,random_control,abs_delta_varentropy,483,0.055404458141494764,0.023681564354012093,0.03172289378748267,0.02997762511053527,0.033596103998430916,2.339560736497892,2.1933290762834954,2.499473868065784,1.5702187785146866,1.4279716124106376,1.7281990790932276,1.5702187785146866,1.4279716124106376,1.7281990790932276
