analysis,top_k_output,sign,control,metric,n,accessible_mean,control_mean,mean_difference,mean_difference_ci_low,mean_difference_ci_high,ratio,ratio_ci_low,ratio_ci_high,cohen_d_paired,cohen_d_ci_low,cohen_d_ci_high,standardized_mean_difference,standardized_mean_difference_ci_low,standardized_mean_difference_ci_high
steering_equal_fisher_output,16,increase,grad_orthogonal_control,abs_delta_varentropy,483,0.055404458141494764,0.0065749273917448114,0.04882953074974996,0.0468153190892208,0.050977157020719484,8.42662661355898,7.569989733502177,9.403284025775342,2.053827596868756,1.9227250896502674,2.2084313884866003,2.053827596868756,1.9227250896502674,2.2084313884866003
steering_equal_fisher_output,32,decrease,random_control,abs_delta_varentropy,483,0.06488966810177431,0.02856715420118682,0.03632251390058749,0.034008289239476075,0.03863818265026854,2.2714782034214127,2.1342412071766224,2.4303847437927684,1.3851534839651123,1.2508837676982107,1.531675405620068,1.3851534839651123,1.2508837676982107,1.531675405620068
steering_equal_fisher_output,32,decrease,grad_orthogonal_control,abs_delta_varentropy,483,0.06488966810177431,0.007740970247043365,0.05714869785473096,0.054272541183073834,0.05991708267093282,8.382627245797602,7.4555154636978545,9.44107947453632,1.8041249949089544,1.649486403165983,2.01571109832179,1.8041249949089544,1.649486403165983,2.01571109832179
steering_equal_fisher_output,32,increase,random_control,abs_delta_varentropy,483,0.06384094335604218,0.02771963314889276,0.03612131020714942,0.03390278344978284,0.03828780130868182,2.3030948141747776,2.1552485611575904,2.4743823886360388,1.4919033746154031,1.3666414554555526,1.6331810327755198,1.4919033746154031,1.3666414554555526,1.6331810327755198
steering_equal_fisher_output,32,increase,grad_orthogonal_control,abs_delta_varentropy,483,0.06384094335604218,0.007949092156496123,0.05589185119954606,0.05317700082999361,0.058530271958490115,8.03122445924474,7.099497577401616,9.051231910855499,1.8366120079994972,1.6677308811261145,2.011349711037817,1.8366120079994972,1.6677308811261145,2.011349711037817
steering_equal_fisher_output,64,decrease,random_control,abs_delta_varentropy,483,0.07478125170570038,0.030943594185249904,0.043837657520450456,0.040998115326514845,0.04655155121397883,2.416695722481614,2.261308446338726,2.589653623324933,1.3835788319109341,1.2854158312325235,1.489269963524573,1.3835788319109341,1.2854158312325235,1.489269963524573
steering_equal_fisher_output,64,decrease,grad_orthogonal_control,abs_delta_varentropy,483,0.07478125170570038,0.008080334940169815,0.06670091676553054,0.06354392692831166,0.0702789734821193,9.254721773220059,8.30506630791504,10.279694102131035,1.7890342279333773,1.6664293278308575,1.9260035259284434,1.7890342279333773,1.6664293278308575,1.9260035259284434
steering_equal_fisher_output,64,increase,random_control,abs_delta_varentropy,483,0.07364948909859871,0.02981834976713279,0.04383113933146592,0.04124107447496255,0.046438705849336584,2.469938466540449,2.305491807866488,2.6509628034600032,1.4629800003111317,1.3689856202182635,1.5801560218967226,1.4629800003111317,1.3689856202182635,1.5801560218967226
steering_equal_fisher_output,64,increase,grad_orthogonal_control,abs_delta_varentropy,483,0.07364948909859871,0.008789827071159549,0.06485966202743916,0.061873954642157704,0.06823453432086209,8.378946309450308,7.510958600639046,9.383846402656582,1.7704475733216234,1.6672826792797089,1.8924064992765157,1.7704475733216234,1.6672826792797089,1.8924064992765157
steering_equal_fisher_output,128,decrease,random_control,abs_delta_varentropy,483,0.08495445145607092,0.035209876980344924,0.049744574475726,0.04682297251850717,0.0530691274228005,2.412801711959821,2.267926381712431,2.5782460786362797,1.3927373357732236,1.2928819016393844,1.5066067451812368,1.3927373357732236,1.2928819016393844,1.5066067451812368
steering_equal_fisher_output,128,decrease,grad_orthogonal_control,abs_delta_varentropy,483,0.08495445145607092,0.011074869447877639,0.07387958200819326,0.06992294215964678,0.07775719655638395,7.670921256083193,6.8110732824866975,8.595481931603842,1.6229292927269736,1.500275362482553,1.7490943272797435,1.6229292927269736,1.500275362482553,1.7490943272797435
steering_equal_fisher_output,128,increase,random_control,abs_delta_varentropy,483,0.08370615446379198,0.03455976780550456,0.04914638665828741,0.04637808846001086,0.05203636113336255,2.422069353442229,2.262528718033038,2.6012763538983665,1.4429321361851286,1.3419878998442558,1.5606878773969461,1.4429321361851286,1.3419878998442558,1.5606878773969461
steering_equal_fisher_output,128,increase,grad_orthogonal_control,abs_delta_varentropy,483,0.08370615446379198,0.011618049173011362,0.07208810529078062,0.06806005178508485,0.07603846131745541,7.204837336912012,6.420802832714727,8.072569462456732,1.604111273603922,1.495570670182374,1.727449787472989,1.604111273603922,1.495570670182374,1.727449787472989
steering_equal_fisher_output,256,decrease,random_control,abs_delta_varentropy,483,0.09564744496384801,0.03923449098706133,0.056412953976786674,0.05258159459038663,0.060251061843752104,2.4378408527178403,2.271196413257963,2.6178117264779486,1.319540174281265,1.2268293946613125,1.4286934466168812,1.319540174281265,1.2268293946613125,1.4286934466168812
steering_equal_fisher_output,256,decrease,grad_orthogonal_control,abs_delta_varentropy,483,0.09564744496384801,0.011856126159898561,0.08379131880394944,0.07901329028286545,0.08843850923302392,8.067343723733314,7.0508273355088456,9.180857098846628,1.529500451436751,1.4222796939724787,1.6501330045813654,1.529500451436751,1.4222796939724787,1.6501330045813654
steering_equal_fisher_output,256,increase,random_control,abs_delta_varentropy,483,0.0944661166245123,0.03916069878492536,0.05530541783958693,0.05170337413597956,0.05872787602695222,2.4122684108199923,2.261471936035494,2.592010175707422,1.3698134717724955,1.2717703869584966,1.4922590700624971,1.3698134717724955,1.2717703869584966,1.4922590700624971
steering_equal_fisher_output,256,increase,grad_orthogonal_control,abs_delta_varentropy,483,0.0944661166245123,0.012114726780172452,0.08235138984433983,0.07756092771423886,0.08711871359294482,7.79762666865258,6.93012259589959,8.773916204115887,1.5515946669300404,1.4492788531453369,1.6686880731104354,1.5515946669300404,1.4492788531453369,1.6686880731104354
