split,rho_feature,metric,ci_low,median,ci_high
leave_one_model_out,rank,delta_log_loss_improvement,0.1190830004766808,0.18415967960349283,0.35514078663552273
leave_one_model_out,rank,delta_risk50_improvement,0.0,0.030303030303030276,0.07575757575757569
leave_one_model_out,rank,shuffled_delta_aurc_improvement,0.003778375149343094,0.022043215682899187,0.0389838439732057
leave_one_model_out,rank,shuffled_delta_brier_improvement,0.022304485032095756,0.032497272077007436,0.040593608327513575
leave_one_model_out,rank,shuffled_delta_coverage_at_risk_030_improvement,0.0,0.03703703703703705,0.12878787878787884
leave_one_model_out,rank,shuffled_delta_ece_improvement,-0.003464434060950156,0.044982744450690754,0.0743786908620587
leave_one_model_out,rank,shuffled_delta_log_loss_improvement,0.11807582860950144,0.18421146169373914,0.35446484205347883
leave_one_model_out,rank,shuffled_delta_risk50_improvement,0.0,0.030303030303030276,0.07575757575757569
leave_one_model_out,percentile,delta_aurc_improvement,0.0069181534943013245,0.02286909452512287,0.0389838439732057
leave_one_model_out,percentile,delta_brier_improvement,0.022050992187543056,0.03251484486189883,0.040064897647455994
leave_one_model_out,percentile,delta_coverage_at_risk_030_improvement,0.0,0.037878787878787845,0.12236111111111096
leave_one_model_out,percentile,delta_ece_improvement,-0.003313943745533482,0.049357504875458036,0.07889603175294649
leave_one_model_out,percentile,delta_log_loss_improvement,0.12505493104246723,0.18163537922181994,0.31172600921737736
leave_one_model_out,percentile,delta_risk50_improvement,0.0,0.030303030303030276,0.07575757575757569
leave_one_model_out,percentile,shuffled_delta_aurc_improvement,0.004684148541495117,0.022043215682899187,0.0389838439732057
leave_one_model_out,percentile,shuffled_delta_brier_improvement,0.021830582233083956,0.03257294858391699,0.040118107799092334
leave_one_model_out,percentile,shuffled_delta_coverage_at_risk_030_improvement,-0.015151515151515166,0.037878787878787845,0.12236111111111096
leave_one_model_out,percentile,shuffled_delta_ece_improvement,-0.0032570974645092787,0.04938030357003151,0.07888371013528694
leave_one_model_out,percentile,shuffled_delta_log_loss_improvement,0.1246556415881872,0.1815967659168986,0.31161339309643366
leave_one_model_out,percentile,shuffled_delta_risk50_improvement,0.0,0.030303030303030276,0.07575757575757569
leave_one_model_out,z_model_layer_family,delta_aurc_improvement,0.004357298474945592,0.021494230417609006,0.0389838439732057
leave_one_model_out,z_model_layer_family,delta_brier_improvement,0.021661443796064023,0.03239712549026985,0.040352522562748294
leave_one_model_out,z_model_layer_family,delta_coverage_at_risk_030_improvement,-0.015151515151515166,0.037878787878787845,0.11138888888888863
leave_one_model_out,z_model_layer_family,delta_ece_improvement,-0.003208068715422646,0.04778876346078689,0.07886484236723132
leave_one_model_out,z_model_layer_family,delta_log_loss_improvement,0.1161720654434823,0.18162310057997366,0.32833816448237574
leave_one_model_out,z_model_layer_family,delta_risk50_improvement,0.0,0.030303030303030276,0.07575757575757569
leave_one_model_out,z_model_layer_family,shuffled_delta_aurc_improvement,0.004357298474945592,0.021494230417609006,0.0389838439732057
leave_one_model_out,z_model_layer_family,shuffled_delta_brier_improvement,0.021510527231795168,0.03236489547748467,0.040412580282911614
leave_one_model_out,z_model_layer_family,shuffled_delta_coverage_at_risk_030_improvement,-0.015151515151515166,0.037878787878787845,0.11138888888888863
leave_one_model_out,z_model_layer_family,shuffled_delta_ece_improvement,-0.0031686089481653143,0.0478067541185135,0.07885799297119053
leave_one_model_out,z_model_layer_family,shuffled_delta_log_loss_improvement,0.11572494339701339,0.18162853892435982,0.3278403908724763
leave_one_model_out,z_model_layer_family,shuffled_delta_risk50_improvement,0.0,0.030303030303030276,0.07575757575757569
leave_one_source_out,absolute,delta_aurc_improvement,-0.033189556015642885,-0.002777777777777768,0.0031746031746031633
leave_one_source_out,absolute,delta_brier_improvement,-0.0782970985240885,-0.02972169813219805,0.00037715021586176567
leave_one_source_out,absolute,delta_coverage_at_risk_030_improvement,0.0,0.0,0.010752688172043012
leave_one_source_out,absolute,delta_ece_improvement,-0.05630960392895412,-0.039844260524834085,0.0011296718596670585
leave_one_source_out,absolute,delta_log_loss_improvement,-3.6067377786928603,-1.2392846154168395,0.006207990697242538
leave_one_source_out,absolute,delta_risk50_improvement,-0.08823529411764719,0.0,0.0
leave_one_source_out,absolute,shuffled_delta_aurc_improvement,-0.01040661068711557,-0.002777777777777879,0.017763267866164445
leave_one_source_out,absolute,shuffled_delta_brier_improvement,-0.08030052640002594,-0.03186912156071914,0.0015617375582826776
leave_one_source_out,absolute,shuffled_delta_coverage_at_risk_030_improvement,0.0,0.0,0.0
leave_one_source_out,absolute,shuffled_delta_ece_improvement,-0.05737057449769167,-0.04244100763465403,0.003301775702192866
leave_one_source_out,absolute,shuffled_delta_log_loss_improvement,-4.60535780274261,-1.5803207600044005,0.03591634788272158
leave_one_source_out,absolute,shuffled_delta_risk50_improvement,-0.10294117647058831,0.0,0.03571428571428581
leave_one_source_out,adj,delta_aurc_improvement,-0.005409030454678776,0.0,0.0294137033104811
leave_one_source_out,adj,delta_brier_improvement,-0.08036334302077597,-0.03304375687898109,0.0025149228486298913
leave_one_source_out,adj,delta_coverage_at_risk_030_improvement,0.0,0.0,0.010752688172043012
leave_one_source_out,adj,delta_ece_improvement,-0.0574066609603231,-0.04412921161950317,0.005091943659311343
leave_one_source_out,adj,delta_log_loss_improvement,-5.006691881856046,-1.7178666929581483,0.05865020954365052
leave_one_source_out,adj,delta_risk50_improvement,-0.038961038961038974,0.0,0.03571428571428581
leave_one_source_out,adj,shuffled_delta_aurc_improvement,-0.00915992220340045,-0.001293804117230346,0.021551099972152543
leave_one_source_out,adj,shuffled_delta_brier_improvement,-0.0803723096198472,-0.03404937252469287,0.003253642649846261
leave_one_source_out,adj,shuffled_delta_coverage_at_risk_030_improvement,0.0,0.0,0.010752688172043012
leave_one_source_out,adj,shuffled_delta_ece_improvement,-0.0580649394174676,-0.04553984535125216,0.006526108247521034
leave_one_source_out,adj,shuffled_delta_log_loss_improvement,-5.225307228977716,-1.793588089508016,0.07539232210736346
leave_one_source_out,adj,shuffled_delta_risk50_improvement,-0.07352941176470595,0.0,0.03571428571428581
leave_one_source_out,rank,delta_aurc_improvement,-0.013912922047564447,-0.0004850088183422363,0.028015835926328503
leave_one_source_out,rank,delta_brier_improvement,-0.08037475727429311,-0.03491448615410486,0.003870197813292897
leave_one_source_out,rank,delta_coverage_at_risk_030_improvement,-0.009009009009009,0.0,0.0
leave_one_source_out,rank,delta_ece_improvement,-0.0594572364184609,-0.04671763912998811,0.007747389061489168
leave_one_source_out,rank,delta_log_loss_improvement,-5.334773258155961,-1.8321504212024518,0.08889709575268656
leave_one_source_out,rank,delta_risk50_improvement,-0.044117647058823595,0.0,0.05263157894736836
leave_one_source_out,rank,shuffled_delta_aurc_improvement,-0.010952036898741024,0.0057339824914991455,0.05183934410369506
leave_one_source_out,rank,shuffled_delta_brier_improvement,-0.08037569418914647,-0.03567231233588475,0.004412271322223854
leave_one_source_out,rank,shuffled_delta_coverage_at_risk_030_improvement,-0.009009009009009,0.0,0.007575757575757576
leave_one_source_out,rank,shuffled_delta_ece_improvement,-0.0615093748964618,-0.04771409778597241,0.008838817801103294
leave_one_source_out,rank,shuffled_delta_log_loss_improvement,-5.3964018006081975,-1.8543500248397569,0.10042730872101957
leave_one_source_out,rank,shuffled_delta_risk50_improvement,-0.038961038961038974,0.0,0.10526315789473673
leave_one_source_out,percentile,delta_aurc_improvement,-0.010952036898741024,0.0057339824914991455,0.042792367391909725
leave_one_source_out,percentile,delta_brier_improvement,-0.08037613173333424,-0.036349996217040936,0.004880064145464935
leave_one_source_out,percentile,delta_coverage_at_risk_030_improvement,-0.009009009009009,0.0,0.007575757575757576
leave_one_source_out,percentile,delta_ece_improvement,-0.05741494924784918,-0.04257489366765582,0.009792781833144332
leave_one_source_out,percentile,delta_log_loss_improvement,-5.432673944584101,-1.8679087838687416,0.11015210371706186
leave_one_source_out,percentile,delta_risk50_improvement,-0.038961038961038974,0.0,0.10526315789473673
leave_one_source_out,percentile,shuffled_delta_aurc_improvement,-0.010952036898741024,0.005888430528316779,0.042792367391909725
leave_one_source_out,percentile,shuffled_delta_brier_improvement,-0.0803763724310298,-0.03697310114806329,0.005299363494530307
leave_one_source_out,percentile,shuffled_delta_coverage_at_risk_030_improvement,-0.009009009009009,0.0,0.007575757575757576
leave_one_source_out,percentile,shuffled_delta_ece_improvement,-0.05741513743947302,-0.043084098757952494,0.010657296297749863
leave_one_source_out,percentile,shuffled_delta_log_loss_improvement,-5.458798569761335,-1.877995424106522,0.11869106052805445
leave_one_source_out,percentile,shuffled_delta_risk50_improvement,-0.038961038961038974,0.0,0.10526315789473673
leave_one_source_out,z_model_layer_family,delta_aurc_improvement,-0.010952036898741024,0.004998294958058813,0.042792367391909725
leave_one_source_out,z_model_layer_family,delta_brier_improvement,-0.08037652005217721,-0.0375265959213521,0.005672675175716402
leave_one_source_out,z_model_layer_family,delta_coverage_at_risk_030_improvement,-0.009009009009009,0.0,0.007575757575757576
leave_one_source_out,z_model_layer_family,delta_ece_improvement,-0.058156718884771585,-0.04292043466588713,0.011435147182901118
leave_one_source_out,z_model_layer_family,delta_log_loss_improvement,-5.4797074154329355,-1.8862235793733202,0.12615982096604805
leave_one_source_out,z_model_layer_family,delta_risk50_improvement,-0.038961038961038974,0.0,0.10526315789473673
leave_one_source_out,z_model_layer_family,shuffled_delta_aurc_improvement,-0.010952036898741024,0.004998294958058813,0.042792367391909725
leave_one_source_out,z_model_layer_family,shuffled_delta_brier_improvement,-0.08037661734961399,-0.03803053168792514,0.006022891442444361
leave_one_source_out,z_model_layer_family,shuffled_delta_coverage_at_risk_030_improvement,-0.009009009009009,0.0,0.007575757575757576
leave_one_source_out,z_model_layer_family,shuffled_delta_ece_improvement,-0.058910732667991406,-0.043842828507742126,0.012170319732425106
leave_one_source_out,z_model_layer_family,shuffled_delta_log_loss_improvement,-5.496788411203463,-1.8930563894314951,0.1330534923016059
leave_one_source_out,z_model_layer_family,shuffled_delta_risk50_improvement,-0.038961038961038974,0.0,0.10526315789473673
