split,rho_feature,metric,ci_low,median,ci_high
grouped_prompt,absolute,delta_aurc_improvement,0.010256272401433656,0.02619784561773192,0.046713511495702714
grouped_prompt,absolute,delta_brier_improvement,0.024501650720431048,0.0385723898760888,0.05490572135617252
grouped_prompt,absolute,delta_coverage_at_risk_030_improvement,0.0,0.0510948905109489,0.15173103448275863
grouped_prompt,absolute,delta_ece_improvement,-0.03278078081509923,0.013802381765042476,0.05605966532305037
grouped_prompt,absolute,delta_log_loss_improvement,0.0818434074454225,0.12782366163415648,0.18318586491062214
grouped_prompt,absolute,delta_risk50_improvement,0.0,0.046875,0.10608766233766233
grouped_prompt,absolute,shuffled_delta_aurc_improvement,0.009253816835416899,0.02521484919758596,0.04568197179375868
grouped_prompt,absolute,shuffled_delta_brier_improvement,0.022061881700079358,0.036466804622585336,0.0531761196687856
grouped_prompt,absolute,shuffled_delta_coverage_at_risk_030_improvement,0.0,0.049238051258369886,0.13540316308011402
grouped_prompt,absolute,shuffled_delta_ece_improvement,-0.02277869917129115,0.01730412129382794,0.05871830586921159
grouped_prompt,absolute,shuffled_delta_log_loss_improvement,0.0732608121586783,0.11629513124503366,0.16951966146885447
grouped_prompt,absolute,shuffled_delta_risk50_improvement,0.0,0.044117647058823595,0.09859154929577463
grouped_prompt,adj,delta_aurc_improvement,0.008797444855377565,0.025079941699438085,0.0443833054330952
grouped_prompt,adj,delta_brier_improvement,0.02074040203240218,0.034864921749500434,0.0514800432502135
grouped_prompt,adj,delta_coverage_at_risk_030_improvement,0.0,0.04799999999999999,0.13434316512674715
grouped_prompt,adj,delta_ece_improvement,-0.018753025809470407,0.023365021517055044,0.06417047149154716
grouped_prompt,adj,delta_log_loss_improvement,0.0634637385742793,0.10999851879723044,0.15948197978430326
grouped_prompt,adj,delta_risk50_improvement,0.0,0.04225352112676056,0.0923076923076922
grouped_prompt,adj,shuffled_delta_aurc_improvement,0.007736989119813796,0.02411298638115758,0.042256500898539266
grouped_prompt,adj,shuffled_delta_brier_improvement,0.019467505342601762,0.033718544351175744,0.050439711919811885
grouped_prompt,adj,shuffled_delta_coverage_at_risk_030_improvement,0.0,0.047619047619047616,0.13385826771653542
grouped_prompt,adj,shuffled_delta_ece_improvement,-0.01566108657217129,0.026205635155222243,0.06616814542555481
grouped_prompt,adj,shuffled_delta_log_loss_improvement,0.05872878321054379,0.10515250091731837,0.15563015782925055
grouped_prompt,adj,shuffled_delta_risk50_improvement,0.0,0.04225352112676051,0.09230769230769231
grouped_prompt,rank,delta_aurc_improvement,0.006849880006119867,0.023290691715386003,0.04421743258766664
grouped_prompt,rank,delta_brier_improvement,0.017797058283178648,0.032694209577209254,0.050889812535207815
grouped_prompt,rank,delta_coverage_at_risk_030_improvement,0.0,0.04724409448818895,0.1317941572169902
grouped_prompt,rank,delta_ece_improvement,-0.012468797515845115,0.03022610288164159,0.07306164858553196
grouped_prompt,rank,delta_log_loss_improvement,0.05833959385969866,0.10082962360595077,0.1521393045596713
grouped_prompt,rank,delta_risk50_improvement,0.0,0.04166666666666663,0.0952764976958526
grouped_prompt,rank,shuffled_delta_aurc_improvement,0.005117315767798117,0.021844816614730755,0.04252992573994635
grouped_prompt,rank,shuffled_delta_brier_improvement,0.017002660329349654,0.03197171407689565,0.05003263774604579
grouped_prompt,rank,shuffled_delta_coverage_at_risk_030_improvement,0.0,0.046153846153846156,0.13009849906191367
grouped_prompt,rank,shuffled_delta_ece_improvement,-0.007487812100353857,0.032296268237743855,0.07420662174912249
grouped_prompt,rank,shuffled_delta_log_loss_improvement,0.05454983134875746,0.09818302995617051,0.14855785620319825
grouped_prompt,rank,shuffled_delta_risk50_improvement,-0.01251217532467528,0.032786885245901676,0.09094405594405594
grouped_prompt,percentile,delta_aurc_improvement,0.004237983246031242,0.020619259277561863,0.041523175953046276
grouped_prompt,percentile,delta_brier_improvement,0.015768026158157575,0.03110205682227407,0.04756001372409191
grouped_prompt,percentile,delta_coverage_at_risk_030_improvement,0.0,0.042857142857142816,0.12611885663356245
grouped_prompt,percentile,delta_ece_improvement,-0.008023915768262252,0.03254462315731697,0.07775923444113922
grouped_prompt,percentile,delta_log_loss_improvement,0.046240545583850746,0.0947124611058062,0.14962752645526245
grouped_prompt,percentile,delta_risk50_improvement,-0.013698630136986249,0.03125,0.09378720238095235
grouped_prompt,percentile,shuffled_delta_aurc_improvement,0.004118304591650125,0.020274148277264953,0.04061005735081175
grouped_prompt,percentile,shuffled_delta_brier_improvement,0.014917834998902375,0.03055801632111261,0.04716446503902276
grouped_prompt,percentile,shuffled_delta_coverage_at_risk_030_improvement,0.0,0.04255319148936168,0.12611885663356245
grouped_prompt,percentile,shuffled_delta_ece_improvement,-0.00840210342694482,0.03151363565689479,0.07445320999303856
grouped_prompt,percentile,shuffled_delta_log_loss_improvement,0.04378661022842408,0.09219433731304744,0.1471746620784897
grouped_prompt,percentile,shuffled_delta_risk50_improvement,-0.014705882352941235,0.03076923076923077,0.09375
grouped_prompt,z_model_layer_family,delta_aurc_improvement,0.003967813051146423,0.01981264583217185,0.042059634038800725
grouped_prompt,z_model_layer_family,delta_brier_improvement,0.014385277427037432,0.030060322888522478,0.04922783377352795
grouped_prompt,z_model_layer_family,delta_coverage_at_risk_030_improvement,-0.013530285604753663,0.044281045751633996,0.123212143928036
grouped_prompt,z_model_layer_family,delta_ece_improvement,-0.0055540381032447355,0.03267795735021932,0.07226865305933206
grouped_prompt,z_model_layer_family,delta_log_loss_improvement,0.044050972212450884,0.0923697782429119,0.14893740229570554
grouped_prompt,z_model_layer_family,delta_risk50_improvement,-0.016135642517186768,0.03076923076923077,0.09722222222222221
grouped_prompt,z_model_layer_family,shuffled_delta_aurc_improvement,0.0026189542462006516,0.019071807229909365,0.04201054984479621
grouped_prompt,z_model_layer_family,shuffled_delta_brier_improvement,0.01378881011062133,0.029473440394811923,0.04865089994473285
grouped_prompt,z_model_layer_family,shuffled_delta_coverage_at_risk_030_improvement,-0.013530285604753663,0.044281045751633996,0.123212143928036
grouped_prompt,z_model_layer_family,shuffled_delta_ece_improvement,-0.0054741351375683575,0.0325970348464789,0.07214592175707928
grouped_prompt,z_model_layer_family,shuffled_delta_log_loss_improvement,0.040577838062618166,0.09046686761518813,0.1476741744118388
grouped_prompt,z_model_layer_family,shuffled_delta_risk50_improvement,-0.02986205336951614,0.030303030303030276,0.09722222222222221
leave_one_model_out,absolute,delta_aurc_improvement,0.00463337831758881,0.02289049964034745,0.038492063492063466
leave_one_model_out,absolute,delta_brier_improvement,0.025597640147166673,0.03426350598156605,0.039945314966522566
leave_one_model_out,absolute,delta_coverage_at_risk_030_improvement,0.0,0.038461538461538436,0.12780303030303028
leave_one_model_out,absolute,delta_ece_improvement,0.018224260122459753,0.050783209751350644,0.0822406705278067
leave_one_model_out,absolute,delta_log_loss_improvement,0.1323214553100035,0.19032251291337365,0.3706340847761549
leave_one_model_out,absolute,delta_risk50_improvement,0.0,0.030303030303030276,0.07692307692307687
leave_one_model_out,absolute,shuffled_delta_aurc_improvement,0.00463337831758881,0.02289049964034745,0.039263668430335075
leave_one_model_out,absolute,shuffled_delta_brier_improvement,0.024750558970651537,0.03329437789997705,0.039982990617696085
leave_one_model_out,absolute,shuffled_delta_coverage_at_risk_030_improvement,0.0,0.038461538461538436,0.12780303030303028
leave_one_model_out,absolute,shuffled_delta_ece_improvement,-0.007515781755313117,0.04639465869140488,0.07965640814134095
leave_one_model_out,absolute,shuffled_delta_log_loss_improvement,0.1256113194862281,0.186117289888715,0.34794690360020875
leave_one_model_out,absolute,shuffled_delta_risk50_improvement,0.0,0.030303030303030276,0.07407407407407407
leave_one_model_out,adj,delta_aurc_improvement,0.004357298474945592,0.02289049964034745,0.03776073381569833
leave_one_model_out,adj,delta_brier_improvement,0.023380114773641186,0.03292074174731241,0.03977086536966448
leave_one_model_out,adj,delta_coverage_at_risk_030_improvement,0.0,0.037878787878787845,0.1288089225589226
leave_one_model_out,adj,delta_ece_improvement,-0.0037698268381646804,0.04651839907344918,0.07926290227344468
leave_one_model_out,adj,delta_log_loss_improvement,0.12179110921526431,0.18726217334263845,0.35983924212836693
leave_one_model_out,adj,delta_risk50_improvement,0.0,0.030303030303030276,0.07407407407407407
leave_one_model_out,adj,shuffled_delta_aurc_improvement,0.004357298474945592,0.02289049964034745,0.0389838439732057
leave_one_model_out,adj,shuffled_delta_brier_improvement,0.02302109720952289,0.032732326443153464,0.03985644649346859
leave_one_model_out,adj,shuffled_delta_coverage_at_risk_030_improvement,-0.016666666666666663,0.03703703703703705,0.1288089225589226
leave_one_model_out,adj,shuffled_delta_ece_improvement,-0.0036038880281084595,0.04639133126507125,0.07908408003778167
leave_one_model_out,adj,shuffled_delta_log_loss_improvement,0.11910610746430306,0.18618581997544337,0.3567616642048732
leave_one_model_out,adj,shuffled_delta_risk50_improvement,0.0,0.030303030303030276,0.07692307692307698
leave_one_model_out,rank,delta_aurc_improvement,0.003778375149343094,0.022043215682899187,0.0389838439732057
leave_one_model_out,rank,delta_brier_improvement,0.022634893103306852,0.03255434641828511,0.040482737142403385
leave_one_model_out,rank,delta_coverage_at_risk_030_improvement,0.0,0.03703703703703705,0.12878787878787884
leave_one_model_out,rank,delta_ece_improvement,-0.0035581483128424808,0.04624964085336114,0.07899348180201152
