condition,accuracy,mean_confidence,overconfident_wrong_rate,nll,brier,ece
before,0.28703703703703703,0.8638549497257008,0.6898148148148148,2.3642559105526106,1.1956715548106087,0.576817912688664
accessible_rho_after_eps_median,0.28703703703703703,0.9930369424100398,0.7129629629629629,4.956855321239095,1.4121663157484274,0.7059999053730028
