model,prompt_id,task,topic,layer,subspace_family,subspace_k,top_k_output,rho,grad_entropy_proj_norm,grad_varentropy_proj_norm,fisher_output_fro_norm,jacobian_fro_norm
distilbert-base-uncased,21,ambiguous_open,polysemy,2,delta_pca,8,256,0.0551583041226623,0.0313040148450097,0.0739958834957761,0.5350349046139659,9.819819543062737
distilbert-base-uncased,21,ambiguous_open,polysemy,2,random,8,256,0.0796408408656843,0.0337789075838851,0.092367439092344,0.4911516161839728,8.46571342776416
distilbert-base-uncased,22,factual_deep,currency,2,state_pca,8,16,0.7390519331632882,0.0820377212571923,0.1777089771658883,0.5512811469961324,2.948190327482926
distilbert-base-uncased,22,factual_deep,currency,2,delta_pca,8,16,0.4702587300051942,0.0980189823815434,0.200303194812677,0.5654680136568945,2.739748778222646
distilbert-base-uncased,22,factual_deep,currency,2,random,8,16,0.7482007447436905,0.0762906778400978,0.1607018701974157,0.471716595668523,2.257879877100124
distilbert-base-uncased,22,factual_deep,currency,2,state_pca,8,32,0.6747881915483844,0.1157246874433572,0.2574197927348383,0.5511697367296329,3.699655968962709
distilbert-base-uncased,22,factual_deep,currency,2,delta_pca,8,32,0.3242015292731635,0.0983136972577286,0.2358444147565336,0.5469477508757745,3.611357171226805
distilbert-base-uncased,22,factual_deep,currency,2,random,8,32,0.4757859017224814,0.0859593274544915,0.2008299173627561,0.475448187846384,3.176112659849055
distilbert-base-uncased,22,factual_deep,currency,2,state_pca,8,64,0.4617090140715908,0.1159660703540442,0.290264872718997,0.5466139815370544,5.055154778209992
distilbert-base-uncased,22,factual_deep,currency,2,delta_pca,8,64,0.2882619994715011,0.1023226152100182,0.2707527073879262,0.5437330634011026,5.03421254219018
distilbert-base-uncased,22,factual_deep,currency,2,random,8,64,0.3362677366573158,0.0768793604293091,0.2066344939222766,0.4848475748109117,4.568659101617797
distilbert-base-uncased,22,factual_deep,currency,2,state_pca,8,128,0.3033552316894287,0.1100016276054063,0.3061804084274377,0.5436462342789493,7.055538728785118
distilbert-base-uncased,22,factual_deep,currency,2,delta_pca,8,128,0.2417236599201476,0.1003977702789828,0.2887095955410729,0.5462414479663665,7.252709695299806
distilbert-base-uncased,22,factual_deep,currency,2,random,8,128,0.2649281440884429,0.0742492062319342,0.2178598091072208,0.4888605157644412,6.476019641662816
distilbert-base-uncased,22,factual_deep,currency,2,state_pca,8,256,0.2640221889192858,0.108378401367133,0.3289358811874915,0.5346948867639705,9.564876674702903
distilbert-base-uncased,22,factual_deep,currency,2,delta_pca,8,256,0.1690641875475498,0.0878506481368543,0.2878169676365099,0.5424161255109967,10.06410224741404
distilbert-base-uncased,22,factual_deep,currency,2,random,8,256,0.1992209788856265,0.0720523379752506,0.2266852443089327,0.4933978138843654,9.01888666722192
distilbert-base-uncased,23,factual_simple,common,2,state_pca,8,16,0.7672189752590503,0.1883608389559118,0.4653727027993121,0.7105263000647344,3.0243597982694195
distilbert-base-uncased,23,factual_simple,common,2,delta_pca,8,16,0.6882630768282625,0.1290818637645475,0.3021871569758718,0.6368242447244516,2.747300260038401
distilbert-base-uncased,23,factual_simple,common,2,random,8,16,0.6688743345774366,0.0908166955603232,0.2288587942115542,0.5438333096214886,2.306570010262156
distilbert-base-uncased,23,factual_simple,common,2,state_pca,8,32,0.6175999544654425,0.2051175144640704,0.5362084070111535,0.7018163799712076,4.01392840429779
distilbert-base-uncased,23,factual_simple,common,2,delta_pca,8,32,0.553706358434638,0.1279917822401389,0.3215700139069312,0.6558698808543928,3.992385970264397
distilbert-base-uncased,23,factual_simple,common,2,random,8,32,0.4473613328232,0.1273015621254768,0.3024118436562913,0.5485707622343757,3.161476003991079
distilbert-base-uncased,23,factual_simple,common,2,state_pca,8,64,0.4818552894013242,0.2553295345749113,0.6687344948180879,0.6976681022977768,5.65486724370477
distilbert-base-uncased,23,factual_simple,common,2,delta_pca,8,64,0.3743735938724674,0.1515887220160399,0.3900969625669472,0.6416452144568918,5.428889349181635
distilbert-base-uncased,23,factual_simple,common,2,random,8,64,0.415291394358658,0.1532261524900163,0.3797803130104012,0.5540790544138615,4.581708559516245
distilbert-base-uncased,23,factual_simple,common,2,state_pca,8,128,0.436922065049242,0.2751774090062392,0.7810298145858132,0.691665195467194,7.930535929809741
distilbert-base-uncased,23,factual_simple,common,2,delta_pca,8,128,0.3655073695903569,0.1630344551855175,0.4508663957233055,0.6411171027398429,7.681913711936597
distilbert-base-uncased,23,factual_simple,common,2,random,8,128,0.3061367271055977,0.1580756657104366,0.4385606198428425,0.5536705113663161,6.489113983216909
distilbert-base-uncased,23,factual_simple,common,2,state_pca,8,256,0.4069815687424859,0.2724516294959822,0.8609704135845417,0.6804027175443692,10.823925201166714
distilbert-base-uncased,23,factual_simple,common,2,delta_pca,8,256,0.3543113347045835,0.1698929344359571,0.5090431517294226,0.6406177547539307,10.82329226463177
distilbert-base-uncased,23,factual_simple,common,2,random,8,256,0.2675712715553149,0.1660065407380503,0.5021208657382933,0.5565515440754502,9.28441328867106
distilbert-base-uncased,0,ambiguous_open,open,4,state_pca,8,16,0.9124878217489738,0.3638506234606903,0.8369690982493054,0.5264814604301188,2.2363292747977
distilbert-base-uncased,0,ambiguous_open,open,4,delta_pca,8,16,0.8608617924344888,0.1964559242738963,0.4963553640700267,0.4015441856471562,1.6222603957870132
distilbert-base-uncased,0,ambiguous_open,open,4,random,8,16,0.6545977831744604,0.1178835362069626,0.2846313680153716,0.3056846646180242,1.643064742590668
distilbert-base-uncased,0,ambiguous_open,open,4,state_pca,8,32,0.8008424388379041,0.3825681515550769,1.023632113320532,0.5233308346478299,2.958592266254846
distilbert-base-uncased,0,ambiguous_open,open,4,delta_pca,8,32,0.7147613445063008,0.188788332163697,0.5542787835709051,0.3975028176001996,2.233020040936495
distilbert-base-uncased,0,ambiguous_open,open,4,random,8,32,0.6051506364547173,0.1240808681006498,0.3318554927973562,0.3232704032961213,2.218079089537621
distilbert-base-uncased,0,ambiguous_open,open,4,state_pca,8,64,0.7416666826119364,0.3796814918525132,1.166772531588415,0.5219973254742916,4.123719897493573
distilbert-base-uncased,0,ambiguous_open,open,4,delta_pca,8,64,0.5731848520013177,0.1728833586560837,0.5857104891819925,0.3974600887633421,3.244643271016684
distilbert-base-uncased,0,ambiguous_open,open,4,random,8,64,0.5676204447589137,0.127946994921147,0.3797292520462645,0.3317007131773059,3.083710150878729
distilbert-base-uncased,0,ambiguous_open,open,4,state_pca,8,128,0.6601410499025782,0.3656179493576273,1.279410952833966,0.5092446297804604,5.5991475368525165
distilbert-base-uncased,0,ambiguous_open,open,4,delta_pca,8,128,0.448624953897923,0.160799723004925,0.6150692264248199,0.39729997815818,4.515186593682291
distilbert-base-uncased,0,ambiguous_open,open,4,random,8,128,0.4893193135507168,0.1262085716676839,0.4166682138813755,0.3328299172672943,4.1818140500297005
distilbert-base-uncased,0,ambiguous_open,open,4,state_pca,8,256,0.5792823092850115,0.3346498442685765,1.3364662461098056,0.5025209176772161,7.860623204846353
distilbert-base-uncased,0,ambiguous_open,open,4,delta_pca,8,256,0.3359154892234579,0.1400779975916745,0.6132345668550603,0.3973801374405404,6.4607063455168365
distilbert-base-uncased,0,ambiguous_open,open,4,random,8,256,0.4149520631735731,0.12561892574187,0.4566197056622643,0.3375401771766662,5.990844379807683
distilbert-base-uncased,1,factual_deep,plural,4,state_pca,8,16,0.7570451746587246,0.1263240651896983,0.3257864854550909,0.3520326392904166,2.184566975697775
distilbert-base-uncased,1,factual_deep,plural,4,delta_pca,8,16,0.874641568133531,0.1404937548437742,0.333373775416365,0.4211015295865886,1.9963751331695605
distilbert-base-uncased,1,factual_deep,plural,4,random,8,16,0.7243464430244492,0.0723318004537168,0.1618497844100503,0.2666553333187297,1.4830559086249284
distilbert-base-uncased,1,factual_deep,plural,4,state_pca,8,32,0.6796972839533058,0.1530579603780246,0.3877986258641696,0.369513163922149,2.827187267329696
distilbert-base-uncased,1,factual_deep,plural,4,delta_pca,8,32,0.7691197348610911,0.1803474033025778,0.4204600247087752,0.4332010222440774,2.757516023990532
distilbert-base-uncased,1,factual_deep,plural,4,random,8,32,0.5852844183677152,0.0912326320822741,0.2068177274589749,0.2842254999425007,2.147870409989845
distilbert-base-uncased,1,factual_deep,plural,4,state_pca,8,64,0.5826606027765178,0.1602782030756245,0.4422720185460368,0.3776421453815288,4.016144990426515
distilbert-base-uncased,1,factual_deep,plural,4,delta_pca,8,64,0.5469917522262693,0.1791369546068259,0.4791987140631734,0.4275820956844884,3.682395271901359
distilbert-base-uncased,1,factual_deep,plural,4,random,8,64,0.4368377662798589,0.0973913088943003,0.2478014619670358,0.2947336239475807,3.0516265760795407
distilbert-base-uncased,1,factual_deep,plural,4,state_pca,8,128,0.5383493471902572,0.17737135523137,0.5149204796945209,0.3873327300395993,5.634160584764908
distilbert-base-uncased,1,factual_deep,plural,4,delta_pca,8,128,0.469006964312215,0.1768230368024542,0.5347921289372181,0.424295381357043,4.984793514291136
distilbert-base-uncased,1,factual_deep,plural,4,random,8,128,0.3971189120048882,0.1122908695686917,0.3022421028446684,0.306630772294117,4.309634072317169
distilbert-base-uncased,1,factual_deep,plural,4,state_pca,8,256,0.4824654318221393,0.1970510075739215,0.6034944601765819,0.3971398504994424,7.790457046626576
distilbert-base-uncased,1,factual_deep,plural,4,delta_pca,8,256,0.4303380920306069,0.1844859678941658,0.601961209475486,0.4186087537993848,6.824354480167149
distilbert-base-uncased,1,factual_deep,plural,4,random,8,256,0.3547171649405134,0.120717762772999,0.3549896127943954,0.3180369600700252,6.196432114189887
distilbert-base-uncased,2,factual_simple,lexical,4,state_pca,8,16,0.8031984922493387,0.1940488875992069,0.4969272825899496,0.4463171051139435,2.162007113906834
distilbert-base-uncased,2,factual_simple,lexical,4,delta_pca,8,16,0.6880320108754876,0.1156132529392449,0.2863051991650069,0.394365095469695,1.6789246405647398
distilbert-base-uncased,2,factual_simple,lexical,4,random,8,16,0.8699614793900606,0.1070848031403705,0.2644283165150846,0.3223947138101083,1.503475263743855
distilbert-base-uncased,2,factual_simple,lexical,4,state_pca,8,32,0.6634579732617594,0.1833947191163115,0.529145192084608,0.4692544915643101,3.2497996603437915
distilbert-base-uncased,2,factual_simple,lexical,4,delta_pca,8,32,0.577528404249738,0.1191463180536802,0.3244503925987971,0.3937159807968581,2.273891503085769
distilbert-base-uncased,2,factual_simple,lexical,4,random,8,32,0.6680347425969503,0.1120691875038109,0.3037125224551087,0.342224876856569,2.1705537317183725
distilbert-base-uncased,2,factual_simple,lexical,4,state_pca,8,64,0.5343758323149166,0.1792788499926211,0.5629630072490573,0.4739989083010816,4.472328815876291
distilbert-base-uncased,2,factual_simple,lexical,4,delta_pca,8,64,0.4755271090719536,0.1149682511307788,0.3447239954699456,0.4017289423386647,3.384019303756341
distilbert-base-uncased,2,factual_simple,lexical,4,random,8,64,0.5116287890981792,0.108371257664659,0.3271299544850969,0.3452116052359961,3.079556740386926
distilbert-base-uncased,2,factual_simple,lexical,4,state_pca,8,128,0.4502084763907644,0.171102864344028,0.5810625341896976,0.4698733435659435,6.06648328616333
distilbert-base-uncased,2,factual_simple,lexical,4,delta_pca,8,128,0.3919974781950373,0.1142117361578422,0.3638326403213316,0.3977796154741781,4.720100699086629
distilbert-base-uncased,2,factual_simple,lexical,4,random,8,128,0.4003243048680256,0.1079606290596561,0.3521300183802521,0.3469908056157235,4.295481107481103
distilbert-base-uncased,2,factual_simple,lexical,4,state_pca,8,256,0.4070631066760142,0.1572678250273337,0.5842540626156413,0.4627535939749397,8.234753404115182
distilbert-base-uncased,2,factual_simple,lexical,4,delta_pca,8,256,0.3060821915859523,0.1056007231628882,0.3754395512558194,0.3988848718645233,6.755321001510109
distilbert-base-uncased,2,factual_simple,lexical,4,random,8,256,0.3421666178141235,0.1071392703157722,0.3741853610498433,0.3492810825165277,6.039432584059649
distilbert-base-uncased,3,ambiguous_open,polysemy,4,state_pca,8,16,0.9405011249352568,0.424277258052151,0.6740828799884956,0.3920639849432504,1.9697436602684493
distilbert-base-uncased,3,ambiguous_open,polysemy,4,delta_pca,8,16,0.7505887332474238,0.2057556889527408,0.4080795131397248,0.2957057265963232,1.4425259618831203
distilbert-base-uncased,3,ambiguous_open,polysemy,4,random,8,16,0.7285356858078442,0.147428234781093,0.2632124123867388,0.2356734429567281,1.4915440680651029
distilbert-base-uncased,3,ambiguous_open,polysemy,4,state_pca,8,32,0.8939377564210237,0.4909449369670964,1.015544141663865,0.4244560656082912,2.809215948655724
distilbert-base-uncased,3,ambiguous_open,polysemy,4,delta_pca,8,32,0.7524157783365397,0.2283092908019138,0.5388704248877545,0.3054355433906608,2.03127806804861
distilbert-base-uncased,3,ambiguous_open,polysemy,4,random,8,32,0.7446994896426189,0.1817297181484711,0.387026276884024,0.2564393115543039,2.0180098554477333
distilbert-base-uncased,3,ambiguous_open,polysemy,4,state_pca,8,64,0.8227211626166064,0.5153373101040726,1.358713376483198,0.4517569537671635,4.008265924756684
distilbert-base-uncased,3,ambiguous_open,polysemy,4,delta_pca,8,64,0.6657556293548467,0.2269237676974432,0.6664014719102321,0.3187157859774552,2.881299367268706
distilbert-base-uncased,3,ambiguous_open,polysemy,4,random,8,64,0.6553707200992044,0.1843570048220119,0.5020487100905755,0.2704264350881151,2.7971520271894343
distilbert-base-uncased,3,ambiguous_open,polysemy,4,state_pca,8,128,0.7962948717626165,0.5127479702095916,1.657399752704917,0.4555680815355197,5.363306991410671
distilbert-base-uncased,3,ambiguous_open,polysemy,4,delta_pca,8,128,0.5804277420359528,0.2182741582494654,0.7667882696787308,0.3294159491401506,4.231953463621817
distilbert-base-uncased,3,ambiguous_open,polysemy,4,random,8,128,0.6019200054811726,0.1880356164257097,0.6130644518318181,0.2831356055491788,3.9054844180911847
distilbert-base-uncased,3,ambiguous_open,polysemy,4,state_pca,8,256,0.7394759879415542,0.4954595220242219,1.881148887983921,0.4592306767056988,7.590448533247611
distilbert-base-uncased,3,ambiguous_open,polysemy,4,delta_pca,8,256,0.5147279289058556,0.2049701210385161,0.8332882965996263,0.3368450231318207,5.972267012697795
distilbert-base-uncased,3,ambiguous_open,polysemy,4,random,8,256,0.5353404057258581,0.1845646476620091,0.6990363639973127,0.2951001615730939,5.637753890435451
distilbert-base-uncased,4,factual_deep,role,4,state_pca,8,16,0.4159093490624634,0.0216202470477936,0.0507609219163895,0.3537815829060891,1.971814124421273
distilbert-base-uncased,4,factual_deep,role,4,delta_pca,8,16,0.8331498769778353,0.0387406318931834,0.0814903048375726,0.3369369236215013,1.5417606484928006
distilbert-base-uncased,4,factual_deep,role,4,random,8,16,0.447002741081346,0.020049132894302,0.0378127274896579,0.3323406580694469,1.6213197512513753
distilbert-base-uncased,4,factual_deep,role,4,state_pca,8,32,0.1763444802547663,0.0206804366281204,0.0452416238016732,0.3456752528245863,2.7123717187958896
distilbert-base-uncased,4,factual_deep,role,4,delta_pca,8,32,0.3002401043039732,0.0284979998037491,0.0661996004539145,0.3433904658393349,2.2468609636290946
distilbert-base-uncased,4,factual_deep,role,4,random,8,32,0.4222406613257706,0.0281680072319033,0.0623090684477503,0.3254764841458144,2.145916587124652
distilbert-base-uncased,4,factual_deep,role,4,state_pca,8,64,0.1897755937822845,0.0235923970131001,0.0519578054487148,0.3374126999789364,3.684920058233396
distilbert-base-uncased,4,factual_deep,role,4,delta_pca,8,64,0.105196973834042,0.0237572184130632,0.0614616636433879,0.3517661918446641,3.267815977509833
distilbert-base-uncased,4,factual_deep,role,4,random,8,64,0.2468530189145329,0.0302446700635657,0.071935735464862,0.3328611920156727,3.0640957291220707
distilbert-base-uncased,4,factual_deep,role,4,state_pca,8,128,0.1229796157362468,0.0229423788362889,0.0544735638894001,0.3392454705344273,5.192770185698157
distilbert-base-uncased,4,factual_deep,role,4,delta_pca,8,128,0.048159340027396,0.0177341671736099,0.0522089340172581,0.3500705405338521,4.52528724206668
distilbert-base-uncased,4,factual_deep,role,4,random,8,128,0.2590068146760811,0.0411385948463516,0.0975887593280925,0.3409647705654527,4.293563173599905
distilbert-base-uncased,4,factual_deep,role,4,state_pca,8,256,0.1323522114028134,0.0288081561885028,0.0684424470404458,0.3441658693194286,7.236527781270174
distilbert-base-uncased,4,factual_deep,role,4,delta_pca,8,256,0.0251888450338952,0.0146388003939591,0.048698201128262,0.3527610029023227,6.473628590424481
distilbert-base-uncased,4,factual_deep,role,4,random,8,256,0.1784559561228178,0.0423600500498072,0.1109467973480453,0.3440951707250645,6.067688634121481
distilbert-base-uncased,5,factual_simple,capital,4,state_pca,8,16,0.694079095567255,0.0198147758985363,0.04516957323026,0.294962978686373,1.321705138165025
distilbert-base-uncased,5,factual_simple,capital,4,delta_pca,8,16,0.603086325001014,0.0295297304420686,0.0667674471290289,0.3246361225107254,1.6359218821116164
distilbert-base-uncased,5,factual_simple,capital,4,random,8,16,0.3514797891637162,0.0246926704832087,0.0506283278702418,0.2810907342934399,1.3714108752001672
distilbert-base-uncased,5,factual_simple,capital,4,state_pca,8,32,0.4485536594203014,0.0292650149192554,0.0646487958838265,0.3049209309256384,1.885623369169465
distilbert-base-uncased,5,factual_simple,capital,4,delta_pca,8,32,0.2900785755173767,0.026650617463057,0.0661224266738789,0.3311792226745925,2.228207311025516
distilbert-base-uncased,5,factual_simple,capital,4,random,8,32,0.1799443811327951,0.024429326883325,0.0570174178393961,0.3016761080151435,2.0364339895489563
distilbert-base-uncased,5,factual_simple,capital,4,state_pca,8,64,0.1792366537169954,0.022866872792686,0.0595927760233604,0.3185428913174489,2.802745819136508
distilbert-base-uncased,5,factual_simple,capital,4,delta_pca,8,64,0.1914099237624112,0.0212696659331311,0.0544700764955276,0.3310882930177496,3.0642092922929445
distilbert-base-uncased,5,factual_simple,capital,4,random,8,64,0.1099839562715088,0.0190178275159285,0.051250003912374,0.3119743232193677,2.8784404988897294
distilbert-base-uncased,5,factual_simple,capital,4,state_pca,8,128,0.0852871770352973,0.0165905327530057,0.047820683514565,0.3119607183187255,3.812705240512819
distilbert-base-uncased,5,factual_simple,capital,4,delta_pca,8,128,0.1319971948441343,0.0210774820929677,0.0572650896317526,0.3477654730647248,4.533033682128924
distilbert-base-uncased,5,factual_simple,capital,4,random,8,128,0.1123094698089761,0.0184194826120314,0.0488019914337271,0.3159882264115228,4.022744948335259
distilbert-base-uncased,5,factual_simple,capital,4,state_pca,8,256,0.0922571915028365,0.020481014183463,0.0547386927760734,0.3133191439385203,5.349458438232871
distilbert-base-uncased,5,factual_simple,capital,4,delta_pca,8,256,0.0436326925852657,0.0150934728008201,0.0450059543417258,0.3571622922646386,6.540377788141894
distilbert-base-uncased,5,factual_simple,capital,4,random,8,256,0.1022736355444113,0.0212527899746559,0.0564719459204245,0.3199977743968378,5.683499246701785
distilbert-base-uncased,6,ambiguous_open,open,4,state_pca,8,16,0.7758586482862476,0.1383790653203047,0.3358879722286922,0.3802061423637256,2.076421727444572
distilbert-base-uncased,6,ambiguous_open,open,4,delta_pca,8,16,0.8987458537326957,0.1649924731709094,0.3995511751907529,0.3894052133081903,1.6031270454499158
distilbert-base-uncased,6,ambiguous_open,open,4,random,8,16,0.6201038963294703,0.0921774073051479,0.2199780262192351,0.2745742843398378,1.3501640497985483
distilbert-base-uncased,6,ambiguous_open,open,4,state_pca,8,32,0.6009416825922994,0.133617430135558,0.3665417566327686,0.3845998972697566,2.84448344229769
distilbert-base-uncased,6,ambiguous_open,open,4,delta_pca,8,32,0.7191482779108447,0.1629482931833619,0.4463049345567483,0.3831111593664971,2.1441799777142925
distilbert-base-uncased,6,ambiguous_open,open,4,random,8,32,0.5675884855825559,0.0914888474324016,0.2475454175249826,0.2912626628381226,1.9618654788296408
distilbert-base-uncased,6,ambiguous_open,open,4,state_pca,8,64,0.6094852714694783,0.1405433821202625,0.4117414510592855,0.3903876730096794,3.8306746436991386
distilbert-base-uncased,6,ambiguous_open,open,4,delta_pca,8,64,0.5665134279840169,0.1575005836778606,0.4783079176033496,0.3765322019980145,2.9589583362316976
distilbert-base-uncased,6,ambiguous_open,open,4,random,8,64,0.5539051531683495,0.0933729312490774,0.2674952722444398,0.2992433575695236,2.7584525940114712
distilbert-base-uncased,6,ambiguous_open,open,4,state_pca,8,128,0.6178594146601294,0.1454773648881595,0.4477642860411048,0.3942573474101415,5.258710295731361
distilbert-base-uncased,6,ambiguous_open,open,4,delta_pca,8,128,0.5075794350987971,0.1606751875936199,0.514503498058958,0.3774964149442982,4.309433582312211
distilbert-base-uncased,6,ambiguous_open,open,4,random,8,128,0.3994107336928871,0.0885917033868931,0.2809107730892173,0.3051752386695399,3.9452797472711545
distilbert-base-uncased,6,ambiguous_open,open,4,state_pca,8,256,0.5649900029740398,0.1558043823872155,0.4979389180480048,0.3961675861063948,7.262264202571954
distilbert-base-uncased,6,ambiguous_open,open,4,delta_pca,8,256,0.4251485336890011,0.1600765007825624,0.5488975470519457,0.3789103517349717,6.3115167801100736
distilbert-base-uncased,6,ambiguous_open,open,4,random,8,256,0.3527828480718544,0.0911169605276877,0.3008571696170031,0.3122456074563857,5.71059797730798
distilbert-base-uncased,7,factual_deep,common,4,state_pca,8,16,0.7024256041653196,0.0641697592439579,0.1307290128534291,0.4032308650163392,2.14291749526873
distilbert-base-uncased,7,factual_deep,common,4,delta_pca,8,16,0.6314863988004338,0.046290122705055,0.1000793301325751,0.3722617498681784,1.5939903899303955
distilbert-base-uncased,7,factual_deep,common,4,random,8,16,0.7606956015174915,0.0629702583530865,0.1314542359870402,0.3217099895420459,1.4796650494805506
distilbert-base-uncased,7,factual_deep,common,4,state_pca,8,32,0.4369963654434047,0.067828451011676,0.1587421366289659,0.38473656748775,2.735634328346442
distilbert-base-uncased,7,factual_deep,common,4,delta_pca,8,32,0.2716083761317795,0.0400939126593251,0.096193965305941,0.3826438679485668,2.3914513782594766
distilbert-base-uncased,7,factual_deep,common,4,random,8,32,0.5814042068910307,0.0711051142280188,0.1685873476320422,0.3275096125687985,2.074041982722292
distilbert-base-uncased,7,factual_deep,common,4,state_pca,8,64,0.27690403768932,0.0681007772539317,0.1758726701446392,0.3830878268081389,3.9167008122688505
distilbert-base-uncased,7,factual_deep,common,4,delta_pca,8,64,0.1314902043333812,0.0366427630773544,0.1004948274879954,0.3863092113804727,3.3468904900098755
distilbert-base-uncased,7,factual_deep,common,4,random,8,64,0.4184354789410056,0.0650921393828571,0.1773513479876029,0.3328656903255665,2.958342353072448
distilbert-base-uncased,7,factual_deep,common,4,state_pca,8,128,0.2119042410011337,0.0654335042436794,0.186614129554646,0.374306140490128,5.342069363960606
distilbert-base-uncased,7,factual_deep,common,4,delta_pca,8,128,0.1239865311511011,0.041461937941933,0.1134554666155623,0.3896774185511847,4.696134840687445
distilbert-base-uncased,7,factual_deep,common,4,random,8,128,0.3353756195603814,0.0653285114764974,0.1916278991759568,0.3342132931221907,4.211778729110887
distilbert-base-uncased,7,factual_deep,common,4,state_pca,8,256,0.1898812053570971,0.0677089763716785,0.2017254547369808,0.3741361854616339,7.546247188314523
distilbert-base-uncased,7,factual_deep,common,4,delta_pca,8,256,0.0987938813500703,0.0441285506056065,0.1221384601813134,0.3931079612070512,6.652968893370328
distilbert-base-uncased,7,factual_deep,common,4,random,8,256,0.2291399622558464,0.0605897685847248,0.1955321545239909,0.3386506814386122,5.952942191898148
distilbert-base-uncased,8,factual_simple,role,4,state_pca,8,16,0.8060025314447423,0.0465535395576351,0.0973439725185082,0.2871393153165641,1.9408748823943551
distilbert-base-uncased,8,factual_simple,role,4,delta_pca,8,16,0.4140089166780056,0.0327458252223272,0.0712975311102186,0.2881498676806909,1.4604068361106344
distilbert-base-uncased,8,factual_simple,role,4,random,8,16,0.373973465596769,0.0316795161638571,0.0675545976064195,0.3001963704376965,1.542449128154164
distilbert-base-uncased,8,factual_simple,role,4,state_pca,8,32,0.7319211799586998,0.0477774487664362,0.1106301660513939,0.3012840463168138,2.783849029707973
distilbert-base-uncased,8,factual_simple,role,4,delta_pca,8,32,0.4133532425285474,0.0348735974651409,0.0799748708105068,0.2963701400127465,2.139838157814512
distilbert-base-uncased,8,factual_simple,role,4,random,8,32,0.2384139398240573,0.0265521126856217,0.0671099810731535,0.3036316798283665,2.2194079580313297
distilbert-base-uncased,8,factual_simple,role,4,state_pca,8,64,0.3184111361299605,0.0347976654332169,0.0982373667090212,0.3033550774911337,3.825809023958537
distilbert-base-uncased,8,factual_simple,role,4,delta_pca,8,64,0.1686366736757064,0.0251821698583879,0.0670330767779917,0.3104033901570396,3.067938125544923
distilbert-base-uncased,8,factual_simple,role,4,random,8,64,0.1049770779203192,0.020521031472661,0.0509650664320343,0.3273834921429461,3.106308372896716
distilbert-base-uncased,8,factual_simple,role,4,state_pca,8,128,0.3028980892015918,0.0394562892755133,0.109822294674716,0.315242344014887,5.448082113986992
distilbert-base-uncased,8,factual_simple,role,4,delta_pca,8,128,0.0565344219438188,0.0173861969713484,0.0540429499806039,0.3250316926764957,4.478179208875647
distilbert-base-uncased,8,factual_simple,role,4,random,8,128,0.1131482702725098,0.027413244295203,0.0651848904298608,0.334858739233555,4.355719425850383
distilbert-base-uncased,8,factual_simple,role,4,state_pca,8,256,0.199150798667051,0.0419671755475406,0.1180342650070284,0.3222103849724997,7.593279530525775
distilbert-base-uncased,8,factual_simple,role,4,delta_pca,8,256,0.0247902695427516,0.015942329868781,0.0515792255801124,0.3348562991132593,6.392117607185512
distilbert-base-uncased,8,factual_simple,role,4,random,8,256,0.0426627739305882,0.0207224547520062,0.0637036512497321,0.3376139083439898,6.2313223333660615
distilbert-base-uncased,9,ambiguous_open,open,4,state_pca,8,16,0.8033648543859624,0.152144179964822,0.3662319818548403,0.3940918407866223,2.021028213350433
distilbert-base-uncased,9,ambiguous_open,open,4,delta_pca,8,16,0.7728785655061383,0.1710094214595976,0.4449775298589177,0.4013990602954648,1.7758300258371356
distilbert-base-uncased,9,ambiguous_open,open,4,random,8,16,0.712153330806946,0.1344594227869009,0.3358723244298797,0.3575187748066308,1.5431088302592837
distilbert-base-uncased,9,ambiguous_open,open,4,state_pca,8,32,0.7157690269104218,0.1763808111914549,0.4565836183641624,0.4228913513459993,2.865849820056697
distilbert-base-uncased,9,ambiguous_open,open,4,delta_pca,8,32,0.6983193732010776,0.1916656116961596,0.5250701185333414,0.3970628072142043,2.2935769877526844
distilbert-base-uncased,9,ambiguous_open,open,4,random,8,32,0.5916937877291952,0.1384358505405857,0.3810169351791049,0.365576792214752,2.1887193288378124
distilbert-base-uncased,9,ambiguous_open,open,4,state_pca,8,64,0.6752077459301105,0.2026898419728609,0.552537880220761,0.4382311776343453,3.932005722653853
distilbert-base-uncased,9,ambiguous_open,open,4,delta_pca,8,64,0.6737833910154053,0.2192263178305624,0.6213100626509563,0.402178392699751,3.252251932617929
distilbert-base-uncased,9,ambiguous_open,open,4,random,8,64,0.5387931544114737,0.1519864197699639,0.4422652480311235,0.363553829946192,2.9642676876669727
distilbert-base-uncased,9,ambiguous_open,open,4,state_pca,8,128,0.6456997404038781,0.2245397250515947,0.6619190699398105,0.4413645923723902,5.300593750070589
distilbert-base-uncased,9,ambiguous_open,open,4,delta_pca,8,128,0.6343114923154853,0.242410277892907,0.7298576016645376,0.4066067272533411,4.648101815972499
distilbert-base-uncased,9,ambiguous_open,open,4,random,8,128,0.4181102755258073,0.1500232438993946,0.4907042916877067,0.3623134064319713,4.196345494630719
distilbert-base-uncased,9,ambiguous_open,open,4,state_pca,8,256,0.633203897951808,0.2441279241818289,0.7682542561191075,0.4419244985693068,7.3095468678687645
distilbert-base-uncased,9,ambiguous_open,open,4,delta_pca,8,256,0.6024895600862471,0.2586774285981977,0.8348391863466236,0.4083575682540716,6.591489963114409
