source,model,prompt_id,task,topic,observed_condition,layer,subspace_family,subspace_k,rep,top_k_output,sign,rho,rho_random_adjusted,entropy,varentropy,confidence,margin,trace_fim,jacobian_fro_norm,fisher_output_fro_norm,grad_entropy_proj_norm,grad_varentropy_proj_norm,logit_norm,latent_step_norm,fisher_output_energy,entropy_target_movement,varentropy_target_movement,observed_reached_entropy_tau,observed_reached_varentropy_tau,cost_entropy_tau,cost_varentropy_tau,neg_log_cost_entropy_tau,neg_log_cost_varentropy_tau,selected_top1_changed,target_correct_changed,full_vocab_top10_jaccard,case_id,prompt,target,direction,epsilon,mode,hidden_step_norm,entropy_before,entropy_after,delta_entropy,abs_delta_entropy,varentropy_before,varentropy_after,delta_varentropy,abs_delta_varentropy,confidence_before,confidence_after,delta_confidence,semantic_entropy_proxy_before,semantic_entropy_proxy_after,delta_semantic_entropy_proxy,semantic_density_uncertainty_before,semantic_density_uncertainty_after,delta_semantic_density_uncertainty,haloscope_style_consistency_risk_before,haloscope_style_consistency_risk_after,delta_haloscope_style_consistency_risk,selected_top1_before,selected_top1_after,target_in_topm,target_top1_before,target_top1_after,target_prob_before,target_prob_after,delta_target_prob,top5_jaccard,top10_jaccard,top1_token_before,top1_token_after,v_access,v_inaccess,semantic_entropy_proxy,semantic_density_uncertainty,haloscope_style_consistency_risk
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,9,ambiguous_open,open,ambiguous,1,delta_pca,8,0.0,32,increase,0.5659900541426908,0.21412218629836377,3.1138845204085146,0.6877573581612568,0.12536856995212,0.1574249267578125,0.3956881466238116,3.929853921335345,0.6290374763269766,0.161788950969535,0.3475472811779813,24.001225156452,0.2687804262151934,0.05,0.030136798852046,0.0604787928563506,1,1,0.17837357413755028,0.17776838030058,1.7238751968397892,1.7272738102969032,0.0,0.0,0.8181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,9,ambiguous_open,open,ambiguous,1,delta_pca,8,0.0,32,decrease,0.5659900541426908,0.21412218629836377,3.1138845204085146,0.6877573581612568,0.12536856995212,0.1574249267578125,0.3956881466238116,3.929853921335345,0.6290374763269766,0.161788950969535,0.3475472811779813,24.001225156452,0.2687804262151934,0.05,0.0321920301887908,0.0629065521086602,1,1,0.16698569468214663,0.17090774630338768,1.7898471308204078,1.7666313633612563,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,9,ambiguous_open,open,ambiguous,1,random,8,0.0,32,increase,0.351867867844327,0.0,3.1138845204085146,0.6877573581612568,0.12536856995212,0.1574249267578125,0.1976671787560857,2.829909745423401,0.4445977718748551,0.0784038796030451,0.1322629714678584,24.001225156452,0.3213277647633801,0.05,0.0240316659698338,0.040231976549182,1,1,0.26742029883965,0.3194749970790718,1.3189337053044687,1.1410762646302708,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,9,ambiguous_open,open,ambiguous,1,random,8,0.0,32,decrease,0.351867867844327,0.0,3.1138845204085146,0.6877573581612568,0.12536856995212,0.1574249267578125,0.1976671787560857,2.829909745423401,0.4445977718748551,0.0784038796030451,0.1322629714678584,24.001225156452,0.3213277647633801,0.05,0.0250712772913401,0.0388770454494218,1,0,0.25633138753115725,0.3306092436282697,1.3612841890791723,1.1068181338279857,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,state_pca,8,0.0,32,increase,0.3320973689141908,0.009307606115706357,2.9485901090859103,0.9647558111111256,0.1556069843129486,0.1262965202331543,0.0832554620803355,2.138896530910729,0.2885402261043259,0.0385643733086072,0.0875335015752417,26.57289415472338,1.0830062704010126,0.05,0.0278642859481039,0.0565169709145698,1,1,0.7773436379586885,0.7664998692432179,0.25187276388862684,0.26592075125969195,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,state_pca,8,0.0,32,decrease,0.3320973689141908,0.009307606115706357,2.9485901090859103,0.9647558111111256,0.1556069843129486,0.1262965202331543,0.0832554620803355,2.138896530910729,0.2885402261043259,0.0385643733086072,0.0875335015752417,26.57289415472338,1.0830062704010126,0.05,0.0285822171531391,0.0567871221280356,1,1,0.7578182368417625,0.7628534286060158,0.27731171517947006,0.2706893649635814,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,delta_pca,8,0.0,32,increase,0.5499142921620103,0.22712452936352584,2.9485901090859103,0.9647558111111256,0.1556069843129486,0.1262965202331543,0.4051098228471884,4.413213384293743,0.636482382197016,0.1843140293023614,0.3806187622378748,26.57289415472338,0.3464220077301689,0.05,0.0352902951965141,0.060982911065289,1,1,0.1963270671447303,0.22722562874001576,1.6279733005789718,1.481811795943984,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,delta_pca,8,0.0,32,decrease,0.5499142921620103,0.22712452936352584,2.9485901090859103,0.9647558111111256,0.1556069843129486,0.1262965202331543,0.4051098228471884,4.413213384293743,0.636482382197016,0.1843140293023614,0.3806187622378748,26.57289415472338,0.3464220077301689,0.05,0.0375001258407379,0.0622725514860629,1,1,0.18475778412126645,0.22251987398184636,1.6887095867733883,1.5027388600980238,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,random,8,0.0,32,increase,0.3227897627984844,0.0,2.9485901090859103,0.9647558111111256,0.1556069843129486,0.1262965202331543,0.1736883591233199,2.9665017015697663,0.4167593539721933,0.0687245782346114,0.1047433386532737,26.57289415472338,0.4429892056344618,0.05,0.0279099282510597,0.0382986402717442,1,0,0.31744202396338456,0.46266833756109976,1.1474600790132365,0.770744815146719,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,10,factual_deep,antonym,error,1,random,8,0.0,32,decrease,0.3227897627984844,0.0,2.9485901090859103,0.9647558111111256,0.1556069843129486,0.1262965202331543,0.1736883591233199,2.9665017015697663,0.4167593539721933,0.0687245782346114,0.1047433386532737,26.57289415472338,0.4429892056344618,0.05,0.0277848989015501,0.0343829199016922,1,0,0.31887048227463427,0.5153596109941315,1.1429702703206128,0.6628903482230906,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,11,factual_simple,math,error,1,state_pca,8,0.0,32,increase,0.4229513915124673,0.2368290064354789,3.0793890416827217,0.7578357350370656,0.1272427484814243,0.0147128105163574,0.0737321431864859,1.939310172900608,0.2715366332311092,0.0454064705214267,0.1087505037118314,26.18202220560815,1.1670445975993278,0.05,0.0270079680976769,0.0531349709048779,1,1,0.8642224349337198,0.8785510391554129,0.14592509547213642,0.12948127497156792,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,11,factual_simple,math,error,1,state_pca,8,0.0,32,decrease,0.4229513915124673,0.2368290064354789,3.0793890416827217,0.7578357350370656,0.1272427484814243,0.0147128105163574,0.0737321431864859,1.939310172900608,0.2715366332311092,0.0454064705214267,0.1087505037118314,26.18202220560815,1.1670445975993278,0.05,0.0294414674447209,0.0557456420589455,1,1,0.7927896935100553,0.8374068748658728,0.2321972961643129,0.17744521565545038,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,11,factual_simple,math,error,1,delta_pca,8,0.0,32,increase,0.5411108930358721,0.3549885079588837,3.0793890416827217,0.7578357350370656,0.1272427484814243,0.0147128105163574,0.3408031763589378,3.9972490653732593,0.5837835012733212,0.1609590384894516,0.3663003475851595,26.18202220560815,0.3021933026549202,0.05,0.0303981665224593,0.06652440094018,1,1,0.19882337471350356,0.18170373480050314,1.6153384126297687,1.7053777490278943,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,11,factual_simple,math,error,1,delta_pca,8,0.0,32,decrease,0.5411108930358721,0.3549885079588837,3.0793890416827217,0.7578357350370656,0.1272427484814243,0.0147128105163574,0.3408031763589378,3.9972490653732593,0.5837835012733212,0.1609590384894516,0.3663003475851595,26.18202220560815,0.3021933026549202,0.05,0.033620422586766,0.0722097839575314,1,1,0.17976770034643913,0.16739742793450182,1.7160898152043365,1.787384485832724,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,11,factual_simple,math,error,1,random,8,0.0,32,increase,0.1861223850769884,0.0,3.0793890416827217,0.7578357350370656,0.1272427484814243,0.0147128105163574,0.1601881872236984,2.8951365112742327,0.4002351649014595,0.0577233701107482,0.1012262947179481,26.18202220560815,0.5203551703678769,0.05,0.0182875606132406,0.0334871689819015,0,0,0.569081006890693,0.6215576726107943,0.5637324878700744,0.47552657650269736,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,11,factual_simple,math,error,1,random,8,0.0,32,decrease,0.1861223850769884,0.0,3.0793890416827217,0.7578357350370656,0.1272427484814243,0.0147128105163574,0.1601881872236984,2.8951365112742327,0.4002351649014595,0.0577233701107482,0.1012262947179481,26.18202220560815,0.5203551703678769,0.05,0.0191995444932198,0.0328097952864745,0,0,0.5420494955509357,0.6343900238626458,0.6123979615072485,0.45509133409623087,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,12,ambiguous_open,open,ambiguous,1,state_pca,8,0.0,32,increase,0.2257037200486384,-0.157859049537544,3.1078903998480145,0.7142385999064997,0.1243532226421705,0.142834186553955,0.1490684446187353,2.669876648045642,0.3860938287757722,0.0594583717591468,0.1342876346717733,26.01966261466861,0.8896795409342199,0.05,0.0191805507048936,0.0418994470153716,0,1,0.9276892562915129,0.849347286715096,0.07505845540591126,0.1632871224646923,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,12,ambiguous_open,open,ambiguous,1,state_pca,8,0.0,32,decrease,0.2257037200486384,-0.157859049537544,3.1078903998480145,0.7142385999064997,0.1243532226421705,0.142834186553955,0.1490684446187353,2.669876648045642,0.3860938287757722,0.0594583717591468,0.1342876346717733,26.01966261466861,0.8896795409342199,0.05,0.0208562531560385,0.0428540944497686,1,1,0.8531537609157102,0.8304266393747343,0.1588154887483924,0.18581568691318442,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,12,ambiguous_open,open,ambiguous,1,delta_pca,8,0.0,32,increase,0.4467409937263474,0.063178224140165,3.1078903998480145,0.7142385999064997,0.1243532226421705,0.142834186553955,0.3918146005601017,4.146886443571504,0.6259509569927199,0.1942298565419544,0.4421343652462455,26.01966261466861,0.2082173994967026,0.05,0.027173033406493,0.0595768675332938,1,1,0.15325296692635648,0.13979748054416782,1.8756653443117417,1.967560471203422,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mlm_topk32_local_linear,google/bert_uncased_L-2_H-128_A-2,12,ambiguous_open,open,ambiguous,1,delta_pca,8,0.0,32,decrease,0.4467409937263474,0.063178224140165,3.1078903998480145,0.7142385999064997,0.1243532226421705,0.142834186553955,0.3918146005601017,4.146886443571504,0.6259509569927199,0.1942298565419544,0.4421343652462455,26.01966261466861,0.2082173994967026,0.05,0.0292181936790463,0.0621209043712027,1,1,0.14252585343496085,0.1340723555809826,1.9482318681156707,2.009375657738703,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
