model,prompt_id,task,topic,observed_condition,layer,subspace_family,k,rep,rank_whitened_jb,rho,v_access,v_inaccess,entropy_before,varentropy_before,semantic_entropy_proxy_before,trace_fim,grad_norm_sq,logit_norm,strict_orth_ls_norm,accessible_ls_norm
distilbert-base-uncased,28,factual_deep,plural,correct,2,random,4,1,4,0.3068077514274962,0.2802449859045782,0.633177131368116,2.079991305947319,0.9134221172726928,1.1042647756065795,0.11770729418202297,0.012149279044822686,23.115638251670383,1.897149936107019e-15,2.708868552595396
distilbert-base-uncased,28,factual_deep,plural,correct,2,state_pca,8,0,8,0.9810807735636254,0.8961408774040198,0.017281239868676294,2.079991305947319,0.9134221172726928,1.1042647756065795,0.389146621620579,0.0982485717655283,23.115638251670383,2.2514070790071213e-14,10.335116196091583
distilbert-base-uncased,28,factual_deep,plural,correct,2,delta_pca,8,0,8,0.9644443973975411,0.88094484346265,0.0324772738100452,2.079991305947319,0.9134221172726928,1.1042647756065795,0.37170771386661117,0.09592577581337444,23.115638251670383,1.66581151758587e-15,4.350463817546344
distilbert-base-uncased,28,factual_deep,plural,correct,2,random,8,0,8,0.8926659178666556,0.8153807927149339,0.09804132455776107,2.079991305947319,0.9134221172726928,1.1042647756065795,0.3500247366311459,0.10614881037023653,23.115638251670383,5.49382981029459e-15,3.938911794159539
distilbert-base-uncased,28,factual_deep,plural,correct,2,random,8,1,8,0.9535624699430801,0.8710050502471884,0.04241706702550702,2.079991305947319,0.9134221172726928,1.1042647756065795,0.29277653682446014,0.11296834945128321,23.115638251670383,1.071381622110986e-14,3.7982568867695656
distilbert-base-uncased,29,factual_simple,lexical,error,2,state_pca,1,0,1,0.03899026250100997,0.005006719753961363,0.1234027710472784,2.426430405270935,0.1284094908012398,1.361634901050028,0.033621681965811216,0.00016833433925963324,26.676638535247427,1.3877787807814457e-16,0.3858930203580498
distilbert-base-uncased,29,factual_simple,lexical,error,2,delta_pca,1,0,1,0.006616017928046881,0.0008495594932723732,0.12755993130796736,2.426430405270935,0.1284094908012398,1.361634901050028,0.0420335728305984,3.571002083439043e-05,26.676638535247427,2.7755575615628914e-17,0.14216698244161402
distilbert-base-uncased,29,factual_simple,lexical,error,2,random,1,0,1,0.004008471765292719,0.0005147258182723847,0.12789476498296737,2.426430405270935,0.1284094908012398,1.361634901050028,0.03328786485860246,1.7134123477884742e-05,26.676638535247427,8.326672684688674e-17,0.12434977578241418
distilbert-base-uncased,29,factual_simple,lexical,error,2,random,1,1,1,0.020707933682209516,0.0026590952196783656,0.12575039558156137,2.426430405270935,0.1284094908012398,1.361634901050028,0.029835292195214212,7.933488285400153e-05,26.676638535247427,2.3592239273284576e-16,0.29853949709127636
distilbert-base-uncased,29,factual_simple,lexical,error,2,state_pca,4,0,4,0.2955760236549914,0.037954766690592646,0.09045472411064709,2.426430405270935,0.1284094908012398,1.361634901050028,0.13140472700319805,0.001814959643764628,26.676638535247427,7.027150473277823e-16,1.089563292489981
distilbert-base-uncased,29,factual_simple,lexical,error,2,delta_pca,4,0,4,0.48319780931631395,0.06204718465058242,0.06636230615065722,2.426430405270935,0.1284094908012398,1.361634901050028,0.16514817722722658,0.0027951912068885547,26.676638535247427,1.6014269617894046e-15,1.451196385749842
distilbert-base-uncased,29,factual_simple,lexical,error,2,random,4,0,4,0.19160009404984157,0.024603270514409803,0.10380622028682991,2.426430405270935,0.1284094908012398,1.361634901050028,0.10972856160422725,0.0007233398192979239,26.676638535247427,5.534175723684424e-16,0.9305176408616544
distilbert-base-uncased,29,factual_simple,lexical,error,2,random,4,1,4,0.17604930254931822,0.022606401296271353,0.10580308950496838,2.426430405270935,0.1284094908012398,1.361634901050028,0.1250326722265444,0.00080010684514667,26.676638535247427,8.345155887641791e-16,0.8463006724835779
distilbert-base-uncased,29,factual_simple,lexical,error,2,state_pca,8,0,8,0.8293668386222833,0.10649857343492139,0.021910917366318148,2.426430405270935,0.1284094908012398,1.361634901050028,0.30664583785132277,0.005583365525488809,26.676638535247427,3.246245658711558e-15,3.1939246120036917
distilbert-base-uncased,29,factual_simple,lexical,error,2,delta_pca,8,0,8,0.9238218645406561,0.11862749521671753,0.009781995584522162,2.426430405270935,0.1284094908012398,1.361634901050028,0.3036534670283031,0.0035670577287381464,26.676638535247427,2.4897216429893705e-15,3.3849926600657705
distilbert-base-uncased,29,factual_simple,lexical,error,2,random,8,0,8,0.9435989623549058,0.12116706227657166,0.007242428524667983,2.426430405270935,0.1284094908012398,1.361634901050028,0.3211559514304474,0.00673886664713427,26.676638535247427,5.045611346444981e-15,3.043020913393582
distilbert-base-uncased,29,factual_simple,lexical,error,2,random,8,1,8,0.74959167887378,0.09625468579302851,0.03215480500821128,2.426430405270935,0.1284094908012398,1.361634901050028,0.29872405739041136,0.005435243308583086,26.676638535247427,2.9871434557684874e-15,3.2650640548193066
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,state_pca,1,0,1,0.02270521903902801,0.0033042677063993223,0.14222472722289933,2.417988729650532,0.14552899492929847,1.360396986363641,0.04444868642983939,0.00014687035916198852,25.208695394745185,1.1102230246251565e-16,0.27265166080443604
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,delta_pca,1,0,1,0.1087428112896892,0.01582523203277486,0.1297037628965238,2.417988729650532,0.14552899492929847,1.360396986363641,0.022203870141311696,0.0003513813970118591,25.208695394745185,1.6653345369377348e-16,0.8442298502725112
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,random,1,0,1,0.23810328228942634,0.034650931360947296,0.11087806356835134,2.417988729650532,0.14552899492929847,1.360396986363641,0.041993515387411855,0.001455114419294094,25.208695394745185,1.3877787807814457e-16,0.908377440645136
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,random,1,1,1,0.17809658600165834,0.02591821716116074,0.11961077776813792,2.417988729650532,0.14552899492929847,1.360396986363641,0.017569533827645572,0.00045537099316527823,25.208695394745185,9.71445146547012e-17,1.214569701110385
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,state_pca,4,0,4,0.03905665924888159,0.005683876365785835,0.13984511856351287,2.417988729650532,0.14552899492929847,1.360396986363641,0.11246590232414846,0.00024574395329186725,25.208695394745185,3.815760786470701e-16,0.5795414231359244
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,delta_pca,4,0,4,0.15846928966932364,0.023061876452736562,0.12246711847656215,2.417988729650532,0.14552899492929847,1.360396986363641,0.10838277071041694,0.0005726046027390373,25.208695394745185,2.7476618026966064e-16,1.3548304064821004
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,random,4,0,4,0.6240713161124478,0.09082047139804916,0.05470852353124935,2.417988729650532,0.14552899492929847,1.360396986363641,0.12015626132212834,0.005640971394034635,25.208695394745185,1.564208921339523e-15,1.3952683654977645
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,random,4,1,4,0.37740234452841465,0.05492298388318108,0.0906060110461176,2.417988729650532,0.14552899492929847,1.360396986363641,0.07763908334594305,0.001041030613840873,25.208695394745185,1.2142866076107682e-15,1.7263485483642125
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,state_pca,8,0,8,0.9171809719591639,0.13347642501749438,0.012052569911804334,2.417988729650532,0.14552899492929847,1.360396986363641,0.25508172874145296,0.0018679650951871733,25.208695394745185,2.7524677601172152e-15,4.6747343928303415
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,delta_pca,8,0,8,0.8658555243695688,0.1260070842154842,0.019521910713814435,2.417988729650532,0.14552899492929847,1.360396986363641,0.23894058755352685,0.002394445176088801,25.208695394745185,1.5607576179245724e-15,4.300970796445086
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,random,8,0,8,0.8816097637973737,0.12829978284528817,0.01722921208401035,2.417988729650532,0.14552899492929847,1.360396986363641,0.20025391172910967,0.00507971592775501,25.208695394745185,2.601446757399103e-15,2.1580256716862025
distilbert-base-uncased,30,ambiguous_open,role,ambiguous,2,random,8,1,8,0.448027806024328,0.06520103631109923,0.08032795861819944,2.417988729650532,0.14552899492929847,1.360396986363641,0.1429702888295885,0.0008649103434902659,25.208695394745185,2.696865187951366e-15,2.801892286004399
distilbert-base-uncased,31,factual_deep,animal_class,error,2,state_pca,1,0,1,0.2542904603273588,0.03917088781465673,0.11486905440036146,2.416115376017472,0.15403994221501824,1.3501029175881112,0.02693960485427186,0.0010552482395178662,24.535867463476364,6.106226635438361e-16,1.205830034260078
distilbert-base-uncased,31,factual_deep,animal_class,error,2,delta_pca,1,0,1,0.19722615749323633,0.030380705903548202,0.12365923631147004,2.416115376017472,0.15403994221501824,1.3501029175881112,0.03917082209622906,0.0011900372261057425,24.535867463476364,3.0531133177191805e-16,0.8806788914922721
distilbert-base-uncased,31,factual_deep,animal_class,error,2,random,1,0,1,0.2068160350273068,0.03185793008474552,0.1221820121302727,2.416115376017472,0.15403994221501824,1.3501029175881112,0.015150307804183649,0.0004826574467880576,24.535867463476364,1.0408340855860843e-16,1.4501003228500071
distilbert-base-uncased,31,factual_deep,animal_class,error,2,random,1,1,1,0.11561061454647185,0.017808652384181268,0.136231289830837,2.416115376017472,0.15403994221501824,1.3501029175881112,0.05134448988779051,0.000914376172254772,24.535867463476364,8.326672684688674e-17,0.5889366839146712
distilbert-base-uncased,31,factual_deep,animal_class,error,2,state_pca,4,0,4,0.4988185186223751,0.07683797578437164,0.07720196643064657,2.416115376017472,0.15403994221501824,1.3501029175881112,0.06287276193182374,0.0016349140025577087,24.535867463476364,1.343782689223772e-15,2.6248388272000187
distilbert-base-uncased,31,factual_deep,animal_class,error,2,delta_pca,4,0,4,0.7657247634259577,0.11795219831074302,0.03608774390427529,2.416115376017472,0.15403994221501824,1.3501029175881112,0.13066011430282476,0.007126944406438393,24.535867463476364,6.633814832300366e-16,1.7425015186479496
distilbert-base-uncased,31,factual_deep,animal_class,error,2,random,4,0,4,0.6955782348691483,0.10714683110526796,0.04689311110975017,2.416115376017472,0.15403994221501824,1.3501029175881112,0.17830741756988192,0.00799653546073994,24.535867463476364,1.2266739850301494e-15,1.4528944241417456
distilbert-base-uncased,31,factual_deep,animal_class,error,2,random,4,1,4,0.7971667090302885,0.12279551379476188,0.03124442842025627,2.416115376017472,0.15403994221501824,1.3501029175881112,0.09860970565448685,0.004141578928359893,24.535867463476364,1.4738944052521996e-15,2.2858511717996746
distilbert-base-uncased,31,factual_deep,animal_class,error,2,state_pca,8,0,8,0.8833790002510278,0.13607565015262887,0.017964292062389434,2.416115376017472,0.15403994221501824,1.3501029175881112,0.16442853453438616,0.005672364670212757,24.535867463476364,1.5726968973960964e-15,2.4508865257713617
distilbert-base-uncased,31,factual_deep,animal_class,error,2,delta_pca,8,0,8,0.8749444603434359,0.13477639411265316,0.019263548102365198,2.416115376017472,0.15403994221501824,1.3501029175881112,0.21920101019432497,0.00830333666679888,24.535867463476364,2.590652556828229e-15,3.2689305107722717
distilbert-base-uncased,31,factual_deep,animal_class,error,2,random,8,0,8,0.700902853961338,0.10796703512254585,0.046072907092472554,2.416115376017472,0.15403994221501824,1.3501029175881112,0.23893495900819317,0.004510759534896437,24.535867463476364,2.0566417996607617e-15,2.2669746401157505
distilbert-base-uncased,31,factual_deep,animal_class,error,2,random,8,1,8,0.8970629285442737,0.13818352167619494,0.015856420538823388,2.416115376017472,0.15403994221501824,1.3501029175881112,0.19279619549552507,0.0041835021623396335,24.535867463476364,2.139262228456708e-15,5.536798031089232
distilbert-base-uncased,32,factual_simple,language,correct,2,state_pca,1,0,1,0.42670388254789826,0.1384111062060195,0.18596163064266039,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.07287063172948272,0.010086104747609181,27.26119876887021,7.632783294297951e-16,1.3781903432095297
distilbert-base-uncased,32,factual_simple,language,correct,2,delta_pca,1,0,1,0.29353613284018226,0.09521511877334765,0.2291576180753324,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.059762537895817015,0.0056902971439469156,27.26119876887021,3.122502256758253e-17,1.2622298333568787
distilbert-base-uncased,32,factual_simple,language,correct,2,random,1,0,1,0.07517958968303598,0.024386209260647176,0.2999865275880328,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.009222726310810364,0.0002249073337690977,27.26119876887021,9.71445146547012e-17,1.6260821694290546
distilbert-base-uncased,32,factual_simple,language,correct,2,random,1,1,1,0.3217622494233107,0.10437090146002695,0.22000183538865298,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.017285818476495105,0.001804136456866183,27.26119876887021,4.85722573273506e-16,2.4572239704061665
distilbert-base-uncased,32,factual_simple,language,correct,2,state_pca,4,0,4,0.902237516677616,0.292661252572275,0.031711484276405015,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.15694083087564753,0.020629287183269333,27.26119876887021,1.4096034632563553e-15,2.2938491330117845
distilbert-base-uncased,32,factual_simple,language,correct,2,delta_pca,4,0,4,0.8083392343837817,0.262203209759234,0.06216952708944594,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.1883039445231603,0.0265951623307459,27.26119876887021,1.5357388482084476e-15,1.961840207257187
distilbert-base-uncased,32,factual_simple,language,correct,2,random,4,0,4,0.31181131910980503,0.1011430909600446,0.2232296458886355,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.09995728839201291,0.0023479980114693923,27.26119876887021,9.73524589126006e-16,2.271463243095259
distilbert-base-uncased,32,factual_simple,language,correct,2,random,4,1,4,0.7819572359490184,0.25364560872341224,0.07072712812526837,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.09454192267653627,0.007217692180558241,27.26119876887021,4.303917115683782e-15,4.148270294721005
distilbert-base-uncased,32,factual_simple,language,correct,2,state_pca,8,0,8,0.9726374116440596,0.3154970591763999,0.008875677672280211,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.30118558426214387,0.03491054909051027,27.26119876887021,2.049996944439752e-15,3.012162479939839
distilbert-base-uncased,32,factual_simple,language,correct,2,delta_pca,8,0,8,0.9164856719903072,0.2972829657060977,0.027089771142581605,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.2756260214864604,0.03549917553951564,27.26119876887021,3.891946353639933e-15,3.172896447424802
distilbert-base-uncased,32,factual_simple,language,correct,2,random,8,0,8,0.8966600076793176,0.2908520607136988,0.03352067613498138,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.3193813716777648,0.016920641664633928,27.26119876887021,1.8200316604144496e-15,5.007038331428153
distilbert-base-uncased,32,factual_simple,language,correct,2,random,8,1,8,0.7549940832168033,0.24489949707759462,0.07947323977108497,2.3552619513168898,0.3243727368486802,1.3455897927992417,0.263349115021614,0.016237011210179328,27.26119876887021,4.674157602084979e-15,4.422559338506037
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,state_pca,1,0,1,0.14898921466222773,0.018552634869892785,0.10597070671529052,2.423623804322346,0.1245233415851833,1.3800938517997159,0.05286718778854495,0.00098082563163893,23.351557169439506,1.97758476261356e-16,0.5923926945316995
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,delta_pca,1,0,1,0.15561027792017557,0.019377111791619328,0.105146229793564,2.423623804322346,0.1245233415851833,1.3800938517997159,0.03236514315447866,0.0006271429970560966,23.351557169439506,1.942890293094024e-16,0.7737590760823462
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,random,1,0,1,0.03291189467213187,0.004098299102473451,0.12042504248270987,2.423623804322346,0.1245233415851833,1.3800938517997159,0.01673459021113449,6.858335604255357e-05,23.351557169439506,8.326672684688674e-17,0.49487359808627857
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,random,1,1,1,0.13604074355334803,0.01694024797899588,0.10758309360618742,2.423623804322346,0.1245233415851833,1.3800938517997159,0.040697148136336306,0.000689419781467468,23.351557169439506,2.0816681711721685e-17,0.6451755388707229
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,state_pca,4,0,4,0.3740981960515649,0.04658395745332989,0.07793938413185342,2.423623804322346,0.1245233415851833,1.3800938517997159,0.11123188440700245,0.0011103763154382041,23.351557169439506,1.8900813352456248e-15,2.06560992813777
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,delta_pca,4,0,4,0.16871173853941068,0.02100854944757317,0.1035147921376102,2.423623804322346,0.1245233415851833,1.3800938517997159,0.13159921485664228,0.0007746792543479344,23.351557169439506,6.030054506389723e-16,0.9079575340991383
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,random,4,0,4,0.18719703830483816,0.023310400744568006,0.10121294084061531,2.423623804322346,0.1245233415851833,1.3800938517997159,0.10429643924158132,0.0004147493576773746,23.351557169439506,5.3533015581491455e-16,1.2393956612407295
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,random,4,1,4,0.04905446324964772,0.006108425683513704,0.1184149159016696,2.423623804322346,0.1245233415851833,1.3800938517997159,0.1194928963548379,0.00019527671638733198,23.351557169439506,2.5324586304240974e-16,0.5439647299436552
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,state_pca,8,0,8,0.9014498382032474,0.1122515461244912,0.012271795460692101,2.423623804322346,0.1245233415851833,1.3800938517997159,0.2634021115108048,0.0019353959697568915,23.351557169439506,2.6504758186308514e-15,6.682806103882666
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,delta_pca,8,0,8,0.5557223457057113,0.06920040348083162,0.05532293810435176,2.423623804322346,0.1245233415851833,1.3800938517997159,0.22909893932162828,0.0013635390427624262,23.351557169439506,3.4735800708478846e-15,2.498407892754942
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,random,8,0,8,0.8251947288676178,0.1027560050970751,0.021767336488108042,2.423623804322346,0.1245233415851833,1.3800938517997159,0.1995637895323641,0.003610464658462836,23.351557169439506,3.0551075983887166e-15,2.2985498444387664
distilbert-base-uncased,33,ambiguous_open,open,ambiguous,2,random,8,1,8,0.477589923991994,0.0594710932428968,0.06505224834228648,2.423623804322346,0.1245233415851833,1.3800938517997159,0.21091956443300064,0.0024883495769885302,23.351557169439506,2.347275097832166e-15,2.2331992129489264
distilbert-base-uncased,34,factual_deep,antonym,error,2,state_pca,1,0,1,0.002711947111026562,0.0007763740076527613,0.2855028106033177,2.3552926081041403,0.28627918461097046,1.350594757711815,0.10633270164491673,8.255394572060954e-05,19.24311592820212,3.469446951953614e-17,0.08544803292525761
distilbert-base-uncased,34,factual_deep,antonym,error,2,delta_pca,1,0,1,0.022699589469403956,0.006498419964304738,0.2797807646466658,2.3552926081041403,0.28627918461097046,1.350594757711815,0.07185635701184982,0.00046695278496801303,19.24311592820212,5.551115123125783e-17,0.3007262158898377
distilbert-base-uncased,34,factual_deep,antonym,error,2,random,1,0,1,0.14319439372043952,0.0409935742751497,0.24528561033582083,2.3552926081041403,0.28627918461097046,1.350594757711815,0.01097450394694785,0.00044988414268213017,19.24311592820212,7.216449660063518e-16,1.9327044374096594
distilbert-base-uncased,34,factual_deep,antonym,error,2,random,1,1,1,0.0007546688338602055,0.0002160459784088116,0.2860631386325617,2.3552926081041403,0.28627918461097046,1.350594757711815,0.028531632674672444,6.164144496800442e-06,19.24311592820212,5.551115123125783e-17,0.08701813701975952
distilbert-base-uncased,34,factual_deep,antonym,error,2,state_pca,4,0,4,0.3168594344380092,0.09071026052720654,0.19556892408376372,2.3552926081041403,0.28627918461097046,1.350594757711815,0.19416916756931782,0.0040191339968233,19.24311592820212,2.386495344965486e-15,1.6391543357462528
distilbert-base-uncased,34,factual_deep,antonym,error,2,delta_pca,4,0,4,0.6518469590476563,0.18661021592730373,0.09966896868366687,2.3552926081041403,0.28627918461097046,1.350594757711815,0.2151408604639441,0.010808363719649066,19.24311592820212,9.023764073195417e-16,2.1518897324603232
distilbert-base-uncased,34,factual_deep,antonym,error,2,random,4,0,4,0.9464311296138225,0.27094353207628485,0.015335652534685737,2.3552926081041403,0.28627918461097046,1.350594757711815,0.17634037835521485,0.01716658198591866,19.24311592820212,1.0089009163433727e-15,2.0856151648499113
distilbert-base-uncased,34,factual_deep,antonym,error,2,random,4,1,4,0.21961770133644554,0.06287197646473328,0.22340720814623732,2.3552926081041403,0.28627918461097046,1.350594757711815,0.15283995758591662,0.004670220994970189,19.24311592820212,1.7315564493894066e-15,1.3345389891092978
distilbert-base-uncased,34,factual_deep,antonym,error,2,state_pca,8,0,8,0.8731440187500528,0.24996295773571106,0.036316226875260094,2.3552926081041403,0.28627918461097046,1.350594757711815,0.3364618018885883,0.016324516507275212,19.24311592820212,7.3697488769912e-15,8.784589011956735
distilbert-base-uncased,34,factual_deep,antonym,error,2,delta_pca,8,0,8,0.8518351304217834,0.24386266656012787,0.042416518050842705,2.3552926081041403,0.28627918461097046,1.350594757711815,0.3053557991527546,0.013286665410968025,19.24311592820212,3.03769052041131e-15,6.633049055813135
distilbert-base-uncased,34,factual_deep,antonym,error,2,random,8,0,8,0.935761755530906,0.2678891123635181,0.018390072247452947,2.3552926081041403,0.28627918461097046,1.350594757711815,0.4207396367472231,0.017934685798165404,19.24311592820212,2.7212321363073203e-15,3.0570355255175943
distilbert-base-uncased,34,factual_deep,antonym,error,2,random,8,1,8,0.6825095257477668,0.19538827052029087,0.09089091409067958,2.3552926081041403,0.28627918461097046,1.350594757711815,0.24071121157953665,0.011603763572544824,19.24311592820212,4.132507476089142e-15,4.262329503478605
distilbert-base-uncased,35,factual_simple,capital,error,2,state_pca,1,0,1,0.6165280891005681,0.16441585372683637,0.10226437809633497,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.06322829918010375,0.010395734789392591,26.614107576207477,3.139849491518021e-16,1.6125607921448404
distilbert-base-uncased,35,factual_simple,capital,error,2,delta_pca,1,0,1,0.14248922454890617,0.03799905943500623,0.2286811723881651,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.04003253682944913,0.0015211987463163127,26.614107576207477,3.642919299551295e-16,0.9742712062597468
distilbert-base-uncased,35,factual_simple,capital,error,2,random,1,0,1,0.11476988813969571,0.030606860375413502,0.2360733714477578,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.008128941268223031,0.00024880137039643866,26.614107576207477,4.996003610813204e-16,1.9404050591713358
distilbert-base-uncased,35,factual_simple,capital,error,2,random,1,1,1,0.539396520918812,0.1438463892432409,0.12283384257993045,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.017228311386195162,0.0024782303856623897,26.614107576207477,2.1510571102112408e-16,2.8895361100631214
distilbert-base-uncased,35,factual_simple,capital,error,2,state_pca,4,0,4,0.8857672390299901,0.23621661264588825,0.030463619177283165,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.14360839748706575,0.01887077965474347,26.614107576207477,7.871287462095218e-16,1.9208776803401353
distilbert-base-uncased,35,factual_simple,capital,error,2,delta_pca,4,0,4,0.7296476592442717,0.19458260691649676,0.07209762490667482,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.1703156885120003,0.017028211098232375,26.614107576207477,1.2341091523935093e-15,2.0694939379903374
distilbert-base-uncased,35,factual_simple,capital,error,2,random,4,0,4,0.5738195052041928,0.15302631867251165,0.1136539131506597,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.09038857796406395,0.0040510931040642715,26.614107576207477,1.996087139617986e-15,2.675831145362847
distilbert-base-uncased,35,factual_simple,capital,error,2,random,4,1,4,0.72011181525986,0.19203958583210426,0.07464064599106708,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.081131005675035,0.005764636260903804,26.614107576207477,1.942890293094024e-16,3.6771106778861116
distilbert-base-uncased,35,factual_simple,capital,error,2,state_pca,8,0,8,0.9391709311705069,0.2504583216461345,0.01622191017703753,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.2815977408204313,0.0305841765968831,26.614107576207477,2.550645281519969e-15,3.2950254789167586
distilbert-base-uncased,35,factual_simple,capital,error,2,delta_pca,8,0,8,0.9345411487490353,0.24922365019668563,0.01745658162648576,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.26953175179542277,0.02505154294386366,26.614107576207477,1.5256101526248358e-15,7.311040474976102
distilbert-base-uncased,35,factual_simple,capital,error,2,random,8,0,8,0.9591131906703886,0.25577652803264084,0.010903703790531101,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.2870360259271557,0.020196985567502147,26.614107576207477,4.240806781055626e-15,3.4278951158466726
distilbert-base-uncased,35,factual_simple,capital,error,2,random,8,1,8,0.7085465032833066,0.18895534575308967,0.07772488607008173,2.3746904954419543,0.2666802318231712,1.3657847758347925,0.19842633642721152,0.00996742183063342,26.614107576207477,4.6002302365128366e-15,3.275276252121642
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,state_pca,1,0,1,0.18963432533049954,0.07440271458013328,0.3179456350683934,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.009819329515169692,0.0007305847712854509,30.896151382911242,7.771561172376096e-16,2.7526657133030827
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,delta_pca,1,0,1,0.08376428641631123,0.03286477953492621,0.35948357011360055,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.008846544800573942,0.0002907397445167105,30.896151382911242,3.3306690738754696e-16,1.9274295856704333
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,random,1,0,1,0.3587211486459749,0.14074365065527206,0.25160469899325455,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.012749670015668174,0.0017944351026551982,30.896151382911242,6.106226635438361e-16,3.32249957114659
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,random,1,1,1,5.979197324416771e-05,2.3459282024578062e-05,0.392324890366502,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.00827162892459649,1.9404647574476512e-07,30.896151382911242,3.191891195797325e-16,0.053255177503559355
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,state_pca,4,0,4,0.3389111311203809,0.13297122297259686,0.25937712667592994,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.07129384792703095,0.0011953350032286511,30.896151382911242,1.077920931909581e-15,4.880986144929679
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,delta_pca,4,0,4,0.4406375305965551,0.17288340792276055,0.219464941725766,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.04687977833885908,0.0017759598453935713,30.896151382911242,4.06104953180539e-15,7.494108658831747
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,random,4,0,4,0.420155612950839,0.16484736133682681,0.22750098831170001,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.024435670808804523,0.0013202223679176395,30.896151382911242,6.801928393332709e-15,5.487079534924085
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,random,4,1,4,0.6079262448094906,0.23851885885902985,0.15382949078949687,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.06117820317029521,0.007181773285661247,30.896151382911242,3.2671507653874523e-15,3.513915373564833
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,state_pca,8,0,8,0.3818614445832449,0.14982270757663846,0.24252564207188812,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.09741165116791506,0.001418698962927118,30.896151382911242,4.181891230892293e-15,7.60813619073434
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,delta_pca,8,0,8,0.7269743473693641,0.2852271854271847,0.10712116422134171,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.11268798579263978,0.0022894165378318006,30.896151382911242,1.906999940500488e-14,24.619815025657775
distilbert-base-uncased,0,ambiguous_open,open,ambiguous,4,random,8,0,8,0.8954399465945694,0.35132438525574416,0.04102396439278319,2.3140309852836727,0.3923483496485263,1.3271795368753718,0.09188989047249939,0.005212502168573109,30.896151382911242,1.0759978353235329e-14,14.101185760911765
