model,prompt_id,task,topic,observed_condition,layer,subspace_family,k,rep,rank_whitened_jb,rho,v_access,v_inaccess,entropy_before,varentropy_before,semantic_entropy_proxy_before,trace_fim,grad_norm_sq,logit_norm,strict_orth_ls_norm,accessible_ls_norm
bert-base-uncased,2,factual_simple,capital,correct,4,random,8,1,8,0.9208334369045652,0.4181025828261351,0.03594541985240665,2.2779781226937397,0.4540480026785412,1.2852748872462203,0.17563880372856705,0.018487114607321404,26.451603056568104,8.358902187886997e-15,5.2556702383023275
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,state_pca,1,0,1,0.0007582411648208078,8.983602017443355e-05,0.11838964563084374,2.423933957962249,0.11847948165101804,1.3387269211247892,0.0159164242718932,1.429868211994649e-06,24.10696414013907,2.7755575615628914e-17,0.07512811604418394
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,delta_pca,1,0,1,0.008179137981489525,0.000969060028399034,0.11751042162261911,2.423933957962249,0.11847948165101804,1.3387269211247892,0.005167191925070467,5.007319153652054e-06,24.10696414013907,2.220446049250313e-16,0.43305997221821574
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,random,1,0,1,0.058360747948071404,0.006914551165653222,0.11156493048536492,2.423933957962249,0.11847948165101804,1.3387269211247892,0.007979157255639935,5.517229110291553e-05,24.10696414013907,8.326672684688674e-17,0.9309009749107564
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,random,1,1,1,0.01289183771687312,0.0015274182502241728,0.11695206340079399,2.423933957962249,0.11847948165101804,1.3387269211247892,0.00743200797408269,1.1351784615425501e-05,24.10696414013907,1.1102230246251565e-16,0.45334194569377584
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,state_pca,4,0,4,0.7461526236597182,0.08840377608375065,0.03007570556726762,2.423933957962249,0.11847948165101804,1.3387269211247892,0.1276239783694092,0.004059863778401758,24.10696414013907,1.7633530262579845e-15,2.273984433254266
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,delta_pca,4,0,4,0.6497189844941064,0.07697836850168763,0.04150111314933065,2.423933957962249,0.11847948165101804,1.3387269211247892,0.10995576442947401,0.0038091516332982114,24.10696414013907,1.1694455325107606e-15,1.5881329807246647
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,random,4,0,4,0.4518325833945159,0.05353289027362268,0.06494659137739545,2.423933957962249,0.11847948165101804,1.3387269211247892,0.031149734054089467,0.0003368126263804752,24.10696414013907,3.150471799809365e-15,3.458830422943318
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,random,4,1,4,0.4443733145406743,0.052649119966323946,0.0658303616846942,2.423933957962249,0.11847948165101804,1.3387269211247892,0.060903709855801416,0.0010298566982408425,24.10696414013907,5.034405433428661e-16,1.7268365821600686
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,state_pca,8,0,8,0.8972840343406742,0.10630974728241746,0.0121697343686007,2.423933957962249,0.11847948165101804,1.3387269211247892,0.18080660676099963,0.005600280636150003,24.10696414013907,3.3567611968431655e-15,2.3823458786158977
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,delta_pca,8,0,8,0.9351197569099644,0.1107925040803187,0.007686977570699417,2.423933957962249,0.11847948165101804,1.3387269211247892,0.16398645184199484,0.0042345902867179696,24.10696414013907,3.807077432203257e-15,2.764281259857712
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,random,8,0,8,0.8996098337020391,0.10658530678517625,0.011894174865841888,2.423933957962249,0.11847948165101804,1.3387269211247892,0.1409913597988599,0.002098095818302373,24.10696414013907,1.4873207905906444e-15,7.389903415381351
bert-base-uncased,3,ambiguous_open,open,ambiguous,4,random,8,1,8,0.7074807978257293,0.08382195820444119,0.034657523446577014,2.423933957962249,0.11847948165101804,1.3387269211247892,0.13684251194806324,0.0018216043306562017,24.10696414013907,1.8479878185170613e-15,2.895190470692141
bert-base-uncased,4,factual_deep,culture,error,4,state_pca,1,0,1,0.021582619611185776,0.029270268367027303,1.326926008745562,1.0352976013357469,1.3561962771125915,0.7640259590704153,0.00565738152565956,0.00016559307551071732,21.091847720522026,4.440892098500626e-16,2.2746030554754926
bert-base-uncased,4,factual_deep,culture,error,4,delta_pca,1,0,1,0.010612099481823277,0.014392089809597164,1.341804187302992,1.0352976013357469,1.3561962771125915,0.7640259590704153,0.0051613183054372135,7.428215658776998e-05,21.091847720522026,3.3306690738754696e-16,1.6698659474693716
bert-base-uncased,4,factual_deep,culture,error,4,random,1,0,1,0.8602442088558161,1.1666599934579223,0.1895362836546661,1.0352976013357469,1.3561962771125915,0.7640259590704153,0.002985488424694639,0.003483049906022954,21.091847720522026,9.124645483638005e-15,19.768078495964243
bert-base-uncased,4,factual_deep,culture,error,4,random,1,1,1,0.6396936907774959,0.8675502019248517,0.4886460751877382,1.0352976013357469,1.3561962771125915,0.7640259590704153,0.0009159872583021463,0.0007946649309006153,21.091847720522026,1.1497747198774277e-14,30.77532098823007
bert-base-uncased,4,factual_deep,culture,error,4,state_pca,4,0,4,0.868994566883571,1.1785271964385657,0.1776690806740225,1.0352976013357469,1.3561962771125915,0.7640259590704153,0.0158891095411538,0.005873805020777267,21.091847720522026,1.3571994008586442e-14,20.124063782686388
bert-base-uncased,4,factual_deep,culture,error,4,delta_pca,4,0,4,0.7270384143362376,0.9860067908406455,0.370189486271944,1.0352976013357469,1.3561962771125915,0.7640259590704153,0.013367163610281514,0.0026319267338801027,21.091847720522026,1.3185972618330764e-14,23.766537345492836
bert-base-uncased,4,factual_deep,culture,error,4,random,4,0,4,0.8631298360906579,1.1705734703709494,0.18562280674163983,1.0352976013357469,1.3561962771125915,0.7640259590704153,0.007361059811972411,0.004388444540968908,21.091847720522026,3.8260041657357324e-14,29.10156457204788
