model,prompt_id,prompt,target,task,topic,observed_condition,layer,subspace_family,subspace_k,rep,rho,v_access,v_inaccess,entropy,varentropy,confidence,rank_whitened_jb,grad_entropy_proj_norm,grad_varentropy_proj_norm,route_role,direction_kind,sign,latent_step_norm,fisher_output_energy,direction_output_energy_unit,first_order_entropy,candidate_set_kl,full_vocab_top10_jaccard,entropy_after,delta_entropy,abs_delta_entropy,varentropy_after,delta_varentropy,abs_delta_varentropy,semantic_entropy_proxy_after,delta_semantic_entropy_proxy,cluster_distribution_l1,embedding_centroid_delta_norm,selected_logit_l2,selected_prob_l1,selected_kl_before_after,rank_displacement_mean,top5_jaccard,selected_top1_changed,target_in_topk,target_correct_changed,delta_target_prob_topk,non_target_mass_delta
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,state_pca,8,0,0.7090128842717395,0.8777135896862778,0.3602238429850885,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.2631991253011618,0.5128914006865296,high_rho_route,accessible,increase,0.2036306111638133,0.05,0.2455426505584509,0.046843184928180244,0.001285513277223746,1.0,2.8797314429873655,0.04643594870832679,0.04643594870832679,1.1531286976444377,-0.08480873502693087,0.08480873502693087,1.2948844928559142,0.007347052594342429,0.020883287661850283,0.02092845186604092,0.5697180800670524,0.03777189352345954,0.001285513277223739,0.014112903225806451,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,state_pca,8,0,0.7090128842717395,0.8777135896862778,0.3602238429850885,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.2631991253011618,0.5128914006865296,high_rho_route,accessible,decrease,0.2036306111638133,0.05,0.2455426505584509,-0.046843184928180244,0.0012144593869704047,0.8181818181818182,2.7861621094478815,-0.047133384831157255,0.047133384831157255,1.3208164160615274,0.08287898339015887,0.08287898339015887,1.2798133579134394,-0.007724082348132377,0.021036695974227762,0.02079054574668079,0.5493664278908248,0.036392201002007435,0.0012144593869703995,0.012096774193548387,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,delta_pca,8,0,0.5251875820104721,0.6501493669449265,0.5877880657264405,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.1488970118805741,0.42583328058154646,low_rho_route,accessible,increase,0.38273812550910263,0.05,0.13063762574865528,0.04031592014778175,0.0013001222163220253,1.0,2.873949671299467,0.040654177020428506,0.040654177020428506,1.1660922137754426,-0.07184521889592599,0.07184521889592599,1.295685004982905,0.008147564721333156,0.019551975343792938,0.01867627441714575,0.4030127721369704,0.04374426929756339,0.001300122216321896,0.018145161290322582,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,delta_pca,8,0,0.5251875820104721,0.6501493669449265,0.5877880657264405,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.1488970118805741,0.42583328058154646,low_rho_route,accessible,decrease,0.38273812550910263,0.05,0.13063762574865528,-0.04031592014778175,0.0011986086480078803,1.0,2.7935056665675604,-0.03978982771147832,0.03978982771147832,1.3048158607058737,0.06687842803450517,0.06687842803450517,1.279358591407944,-0.008178848853627851,0.019194176193267687,0.01773886530006119,0.3656458147523633,0.04140647699907498,0.001198608648007705,0.018145161290322582,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,state_pca,8,0,0.7090128842717395,0.8777135896862778,0.3602238429850885,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.2631991253011618,0.5128914006865296,entropy_gradient_route,entropy_gradient,increase,0.16267189319412034,0.05,0.3073671733833809,0.04281509999977648,0.0012688091804103074,1.0,2.8752159871338803,0.04192049285484156,0.04192049285484156,1.1565628517027353,-0.08137458096863326,0.08137458096863326,1.2947772429863065,0.0072398027247346786,0.02258068335105383,0.022128552310018014,0.4208114863098717,0.043892833491339614,0.001268809180410467,0.008064516129032258,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,state_pca,8,0,0.7090128842717395,0.8777135896862778,0.3602238429850885,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.2631991253011618,0.5128914006865296,entropy_gradient_route,entropy_gradient,decrease,0.16267189319412034,0.05,0.3073671733833809,-0.04281509999977648,0.0012303731138760873,0.8181818181818182,2.7896758652388307,-0.043619629040208,0.043619629040208,1.320180249978857,0.0822428173074885,0.0822428173074885,1.2797008932954044,-0.007836546966167424,0.022477055376368668,0.022183193255454325,0.40900229557959156,0.0437180601883919,0.00123037311387607,0.008064516129032258,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,state_pca,8,0,0.7090128842717395,0.8777135896862778,0.3602238429850885,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.2631991253011618,0.5128914006865296,varentropy_gradient_route,varentropy_gradient,increase,0.16303854851958233,0.05,0.3066759392426422,0.04215685869655434,0.001265568849090076,1.0,2.874422111072832,0.04112661679379315,0.04112661679379315,1.1553804815041109,-0.0825569511672577,0.0825569511672577,1.2945656889285604,0.00702824866698859,0.02158501327355694,0.022484516741114884,0.38322938169940485,0.04357871774311703,0.001265568849089951,0.010080645161290322,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,state_pca,8,0,0.7090128842717395,0.8777135896862778,0.3602238429850885,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.2631991253011618,0.5128914006865296,varentropy_gradient_route,varentropy_gradient,decrease,0.16303854851958233,0.05,0.3066759392426422,-0.04215685869655434,0.0012334614659270313,0.8181818181818182,2.790191195656421,-0.043104298622617776,0.043104298622617776,1.322305386084463,0.08436795341309433,0.08436795341309433,1.2798586744499163,-0.007678765811655497,0.02168512569803102,0.022659507435777763,0.3724096188740056,0.04353325035869113,0.0012334614659268873,0.008064516129032258,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,random,8,0,0.7239952900459999,0.8962608706257065,0.34167656204565916,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.3111062491339606,0.6954131270141621,random_route,accessible,increase,0.2546234354551364,0.05,0.19636841326339657,0.04733552763584948,0.001272973842340536,1.0,2.879943397470164,0.046647903191125106,0.046647903191125106,1.1509474574280298,-0.08698997524333874,0.08698997524333874,1.296482558379216,0.008945118117644313,0.02122202211289835,0.02153216515323406,0.2522946056484123,0.04424794247654704,0.0012729738423405204,0.006048387096774193,1.0,0,0,0,,
distilbert-base-uncased,1,People in China often speak [MASK].,chinese,factual_deep,language,error,2,random,8,0,0.7239952900459999,0.8962608706257065,0.34167656204565916,2.8332954942790387,1.2379374326713686,0.2291749019079063,8,0.3111062491339606,0.6954131270141621,random_route,accessible,decrease,0.2546234354551364,0.05,0.19636841326339657,-0.04733552763584948,0.0012253706568230403,1.0,2.785394571328,-0.04790092295103854,0.04790092295103854,1.3245689319768934,0.08663149930552483,0.08663149930552483,1.2782642340528316,-0.00927320620874017,0.021376779753855546,0.021480595607932758,0.26020076158550587,0.043454349069863146,0.001225370656823049,0.014112903225806451,1.0,0,0,0,,
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,2,state_pca,8,0,0.49484056385567854,0.1351554828808375,0.13797386978932055,3.3374257505759224,0.27312935267015814,0.08716570388859478,8,0.0881942435819615,0.21227719325953912,high_rho_route,accessible,increase,0.30816364114883643,0.05,0.16225145774368324,0.01838174929657387,0.0012439970152395702,0.8181818181818182,3.3543849505437158,0.01695919996779338,0.01695919996779338,0.23551784890919564,-0.037611503760962506,0.037611503760962506,1.3713179072714201,0.00583335273534713,0.02565049694750568,0.014214398768463022,0.2634589479859973,0.041271993231698216,0.0012439970152394678,0.028225806451612902,1.0,0,0,0,,
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,2,state_pca,8,0,0.49484056385567854,0.1351554828808375,0.13797386978932055,3.3374257505759224,0.27312935267015814,0.08716570388859478,8,0.0881942435819615,0.21227719325953912,high_rho_route,accessible,decrease,0.30816364114883643,0.05,0.16225145774368324,-0.01838174929657387,0.0012543352762087543,1.0,3.3176362408827256,-0.019789509693196816,0.019789509693196816,0.316266240492875,0.04313688782271685,0.04313688782271685,1.3586471451346436,-0.006837409401429406,0.025701140535557915,0.014451299734924173,0.2744793756217829,0.041626749771607394,0.001254335276208685,0.036290322580645164,0.6666666666666666,0,0,0,,
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,2,delta_pca,8,0,0.24266414416711832,0.06627870061262295,0.2068506520575351,3.3374257505759224,0.27312935267015814,0.08716570388859478,8,0.044935708633311505,0.09380893670730353,low_rho_route,accessible,increase,0.30438961980715806,0.05,0.16426315730371105,0.012872325024313113,0.0012811061019873554,0.8181818181818182,3.3494479278674816,0.012022177291559188,0.012022177291559188,0.2477704658274031,-0.02535888684275503,0.02535888684275503,1.3681166218114844,0.0026320672754114316,0.018092244375151972,0.010339810438927302,0.32017577370285333,0.038436707175578906,0.0012811061019872864,0.05241935483870968,1.0,0,0,0,,
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,2,delta_pca,8,0,0.24266414416711832,0.06627870061262295,0.2068506520575351,3.3374257505759224,0.27312935267015814,0.08716570388859478,8,0.044935708633311505,0.09380893670730353,low_rho_route,accessible,decrease,0.30438961980715806,0.05,0.16426315730371105,-0.012872325024313113,0.0012190162725477377,1.0,3.323818314565143,-0.013607436010779406,0.013607436010779406,0.299742770384698,0.026613417714539844,0.026613417714539844,1.3626277920183036,-0.00285676251776934,0.017476862959343725,0.00971742612974576,0.3181838945567272,0.036803547964958924,0.0012190162725477516,0.04233870967741935,1.0,0,0,0,,
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,2,state_pca,8,0,0.49484056385567854,0.1351554828808375,0.13797386978932055,3.3374257505759224,0.27312935267015814,0.08716570388859478,8,0.0881942435819615,0.21227719325953912,entropy_gradient_route,entropy_gradient,increase,0.1665180232020891,0.05,0.30026779707394885,0.01468593109907176,0.0012467332620505712,1.0,3.350546312867409,0.013120562291486504,0.013120562291486504,0.24163822987368744,-0.031491122796470705,0.031491122796470705,1.3689099522010233,0.0034253976649503137,0.019533358592150607,0.0149799604860378,0.3069374230468319,0.04136305269802236,0.0012467332620501887,0.02217741935483871,1.0,0,0,0,,
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,2,state_pca,8,0,0.49484056385567854,0.1351554828808375,0.13797386978932055,3.3374257505759224,0.27312935267015814,0.08716570388859478,8,0.0881942435819615,0.21227719325953912,entropy_gradient_route,entropy_gradient,decrease,0.1665180232020891,0.05,0.30026779707394885,-0.01468593109907176,0.0012523626416156251,0.8181818181818182,3.3211748969806765,-0.016250853595245918,0.016250853595245918,0.3118671125685492,0.038737759898391066,0.038737759898391066,1.361382516581878,-0.004102037954194948,0.018980937307467666,0.015196715928173402,0.29935675911882753,0.0420156323045847,0.0012523626416156841,0.03024193548387097,0.6666666666666666,0,0,0,,
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,2,state_pca,8,0,0.49484056385567854,0.1351554828808375,0.13797386978932055,3.3374257505759224,0.27312935267015814,0.08716570388859478,8,0.0881942435819615,0.21227719325953912,varentropy_gradient_route,varentropy_gradient,increase,0.16227679433619413,0.05,0.30811552695829925,0.014227764704862866,0.0012473733991225696,1.0,3.3500885909324354,0.012662840356512994,0.012662840356512994,0.24234250419453876,-0.030786848475619383,0.030786848475619383,1.3686522976454865,0.003167743109413479,0.019086675554388394,0.014950907310809992,0.30563424229467934,0.041242849468574136,0.0012473733991225384,0.02217741935483871,1.0,0,0,0,,
distilbert-base-uncased,2,A person who teaches is a [MASK].,teacher,factual_simple,role,correct,2,state_pca,8,0,0.49484056385567854,0.1351554828808375,0.13797386978932055,3.3374257505759224,0.27312935267015814,0.08716570388859478,8,0.0881942435819615,0.21227719325953912,varentropy_gradient_route,varentropy_gradient,decrease,0.16227679433619413,0.05,0.30811552695829925,-0.014227764704862866,0.0012517212572754899,0.8181818181818182,3.3216356572740016,-0.015790093301920827,0.015790093301920827,0.3111812683185314,0.038051915648373236,0.038051915648373236,1.3616757774900754,-0.00380877704599758,0.01853746866965164,0.015147861422578396,0.29853909222533803,0.04192565826190359,0.00125172125727547,0.03024193548387097,0.6666666666666666,0,0,0,,
