model,init_state,split,prompt_id,task,topic,observed_condition,layer,route_source,subspace_family,subspace_k,rep,top_k_output,rank_whitened_jb,rho,v_access,v_inaccess,entropy,varentropy,confidence,margin,trace_fim,jacobian_fro_norm,fisher_output_fro_norm,grad_entropy_proj_norm,grad_varentropy_proj_norm,logit_norm
distilbert-base-uncased,pretrained,test,10,factual_deep,math,error,2,random_route,random,8,0,32,8,0.887772000872167,3.102007445453375,0.3921413251835578,1.6863711181970942,3.49414877063694,0.6680473629382935,2.784635543823242,0.20467225715972412,3.391973566030018,0.452407180711938,0.6051001713763161,0.34801694371170544,40.77965841028175
distilbert-base-uncased,pretrained,test,12,ambiguous_open,open,ambiguous,2,train_route,state_pca,8,0,32,8,0.2592818931747068,0.04601724264693949,0.13146234176789895,3.3822814606562,0.17747958441483852,0.08257145464032585,0.40775585174560547,0.2549979616925697,4.010513613182364,0.5049732286889769,0.03900591472550205,0.09108073136063315,36.78361251101401
distilbert-base-uncased,pretrained,test,12,ambiguous_open,open,ambiguous,2,train_route,delta_pca,8,0,32,8,0.06695158425383724,0.011882539349286072,0.16559704506555234,3.3822814606562,0.17747958441483852,0.08257145464032585,0.40775585174560547,0.2618581343606832,3.6993340948349376,0.5117207581881775,0.02354248163927164,0.05445109948600046,36.78361251101401
distilbert-base-uncased,pretrained,test,12,ambiguous_open,open,ambiguous,2,test_oracle,state_pca,8,0,32,8,0.3593743421318411,0.06378160889091511,0.11369797552392338,3.3822814606562,0.17747958441483852,0.08257145464032585,0.40775585174560547,0.23120918374931168,3.4581765788240757,0.48084216095233545,0.06160804091912341,0.15154932448603103,36.78361251101401
distilbert-base-uncased,pretrained,test,12,ambiguous_open,open,ambiguous,2,test_oracle,delta_pca,8,0,32,8,0.44166796373873635,0.07838704665369885,0.09909253776113969,3.3822814606562,0.17747958441483852,0.08257145464032585,0.40775585174560547,0.2284827666878027,3.2886988912392168,0.4779987099227389,0.044959900861868456,0.1064626258719579,36.78361251101401
distilbert-base-uncased,pretrained,test,12,ambiguous_open,open,ambiguous,2,random_route,random,8,0,32,8,0.25757004890687,0.045713425237700896,0.1317661591771375,3.3822814606562,0.17747958441483852,0.08257145464032585,0.40775585174560547,0.22638984105868648,2.9165211538964324,0.47580441471121987,0.0370536596804982,0.09483687814207367,36.78361251101401
distilbert-base-uncased,pretrained,test,16,factual_deep,currency,correct,2,train_route,state_pca,8,0,32,8,0.6041595527319205,0.18806294278900915,0.12321731743135227,3.3213111833436573,0.3112802602203605,0.09344140601760463,0.21492671966552734,0.33075248501243437,3.9060804517643275,0.5751108458483759,0.11457293199711656,0.2471307308437929,40.477611161146044
distilbert-base-uncased,pretrained,test,16,factual_deep,currency,correct,2,train_route,delta_pca,8,0,32,8,0.287972886857858,0.08964027515752263,0.22163998506283844,3.3213111833436573,0.3112802602203605,0.09344140601760463,0.21492671966552734,0.2838877060466532,3.614672837679262,0.5328111354379272,0.05780448352299714,0.13617922957495948,40.477611161146044
distilbert-base-uncased,pretrained,test,16,factual_deep,currency,correct,2,test_oracle,state_pca,8,0,32,8,0.49304064576655526,0.15347382051342817,0.15780643970693298,3.3213111833436573,0.3112802602203605,0.09344140601760463,0.21492671966552734,0.2834277615387224,3.3483047190093718,0.5323793398871921,0.08193028913063798,0.176578013628434,40.477611161146044
distilbert-base-uncased,pretrained,test,16,factual_deep,currency,correct,2,test_oracle,delta_pca,8,0,32,8,0.5246742888081094,0.16332074915112116,0.14795951106923994,3.3213111833436573,0.3112802602203605,0.09344140601760463,0.21492671966552734,0.2631396735207784,3.443162358665426,0.5129714158905722,0.09228136859972627,0.19548978554935534,40.477611161146044
distilbert-base-uncased,pretrained,test,16,factual_deep,currency,correct,2,random_route,random,8,0,32,8,0.5505298273273797,0.17136906790953715,0.13991119231082388,3.3213111833436573,0.3112802602203605,0.09344140601760463,0.21492671966552734,0.24971388333494854,3.085593502707593,0.4997138014253244,0.08904693238485638,0.19193836398388742,40.477611161146044
distilbert-base-uncased,pretrained,test,22,factual_deep,plural,error,2,train_route,state_pca,8,0,32,8,0.38765313943626734,0.10505830481364234,0.16595279796349516,3.34081598243778,0.27101110277713847,0.09159416375341131,0.1459331512451172,0.29943656122527884,3.866545364528158,0.5472079688978212,0.06260783065451307,0.16271059625897577,41.086467590619186
distilbert-base-uncased,pretrained,test,22,factual_deep,plural,error,2,train_route,delta_pca,8,0,32,8,0.3743554711031611,0.10145448905432258,0.16955661372281505,3.34081598243778,0.27101110277713847,0.09159416375341131,0.1459331512451172,0.32354018442643917,3.6259554612647777,0.5688059286140038,0.09411665439008779,0.22582670479755584,41.086467590619186
distilbert-base-uncased,pretrained,test,22,factual_deep,plural,error,2,test_oracle,state_pca,8,0,32,8,0.4448011859065091,0.12054605990910167,0.15046504286803603,3.34081598243778,0.27101110277713847,0.09159416375341131,0.1459331512451172,0.29194253424765,3.4252967910768746,0.5403170682549737,0.06954366195840245,0.17908565206539492,41.086467590619186
distilbert-base-uncased,pretrained,test,22,factual_deep,plural,error,2,test_oracle,delta_pca,8,0,32,8,0.19932247141151122,0.05401860278549816,0.2169924999916396,3.34081598243778,0.27101110277713847,0.09159416375341131,0.1459331512451172,0.3035232861581505,3.550030803459653,0.5509294747589301,0.03682013062804136,0.092317222042228,41.086467590619186
distilbert-base-uncased,pretrained,test,22,factual_deep,plural,error,2,random_route,random,8,0,32,8,0.3923819232532902,0.10633985773068838,0.16467124504644937,3.34081598243778,0.27101110277713847,0.09159416375341131,0.1459331512451172,0.2893242265199064,3.234852247784854,0.5378886748388615,0.059177658655030156,0.16028797299771766,41.086467590619186
distilbert-base-uncased,pretrained,test,23,factual_simple,language,correct,2,train_route,state_pca,8,0,32,8,0.6223518294675436,0.3023260106797025,0.1834538912422684,3.2637520873318855,0.48577990192197096,0.15275212775438154,1.0478334426879883,0.2940231309444057,3.7672921333607214,0.5422389979929567,0.16541405360767422,0.5034167798551141,41.459922919087965
distilbert-base-uncased,pretrained,test,23,factual_simple,language,correct,2,train_route,delta_pca,8,0,32,8,0.5116033957377127,0.24852664740441338,0.23725325451755727,3.2637520873318855,0.48577990192197096,0.15275212775438154,1.0478334426879883,0.3158041114652945,3.763214193458756,0.5619645108592664,0.1285466508512119,0.39849085383982036,41.459922919087965
