split,fold,budget,policy,cluster_id,example_id,model,task,layer,route_family,subspace_dim,rho,entropy,varentropy,confidence,projected_gradient_norm,unit_fisher_output_energy,jacobian_norm,safe_movement,safe_varentropy_movement,abs_delta_entropy,abs_delta_varentropy,drift,top1_preserved,topk_jaccard,applied_fisher_energy,regret_vs_oracle
leave_one_model_out,distilgpt2,0.3,random,distilgpt2::decoder_completion::17,distilgpt2::decoder_completion::17::same_fisher_output_energy::0.1,distilgpt2,decoder_completion,1.0,random,1.0,0.8894992208576187,0.9827246805156912,0.2447533735328209,0.5675365293435871,352.28459750326294,1.0,19.04165831801627,0.0,0.0,0.0507786734171746,0.092413053619789,0.0012232472985285,1.0,1.0,0.01,0.2729766803840878
leave_one_route_family_out,random,0.2,gradient_plus_rho_learned,distilgpt2::factual_error_prompt::8,distilgpt2::factual_error_prompt::8::same_fisher_output_energy::0.025,distilgpt2,factual_error_prompt,1.0,random,2.0,0.9857077702267882,0.1929610389091085,0.5622862362164432,0.9590564520883986,587.5884988173144,1.0,19.30182252668049,1.0,1.0,0.0197968017627462,0.0294984354998819,9.15112228529857e-05,1.0,1.0,0.000625,0.3950617283950617
leave_one_route_family_out,random,0.3,rho_shuffled_within_fisher_bin,Qwen/Qwen2.5-0.5B::decoder_qa_completion::13,Qwen/Qwen2.5-0.5B::decoder_qa_completion::13::same_fisher_output_energy::0.2,Qwen/Qwen2.5-0.5B,decoder_qa_completion,12.0,random,4.0,0.5390739736107505,1.1399102583525575,0.3126517788251014,0.4487202472000466,170.5635178490918,1.0,19.56835576818633,0.0,0.0,0.0399430785006238,0.1270041967548383,0.0045333897097154,1.0,1.0,0.04,0.2510288065843621
leave_one_route_family_out,state_pca,0.2,lowest_confidence,microsoft/phi-2::masked_factual_cloze::0,microsoft/phi-2::masked_factual_cloze::0::same_fisher_output_energy::0.01,microsoft/phi-2,masked_factual_cloze,8.0,state_pca,4.0,0.4148623671615187,1.7333394974873733,0.5233086434175988,0.372939085153729,9.36236937715575,1.0,6.296809276675261,0.0,0.0,0.0006140279896917,0.0049829137571325,1.1597128803384046e-05,1.0,1.0,0.0001,0.6234567901234568
grouped_example_5fold,fold_2,0.2,rho_only,distilgpt2::decoder_qa_completion::13,distilgpt2::decoder_qa_completion::13::same_fisher_output_energy::0.01,distilgpt2,decoder_qa_completion,1.0,delta_pca,4.0,0.9932409244915308,0.1508182356030915,0.6042725694185932,0.9738372098692072,265.0256056321066,1.0,17.041413196756146,0.0,1.0,0.0059865749379665,0.0143816178136678,1.1317242172248076e-05,1.0,1.0,0.0001,0.5596707818930041
leave_one_route_family_out,random,0.2,gradient_plus_rho_learned,distilgpt2::factual_error_prompt::11,distilgpt2::factual_error_prompt::11::same_fisher_output_energy::0.05,distilgpt2,factual_error_prompt,1.0,random,4.0,0.9276824932276768,0.6802037684542526,0.9757293998802192,0.7886369223836172,207.8094898774384,1.0,18.874573331128214,0.0,0.0,0.0398474587318301,0.0074515370612492,0.0002932931824656,1.0,1.0,0.0025,0.3950617283950617
leave_one_task_out,decoder_qa_completion,0.2,highest_varentropy,Qwen/Qwen2.5-0.5B::decoder_qa_completion::14,Qwen/Qwen2.5-0.5B::decoder_qa_completion::14::same_fisher_output_energy::0.05,Qwen/Qwen2.5-0.5B,decoder_qa_completion,12.0,random,1.0,0.6395052758241924,1.228378306320298,1.1582161636587962,0.6220414450842728,49.84272244384788,1.0,16.488020158237696,0.0,0.0,0.040929503487417,0.0440189113514954,0.0002768358295489,1.0,1.0,0.0025,0.4814814814814815
leave_one_task_out,decoder_completion,0.2,gradient_only_learned,distilgpt2::decoder_completion::16,distilgpt2::decoder_completion::16::same_fisher_output_energy::0.025,distilgpt2,decoder_completion,4.0,random,4.0,0.9900012125711456,0.4809361746252444,0.3901791919432765,0.8180226592934717,213.3078840837183,1.0,11.100763542576331,1.0,1.0,0.0130527661702858,0.0201595550145879,7.636952168975638e-05,1.0,1.0,0.000625,0.4320987654320988
leave_one_route_family_out,state_pca,0.2,controls_plus_rho_learned,Qwen/Qwen2.5-0.5B::ambiguous_prompt::4,Qwen/Qwen2.5-0.5B::ambiguous_prompt::4::same_fisher_output_energy::0.1,Qwen/Qwen2.5-0.5B,ambiguous_prompt,18.0,state_pca,4.0,0.9682573962595596,0.4379819535299921,0.83956024962791,0.8810335941902604,68.14837590293973,1.0,8.647924340063847,0.0,0.0,0.0803654763848072,0.0068586699978122,0.0013658261985587,1.0,1.0,0.01,0.4567901234567901
grouped_example_5fold,fold_4,0.3,highest_fisher_output_energy,Qwen/Qwen2.5-0.5B::ambiguous_prompt::5,Qwen/Qwen2.5-0.5B::ambiguous_prompt::5::same_fisher_output_energy::0.01,Qwen/Qwen2.5-0.5B,ambiguous_prompt,6.0,delta_pca,4.0,0.9811771326210076,1.0977555347492918,1.1212057488948388,0.6531483852094707,102.03932168041412,1.0,21.944684443842757,0.0,0.0,0.008807465446426,0.0081342831966528,1.1296621510327736e-05,1.0,1.0,0.0001,0.2451499118165784
leave_one_route_family_out,random,0.2,rho_shuffled_within_fisher_bin,distilgpt2::decoder_qa_completion::14,distilgpt2::decoder_qa_completion::14::same_fisher_output_energy::0.1,distilgpt2,decoder_qa_completion,4.0,random,2.0,0.9771402936191322,0.0062673166190678,0.0457155708210868,0.9993125129317432,298.92348141546444,1.0,9.954232924601994,0.0,0.0,0.4748995996240606,0.9376401491956544,0.0425611713734987,1.0,0.5,0.01,0.4259259259259259
leave_one_model_out,distilgpt2,0.3,rho_shuffled_within_varentropy_bin,distilgpt2::factual_error_prompt::11,distilgpt2::factual_error_prompt::11::same_fisher_output_energy::0.01,distilgpt2,factual_error_prompt,4.0,state_pca,4.0,0.9489232440602344,1.172708055126035,0.9652148065534106,0.6121039183608562,66.4310488346333,1.0,10.227445843594682,0.0,0.0,0.0048811393788525,0.0078267315204834,1.6708366230814138e-05,1.0,1.0,0.0001,0.2784636488340192
leave_one_model_out,microsoft__phi-2,0.2,controls_plus_rho_learned,microsoft/phi-2::ambiguous_prompt::6,microsoft/phi-2::ambiguous_prompt::6::same_fisher_output_energy::0.01,microsoft/phi-2,ambiguous_prompt,24.0,delta_pca,4.0,0.8161123565146879,1.0917359676341785,1.1519779324904538,0.665635730848416,11.049745491305254,1.0,2.662977843196239,0.0,0.0,0.0010708555248497,0.0069343712272897,1.206656269075139e-05,1.0,1.0,0.0001,0.3333333333333333
leave_one_task_out,decoder_qa_completion,0.3,rho_only,distilgpt2::decoder_qa_completion::12,distilgpt2::decoder_qa_completion::12::same_fisher_output_energy::0.2,distilgpt2,decoder_qa_completion,3.0,state_pca,2.0,0.9366850446576044,0.4868669914661798,1.151307746304806,0.8848087681916794,148.64464576924078,1.0,13.488213636054091,0.0,0.0,0.1605242340864807,0.1957814620554162,0.0034095297535476,1.0,1.0,0.04,0.2551440329218107
leave_one_model_out,distilgpt2,0.3,highest_fisher_output_energy,distilgpt2::masked_factual_cloze::0,distilgpt2::masked_factual_cloze::0::same_fisher_output_energy::0.05,distilgpt2,masked_factual_cloze,4.0,delta_pca,2.0,0.8910834953159725,0.1549532022234519,0.6852268817439403,0.9755331886081924,146.48813229216265,1.0,10.399810539155864,0.0,0.0,0.0367926058750396,0.1248892538821954,0.0005286485073693,1.0,1.0,0.0025,0.2578875171467764
leave_one_task_out,masked_factual_cloze,0.2,highest_entropy,microsoft/phi-2::masked_factual_cloze::3,microsoft/phi-2::masked_factual_cloze::3::same_fisher_output_energy::0.2,microsoft/phi-2,masked_factual_cloze,8.0,random,2.0,0.5805137491774147,1.5906432746574524,0.732570112294702,0.4538137840253298,14.75954771415775,1.0,7.073580497267882,0.0,0.0,0.1133550584667404,0.215478770346962,0.0043805285975967,1.0,1.0,0.04,0.4135802469135802
grouped_example_5fold,fold_3,0.3,rho_shuffled_within_entropy_bin,distilgpt2::decoder_qa_completion::12,distilgpt2::decoder_qa_completion::12::same_fisher_output_energy::0.05,distilgpt2,decoder_qa_completion,1.0,random,1.0,0.140495726008303,1.8119333901312211,0.4014413205690447,0.2451969701530656,30.76934853684677,1.0,18.64437905060983,0.0,0.0,0.0121673817723217,0.0196562052478049,0.0002992599563866,1.0,1.0,0.0025,0.2511210762331838
leave_one_route_family_out,random,0.2,rho_shuffled_within_varentropy_bin,microsoft/phi-2::ambiguous_prompt::6,microsoft/phi-2::ambiguous_prompt::6::same_fisher_output_energy::0.1,microsoft/phi-2,ambiguous_prompt,8.0,random,4.0,0.8695450025548697,1.2937412892623152,0.6949636440762454,0.4863354239990806,29.82851260827356,1.0,7.49498466694139,0.0,0.0,0.0195538308931682,0.0420224294484745,0.0012481977431092,1.0,1.0,0.01,0.4238683127572016
leave_one_model_out,Qwen__Qwen2.5-0.5B,0.3,within_example_shuffled_rho,Qwen/Qwen2.5-0.5B::ambiguous_prompt::5,Qwen/Qwen2.5-0.5B::ambiguous_prompt::5::same_fisher_output_energy::0.025,Qwen/Qwen2.5-0.5B,ambiguous_prompt,12.0,delta_pca,2.0,0.9572594013926272,0.9017486953580328,1.2247876183420423,0.7446152524385268,91.3449964901614,1.0,16.85271673805322,1.0,0.0,0.026285609781163,0.0092403356082015,8.16379574847515e-05,1.0,1.0,0.000625,0.2935528120713305
leave_one_route_family_out,state_pca,0.05,gradient_only_learned,distilgpt2::decoder_completion::17,distilgpt2::decoder_completion::17::same_fisher_output_energy::0.025,distilgpt2,decoder_completion,1.0,state_pca,1.0,0.3751355596618445,0.9827246805156912,0.2447533735328209,0.5675365293435871,352.28459750326294,1.0,19.04165831801627,0.0,1.0,0.0076667020400995,0.0112268941230879,8.154842736829144e-05,1.0,1.0,0.000625,0.9262295081967212
grouped_example_5fold,fold_1,0.2,gradient_plus_rho_learned,Qwen/Qwen2.5-0.5B::factual_error_prompt::10,Qwen/Qwen2.5-0.5B::factual_error_prompt::10::same_fisher_output_energy::0.05,Qwen/Qwen2.5-0.5B,factual_error_prompt,18.0,delta_pca,4.0,0.9916094073010844,0.0475906275162775,0.2383570005848722,0.993025197225958,127.88672555199966,1.0,9.631278138222372,1.0,1.0,0.0189368678901935,0.077541480399846,0.0002289241719835,1.0,1.0,0.0025,0.448559670781893
grouped_example_5fold,fold_4,0.1,controls_plus_rho_learned,Qwen/Qwen2.5-0.5B::masked_factual_cloze::1,Qwen/Qwen2.5-0.5B::masked_factual_cloze::1::same_fisher_output_energy::0.05,Qwen/Qwen2.5-0.5B,masked_factual_cloze,12.0,random,2.0,0.8905880775269946,0.3649740101027615,0.9299272724589436,0.9165543680395234,159.20805439503735,1.0,18.63622957857832,0.0,0.0,0.0483547479606844,0.1001039421228812,0.0005117270435619,1.0,1.0,0.0025,0.783068783068783
grouped_example_5fold,fold_0,0.3,rho_shuffled_within_gradient_bin,microsoft/phi-2::masked_factual_cloze::1,microsoft/phi-2::masked_factual_cloze::1::same_fisher_output_energy::0.01,microsoft/phi-2,masked_factual_cloze,16.0,random,4.0,0.9275112935384012,0.8774638504510359,0.552201857920671,0.6298066323492467,32.289818065295115,1.0,4.768471008358909,0.0,0.0,0.0015817669718949,0.0099131872792036,1.5173749413183038e-05,1.0,1.0,0.0001,0.2376681614349776
leave_one_route_family_out,state_pca,0.2,highest_gradient_norm,distilgpt2::factual_error_prompt::8,distilgpt2::factual_error_prompt::8::same_fisher_output_energy::0.2,distilgpt2,factual_error_prompt,3.0,state_pca,1.0,0.9708578071448416,0.0273947042127547,0.1410002289839833,0.9960399024977188,526.8134024780564,1.0,14.53459841950584,0.0,0.0,0.6137440862819955,0.6091161793423503,0.0700915545655656,1.0,0.5,0.04,0.5061728395061729
leave_one_model_out,Qwen__Qwen2.5-0.5B,0.3,within_example_shuffled_rho,Qwen/Qwen2.5-0.5B::ambiguous_prompt::7,Qwen/Qwen2.5-0.5B::ambiguous_prompt::7::same_fisher_output_energy::0.2,Qwen/Qwen2.5-0.5B,ambiguous_prompt,18.0,random,4.0,0.9795093662625854,0.8455537752330398,1.2464208657391995,0.7677609043461893,42.33824149880173,1.0,8.485905600523063,0.0,0.0,0.2070071834282578,0.0837385479556811,0.0061084152900807,1.0,1.0,0.04,0.2935528120713305
leave_one_model_out,Qwen__Qwen2.5-0.5B,0.3,gradient_plus_rho_learned,Qwen/Qwen2.5-0.5B::decoder_qa_completion::12,Qwen/Qwen2.5-0.5B::decoder_qa_completion::12::same_fisher_output_energy::0.05,Qwen/Qwen2.5-0.5B,decoder_qa_completion,18.0,random,4.0,0.99345993231239,0.2695992059842406,0.596332668521786,0.9324787279135518,86.55823506258919,1.0,8.959055108272247,0.0,0.0,0.0358265801799418,0.0197876429531301,0.0003093001565299,1.0,1.0,0.0025,0.2482853223593964
leave_one_route_family_out,random,0.3,rho_only,microsoft/phi-2::ambiguous_prompt::6,microsoft/phi-2::ambiguous_prompt::6::same_fisher_output_energy::0.025,microsoft/phi-2,ambiguous_prompt,24.0,random,4.0,0.9951566883026725,1.0917359676341785,1.1519779324904538,0.665635730848416,11.049745491305254,1.0,2.662977843196239,1.0,0.0,0.0265031987107025,0.0090671233778771,8.020628938125072e-05,1.0,1.0,0.000625,0.2098765432098765
grouped_example_5fold,fold_0,0.3,highest_entropy,distilgpt2::ambiguous_prompt::4,distilgpt2::ambiguous_prompt::4::same_fisher_output_energy::0.1,distilgpt2,ambiguous_prompt,1.0,delta_pca,1.0,0.092801886303841,1.6411428173259486,0.4216420796386806,0.3189666886296347,67.39395738794921,1.0,20.67008371239263,0.0,0.0,0.0260171831584867,0.0340572768928289,0.0012886559469779,0.0,1.0,0.01,0.2982062780269058
leave_one_task_out,ambiguous_prompt,0.3,rho_shuffled_within_fisher_bin,microsoft/phi-2::ambiguous_prompt::7,microsoft/phi-2::ambiguous_prompt::7::same_fisher_output_energy::0.025,microsoft/phi-2,ambiguous_prompt,16.0,random,1.0,0.1247216695359296,0.7750963521711851,1.3055026666430232,0.7970740743081589,25.424246458684987,1.0,4.979035920855262,1.0,1.0,0.0119177543041314,0.0165482623908439,7.758944325113597e-05,1.0,1.0,0.000625,0.2839506172839506
grouped_example_5fold,fold_4,0.2,rho_shuffled_within_gradient_bin,distilgpt2::masked_factual_cloze::3,distilgpt2::masked_factual_cloze::3::same_fisher_output_energy::0.05,distilgpt2,masked_factual_cloze,1.0,delta_pca,2.0,0.3262002811269915,0.6703484317235507,1.0062532031082283,0.8019021872011669,234.39214345613863,1.0,19.40765923443612,0.0,0.0,0.0234367095349046,0.0434398415659724,0.0003080732601636,1.0,1.0,0.0025,0.4497354497354497
grouped_example_5fold,fold_0,0.05,controls_plus_rho_learned,distilgpt2::decoder_qa_completion::15,distilgpt2::decoder_qa_completion::15::same_fisher_output_energy::0.01,distilgpt2,decoder_qa_completion,4.0,state_pca,4.0,0.8912161297671414,0.5443740328789419,1.2429658146924425,0.874735287502185,117.4516235156582,1.0,10.79011165646407,0.0,0.0,0.003603858986479,0.0013304659849562,1.3738894664836364e-05,1.0,1.0,0.0001,0.8933333333333333
leave_one_route_family_out,random,0.3,oracle,distilgpt2::masked_factual_cloze::3,distilgpt2::masked_factual_cloze::3::same_fisher_output_energy::0.025,distilgpt2,masked_factual_cloze,1.0,random,4.0,0.963234018475423,0.6703484317235507,1.0062532031082283,0.8019021872011669,234.39214345613863,1.0,19.40765923443612,1.0,0.0,0.0204185317188648,0.0053350123400435,7.408462954897136e-05,1.0,1.0,0.000625,0.0
leave_one_task_out,decoder_qa_completion,0.1,within_example_shuffled_rho,distilgpt2::decoder_qa_completion::13,distilgpt2::decoder_qa_completion::13::same_fisher_output_energy::0.2,distilgpt2,decoder_qa_completion,4.0,state_pca,4.0,0.9745004034993028,1.4635814511310268,0.6370574766549987,0.374330915719381,36.99925320517324,1.0,8.069033115489093,0.0,0.0,0.0466118361212286,0.0691430872386211,0.0046546395631559,0.0,1.0,0.04,0.8827160493827161
leave_one_model_out,microsoft__phi-2,0.3,highest_gradient_norm,microsoft/phi-2::decoder_completion::17,microsoft/phi-2::decoder_completion::17::same_fisher_output_energy::0.2,microsoft/phi-2,decoder_completion,16.0,delta_pca,2.0,0.4426752316373539,1.018196050897517,0.8176461016968565,0.6322549606726412,26.06448549680964,1.0,4.707972914563528,0.0,0.0,0.0445080665689427,0.1193020743355178,0.0053991126835503,1.0,1.0,0.04,0.2112482853223594
leave_one_model_out,distilgpt2,0.3,gradient_plus_rho_learned,distilgpt2::decoder_qa_completion::13,distilgpt2::decoder_qa_completion::13::same_fisher_output_energy::0.1,distilgpt2,decoder_qa_completion,1.0,random,2.0,0.9902277524193358,0.1508182356030915,0.6042725694185932,0.9738372098692072,265.0256056321066,1.0,17.041413196756146,0.0,0.0,0.1037402052768703,0.2671985089755059,0.0018318079648501,1.0,1.0,0.01,0.2455418381344307
leave_one_route_family_out,delta_pca,0.1,highest_entropy,distilgpt2::decoder_qa_completion::12,distilgpt2::decoder_qa_completion::12::same_fisher_output_energy::0.05,distilgpt2,decoder_qa_completion,1.0,delta_pca,4.0,0.3480255205159651,1.8119333901312211,0.4014413205690447,0.2451969701530656,30.76934853684677,1.0,18.64437905060983,0.0,0.0,0.0057639675331866,0.010013354945561,0.0002943950201763,1.0,1.0,0.0025,0.9588477366255144
leave_one_task_out,decoder_qa_completion,0.2,highest_gradient_norm,Qwen/Qwen2.5-0.5B::decoder_qa_completion::15,Qwen/Qwen2.5-0.5B::decoder_qa_completion::15::same_fisher_output_energy::0.025,Qwen/Qwen2.5-0.5B,decoder_qa_completion,6.0,delta_pca,1.0,0.0923278673247041,0.584365820502581,0.8132745597621327,0.8297251104982629,175.17802317372184,1.0,18.24898046844074,0.0,0.0,0.0043423462174368,0.0015050139471615,7.461972318735033e-05,1.0,1.0,0.000625,0.462962962962963
leave_one_route_family_out,delta_pca,0.3,shuffled_rho,Qwen/Qwen2.5-0.5B::masked_factual_cloze::1,Qwen/Qwen2.5-0.5B::masked_factual_cloze::1::same_fisher_output_energy::0.01,Qwen/Qwen2.5-0.5B,masked_factual_cloze,18.0,delta_pca,2.0,0.5173826928302844,0.714124531016144,0.1431617035240243,0.5595456747134594,105.11278908919176,1.0,9.236054342067508,0.0,0.0,0.00311439716368,0.0050710204081028,1.4464837378135735e-05,1.0,1.0,0.0001,0.2688614540466392
leave_one_route_family_out,random,0.3,lowest_confidence,Qwen/Qwen2.5-0.5B::ambiguous_prompt::5,Qwen/Qwen2.5-0.5B::ambiguous_prompt::5::same_fisher_output_energy::0.1,Qwen/Qwen2.5-0.5B,ambiguous_prompt,18.0,random,4.0,0.4376345117705742,1.6740657299380328,0.5398169276674735,0.3607723877055532,14.45203886697905,1.0,8.122224998070045,0.0,0.0,0.0108674375768405,0.0260070132830805,0.0012962593786542,1.0,1.0,0.01,0.3209876543209876
leave_one_task_out,ambiguous_prompt,0.1,rho_only,Qwen/Qwen2.5-0.5B::ambiguous_prompt::4,Qwen/Qwen2.5-0.5B::ambiguous_prompt::4::same_fisher_output_energy::0.025,Qwen/Qwen2.5-0.5B,ambiguous_prompt,12.0,random,4.0,0.998680239341156,0.5173034105947492,0.959923021656798,0.8644569090562201,142.10569489560055,1.0,17.921022600056737,1.0,0.0,0.0150405638463941,0.0085203594878346,7.495226893653237e-05,1.0,1.0,0.000625,0.7777777777777778
grouped_example_5fold,fold_0,0.2,rho_shuffled_within_entropy_bin,Qwen/Qwen2.5-0.5B::masked_factual_cloze::0,Qwen/Qwen2.5-0.5B::masked_factual_cloze::0::same_fisher_output_energy::0.1,Qwen/Qwen2.5-0.5B,masked_factual_cloze,12.0,delta_pca,2.0,0.9102856214345604,0.3963803618971658,0.8711963470280053,0.9035260739158328,151.1415635845453,1.0,17.035561829344903,0.0,0.0,0.0907908431349436,0.0067582056747362,0.0016249564549518,1.0,1.0,0.01,0.3973063973063973
leave_one_route_family_out,state_pca,0.2,random,microsoft/phi-2::factual_error_prompt::11,microsoft/phi-2::factual_error_prompt::11::same_fisher_output_energy::0.05,microsoft/phi-2,factual_error_prompt,24.0,state_pca,2.0,0.1998784940235204,1.4262345371329648,0.5053209284926333,0.3535179494024116,13.229719766801557,1.0,3.0339019649958594,0.0,0.0,0.0170141812461352,0.0200606542321136,0.0003126621840856,0.0,1.0,0.0025,0.5576131687242798
leave_one_route_family_out,state_pca,0.2,lowest_confidence,Qwen/Qwen2.5-0.5B::decoder_qa_completion::12,Qwen/Qwen2.5-0.5B::decoder_qa_completion::12::same_fisher_output_energy::0.05,Qwen/Qwen2.5-0.5B,decoder_qa_completion,12.0,state_pca,4.0,0.9571303948667,1.4361309862228846,0.5494667737254121,0.432766418245702,65.15498437762179,1.0,16.968815289229223,0.0,0.0,0.0292097565545763,0.0313084686697359,0.0003140338714824,1.0,1.0,0.0025,0.6234567901234568
leave_one_model_out,microsoft__phi-2,0.3,oracle,microsoft/phi-2::factual_error_prompt::11,microsoft/phi-2::factual_error_prompt::11::same_fisher_output_energy::0.025,microsoft/phi-2,factual_error_prompt,8.0,delta_pca,4.0,0.9042206173183782,1.0322673063568708,1.2774557672052294,0.6974256561346984,28.857377576955685,1.0,7.272421923611924,1.0,1.0,0.0183319665985639,0.0131152822824853,8.113403268938946e-05,1.0,1.0,0.000625,0.0
leave_one_route_family_out,random,0.1,highest_gradient_norm,distilgpt2::decoder_qa_completion::13,distilgpt2::decoder_qa_completion::13::same_fisher_output_energy::0.025,distilgpt2,decoder_qa_completion,1.0,random,2.0,0.9902277524193358,0.1508182356030915,0.6042725694185932,0.9738372098692072,265.0256056321066,1.0,17.041413196756146,1.0,1.0,0.0206185487538574,0.059215246933005,8.491654336727152e-05,1.0,1.0,0.000625,0.8765432098765432
leave_one_route_family_out,state_pca,0.3,oracle,distilgpt2::masked_factual_cloze::0,distilgpt2::masked_factual_cloze::0::same_fisher_output_energy::0.025,distilgpt2,masked_factual_cloze,4.0,state_pca,1.0,0.5671296997523362,0.1549532022234519,0.6852268817439403,0.9755331886081924,146.48813229216265,1.0,10.399810539155864,1.0,1.0,0.0179682198946229,0.0481775853268883,9.355691746982056e-05,1.0,1.0,0.000625,0.0
leave_one_route_family_out,delta_pca,0.3,random,microsoft/phi-2::factual_error_prompt::10,microsoft/phi-2::factual_error_prompt::10::same_fisher_output_energy::0.01,microsoft/phi-2,factual_error_prompt,16.0,delta_pca,2.0,0.6106591505988936,1.4064971869824987,0.5180829350966649,0.4464175222027707,23.40523795395112,1.0,5.235747841825387,0.0,1.0,0.0059654730436695,0.0113121288964428,1.425606623308936e-05,1.0,1.0,0.0001,0.2592592592592593
leave_one_task_out,decoder_qa_completion,0.3,highest_varentropy,microsoft/phi-2::decoder_qa_completion::12,microsoft/phi-2::decoder_qa_completion::12::same_fisher_output_energy::0.2,microsoft/phi-2,decoder_qa_completion,16.0,state_pca,1.0,0.6169596378551239,1.248021182423982,0.9240919573151476,0.59757223768363,20.676454153032548,1.0,4.806613268657371,0.0,0.0,0.1361582276084552,0.2185268678073281,0.0036709144794999,1.0,1.0,0.04,0.2736625514403292
leave_one_model_out,Qwen__Qwen2.5-0.5B,0.2,rho_only,Qwen/Qwen2.5-0.5B::ambiguous_prompt::7,Qwen/Qwen2.5-0.5B::ambiguous_prompt::7::same_fisher_output_energy::0.2,Qwen/Qwen2.5-0.5B,ambiguous_prompt,12.0,delta_pca,4.0,0.9937993300590088,0.2482820844568022,0.8241643529722118,0.9520977460414962,144.7571691951043,1.0,17.907267559335608,0.0,0.0,0.2632062539944416,0.3705932045293398,0.0085684601724213,1.0,1.0,0.04,0.4588477366255145
leave_one_task_out,decoder_qa_completion,0.05,rho_shuffled_within_entropy_bin,Qwen/Qwen2.5-0.5B::decoder_qa_completion::14,Qwen/Qwen2.5-0.5B::decoder_qa_completion::14::same_fisher_output_energy::0.1,Qwen/Qwen2.5-0.5B,decoder_qa_completion,18.0,state_pca,4.0,0.9912532108504476,0.0991331062598422,0.4746305798652831,0.985080395749702,75.06565639237046,1.0,9.029575007073888,0.0,0.0,0.0400521674983761,0.1544690941869453,0.0006231147117762,1.0,0.5,0.01,0.8641975308641976
leave_one_route_family_out,state_pca,0.2,highest_fisher_output_energy,microsoft/phi-2::masked_factual_cloze::0,microsoft/phi-2::masked_factual_cloze::0::same_fisher_output_energy::0.1,microsoft/phi-2,masked_factual_cloze,8.0,state_pca,1.0,0.2376815656431511,1.7333394974873733,0.5233086434175988,0.372939085153729,9.36236937715575,1.0,6.296809276675261,0.0,0.0,0.0366059867132302,0.077180886312059,0.0010924115342305,1.0,1.0,0.01,0.5308641975308641
grouped_example_5fold,fold_2,0.2,rho_only,distilgpt2::decoder_completion::16,distilgpt2::decoder_completion::16::same_fisher_output_energy::0.025,distilgpt2,decoder_completion,1.0,random,4.0,0.997018226519508,0.036320420622735,0.1760051800174316,0.9944767725492832,479.9047500798524,1.0,20.44183336783892,0.0,1.0,0.008815130552515,0.0348597696224195,6.198690629306424e-05,1.0,1.0,0.000625,0.5596707818930041
grouped_example_5fold,fold_1,0.3,lowest_confidence,Qwen/Qwen2.5-0.5B::decoder_qa_completion::12,Qwen/Qwen2.5-0.5B::decoder_qa_completion::12::same_fisher_output_energy::0.05,Qwen/Qwen2.5-0.5B,decoder_qa_completion,12.0,state_pca,4.0,0.9571303948667,1.4361309862228846,0.5494667737254121,0.432766418245702,65.15498437762179,1.0,16.968815289229223,0.0,0.0,0.0292097565545763,0.0313084686697359,0.0003140338714824,1.0,1.0,0.0025,0.3671232876712328
leave_one_model_out,microsoft__phi-2,0.1,rho_only,microsoft/phi-2::masked_factual_cloze::2,microsoft/phi-2::masked_factual_cloze::2::same_fisher_output_energy::0.01,microsoft/phi-2,masked_factual_cloze,8.0,random,4.0,0.961630348300854,1.1767364555358792,0.7718989390744276,0.5243542815705443,30.066125302263305,1.0,7.092681989223637,0.0,0.0,0.0020304207305026,0.007921630006458,1.2710946807157448e-05,1.0,1.0,0.0001,0.8477366255144033
grouped_example_5fold,fold_2,0.3,rho_shuffled_within_fisher_bin,distilgpt2::masked_factual_cloze::1,distilgpt2::masked_factual_cloze::1::same_fisher_output_energy::0.01,distilgpt2,masked_factual_cloze,1.0,delta_pca,2.0,0.3543010551291466,0.96467171993966,0.992712166562622,0.6948265740246262,175.37406391129093,1.0,19.060130134912587,0.0,0.0,0.0021585214498439,0.0037542358161655,1.1577249004060565e-05,1.0,1.0,0.0001,0.3452054794520548
leave_one_model_out,Qwen__Qwen2.5-0.5B,0.3,rho_shuffled_within_entropy_bin,Qwen/Qwen2.5-0.5B::masked_factual_cloze::0,Qwen/Qwen2.5-0.5B::masked_factual_cloze::0::same_fisher_output_energy::0.1,Qwen/Qwen2.5-0.5B,masked_factual_cloze,6.0,delta_pca,1.0,0.0070592415493034,0.3487645796461582,1.0222661537605455,0.9269200565062092,148.73107903648267,1.0,20.17763001405088,0.0,0.0,0.0360743044640625,0.0331018120814681,0.0013153103252001,1.0,1.0,0.01,0.2921810699588477
leave_one_task_out,decoder_qa_completion,0.1,highest_varentropy,distilgpt2::decoder_qa_completion::15,distilgpt2::decoder_qa_completion::15::same_fisher_output_energy::0.05,distilgpt2,decoder_qa_completion,4.0,delta_pca,4.0,0.9907589851679764,0.5443740328789419,1.2429658146924425,0.874735287502185,117.4516235156582,1.0,10.79011165646407,0.0,0.0,0.0209082106889297,0.0363167630572078,0.0003487130877024,1.0,1.0,0.0025,0.8395061728395061
leave_one_route_family_out,state_pca,0.2,within_example_shuffled_rho,distilgpt2::factual_error_prompt::9,distilgpt2::factual_error_prompt::9::same_fisher_output_energy::0.2,distilgpt2,factual_error_prompt,4.0,state_pca,4.0,0.9974865693924098,0.4273811768315903,0.7999182245252383,0.8858534635597927,186.6682942243037,1.0,11.505022179712096,0.0,0.0,0.1172547830782733,0.0338261345064849,0.0035427962692434,1.0,1.0,0.04,0.5288065843621399
