split,budget,contrast,metric,policy,control,delta_policy_minus_control,ci_low,median,ci_high
grouped_example_5fold,0.2,rho_only_vs_highest_entropy,regret_vs_oracle,0.4392496392496392,0.538351771685105,-0.09910213243546573,-0.12113177718244039,-0.09751244156803737,-0.0712689931030597
grouped_example_5fold,0.2,rho_only_vs_highest_entropy,topk_preservation,0.9322740633851744,0.9682913794024905,-0.03601731601731617,-0.06381839116975258,-0.0351086539174571,-0.007639440743781221
grouped_example_5fold,0.2,rho_only_vs_highest_fisher_output_energy,safe_movement_rate,0.16204906204906205,0.1292020736465181,0.032846988402543964,0.003803983937902189,0.03188265410588653,0.06066541433486776
grouped_example_5fold,0.2,rho_only_vs_highest_fisher_output_energy,movement_per_drift,18.668154530767627,26.802139514584496,-8.13398498381687,-19.830170070755823,-13.838345995486147,1.5885611759699396
grouped_example_5fold,0.2,rho_only_vs_highest_fisher_output_energy,regret_vs_oracle,0.4392496392496392,0.4720966276521832,-0.032846988402543964,-0.05942880754262421,-0.03085338095965745,-0.004318604228014977
grouped_example_5fold,0.2,rho_only_vs_highest_fisher_output_energy,topk_preservation,0.9322740633851744,0.9707845652290097,-0.03851050184383531,-0.0650617616011856,-0.03495896313153152,-0.008992578986750571
grouped_example_5fold,0.3,controls_plus_rho_learned_vs_controls_only_learned,safe_movement_rate,0.1850286250785872,0.16934956831346865,0.01567905676511855,0.008586924657537595,0.015449245826406943,0.02387819118348866
grouped_example_5fold,0.3,controls_plus_rho_learned_vs_controls_only_learned,movement_per_drift,19.638483388441582,18.634689889903857,1.0037934985377248,0.23086869019545692,2.2871896013255846,4.760207262020238
grouped_example_5fold,0.3,controls_plus_rho_learned_vs_controls_only_learned,regret_vs_oracle,0.2154285657948864,0.23110762256000497,-0.015679056765118576,-0.024002444990804398,-0.015243663826664394,-0.008460300981580618
grouped_example_5fold,0.3,controls_plus_rho_learned_vs_controls_only_learned,topk_preservation,0.9098908501696552,0.8985620224842537,0.011328827685401555,0.003856702377084101,0.010258167413365049,0.019599319014322276
grouped_example_5fold,0.3,gradient_plus_rho_learned_vs_gradient_only_learned,safe_movement_rate,0.1687986762573654,0.14001772010617763,0.028780956151187753,0.01263845991199892,0.029604805689711855,0.0459615942235138
grouped_example_5fold,0.3,gradient_plus_rho_learned_vs_gradient_only_learned,movement_per_drift,18.40134357191821,16.1071542448641,2.294189327054113,0.523918944170917,2.6893611855798776,5.3373359067746255
grouped_example_5fold,0.3,gradient_plus_rho_learned_vs_gradient_only_learned,regret_vs_oracle,0.23165851461610823,0.260439470767296,-0.02878095615118778,-0.04590692880076315,-0.029829996769442105,-0.01408280830167951
grouped_example_5fold,0.3,gradient_plus_rho_learned_vs_gradient_only_learned,topk_preservation,0.9338866238224922,0.9140813634124443,0.01980526041004793,0.004339030797876162,0.0185382800343728,0.038987788250561886
grouped_example_5fold,0.3,rho_only_vs_within_example_shuffled_rho,safe_movement_rate,0.16740424170978874,0.12611119615808683,0.04129304555170191,0.02842489010579267,0.04136331144763316,0.05673796133764156
grouped_example_5fold,0.3,rho_only_vs_within_example_shuffled_rho,movement_per_drift,18.753109565837782,19.029830499536935,-0.27672093369915274,-9.757677762653008,-2.3945223647733735,4.564451684074736
grouped_example_5fold,0.3,rho_only_vs_within_example_shuffled_rho,regret_vs_oracle,0.23305294916368488,0.2743459947153868,-0.04129304555170191,-0.05594434660065263,-0.04136471844422272,-0.0286787548923679
grouped_example_5fold,0.3,rho_only_vs_within_example_shuffled_rho,topk_preservation,0.93881387723962,0.9459625691467123,-0.0071486919070923305,-0.018209895412992533,-0.006473639663246433,0.0020913697812209083
grouped_example_5fold,0.3,rho_only_vs_shuffled_rho,safe_movement_rate,0.16740424170978874,0.1250415413848876,0.04236270032490114,0.028617315187535484,0.04294595463310974,0.058351415809531265
grouped_example_5fold,0.3,rho_only_vs_shuffled_rho,movement_per_drift,18.753109565837782,20.579369169898875,-1.826259604061093,-9.04731612804801,-4.711686500768098,2.9725166750413137
grouped_example_5fold,0.3,rho_only_vs_shuffled_rho,regret_vs_oracle,0.23305294916368488,0.275415649488586,-0.04236270032490111,-0.057588099909143924,-0.043234493254524844,-0.02855359358733052
grouped_example_5fold,0.3,rho_only_vs_shuffled_rho,topk_preservation,0.93881387723962,0.9537837241323123,-0.014969846892692318,-0.028445026348991157,-0.014013600125441561,-0.0009195575207668933
