split,budget,policy,folds,mean_test_n,mean_selected_n,safe_movement_rate,safe_varentropy_movement_rate,mean_abs_delta_entropy,mean_abs_delta_varentropy,mean_output_drift,movement_per_drift,top1_preserved_rate,topk_preservation,failure_rate,regret_vs_oracle,minimal_energy_to_target
leave_one_model_out,0.05,rho_only,3,2430.0,122.0,0.16393442622950818,0.20765027322404372,0.0661525293836492,0.07741707489722528,0.009771272777509242,19.970383311560816,0.9562841530054644,0.9333333333333332,0.8360655737704917,0.8360655737704917,0.010880327868852463
leave_one_model_out,0.05,rho_shuffled_within_entropy_bin,3,2430.0,122.0,0.15846994535519124,0.21584699453551912,0.05439090279899211,0.06656631705350019,0.0031798772248797934,22.765342961457346,0.9863387978142076,0.9262295081967213,0.8415300546448088,0.8415300546448088,0.01047786885245902
leave_one_model_out,0.05,rho_shuffled_within_fisher_bin,3,2430.0,122.0,0.11748633879781421,0.15027322404371585,0.04063429817532343,0.053151176085190065,0.0017777751305531062,23.27565802814674,0.9562841530054644,0.9581967213114755,0.8825136612021858,0.8825136612021858,0.010494877049180331
leave_one_model_out,0.05,rho_shuffled_within_gradient_bin,3,2430.0,122.0,0.1284153005464481,0.17759562841530055,0.06748646876143917,0.0783470689738247,0.0061910704013317,19.79252781618623,0.9699453551912568,0.9404371584699454,0.8715846994535519,0.8715846994535519,0.011781147540983609
leave_one_model_out,0.05,rho_shuffled_within_varentropy_bin,3,2430.0,122.0,0.05737704918032787,0.1448087431693989,0.045168437341585994,0.05964317352140949,0.003622550924158766,16.131010603173316,0.9207650273224045,0.9560109289617486,0.9426229508196721,0.9426229508196721,0.010557377049180331
leave_one_model_out,0.05,shuffled_rho,3,2430.0,122.0,0.0901639344262295,0.14207650273224043,0.03456045817207231,0.04514662834301875,0.0013655798478985973,25.638172327657312,0.9480874316939891,0.9562841530054644,0.9098360655737704,0.9098360655737704,0.0099672131147541
leave_one_model_out,0.05,within_example_shuffled_rho,3,2430.0,122.0,0.11748633879781421,0.15027322404371585,0.04733398271063305,0.06447084724718788,0.003723245288940005,17.863334465270096,0.9672131147540983,0.9508196721311476,0.8825136612021858,0.8825136612021858,0.01063954918032787
leave_one_model_out,0.1,controls_only_learned,3,2430.0,243.0,0.17558299039780523,0.29218106995884774,0.0748051994257432,0.10297840220095626,0.005761012708147666,17.989085332877526,0.9958847736625515,0.8887517146776406,0.8244170096021947,0.8244170096021947,0.01072962962962963
leave_one_model_out,0.1,controls_plus_rho_learned,3,2430.0,243.0,0.20164609053497942,0.2839506172839506,0.07403526615476606,0.09780614979612813,0.005524756243830686,20.968906991196707,0.9958847736625515,0.8928669410150891,0.7983539094650206,0.7983539094650206,0.01072962962962963
leave_one_model_out,0.1,gradient_only_learned,3,2430.0,243.0,0.16323731138545952,0.20576131687242796,0.06072253195210969,0.06983333230835348,0.005023689121506031,18.79169200553025,0.9958847736625515,0.9320987654320988,0.8367626886145404,0.8367626886145404,0.01072962962962963
leave_one_model_out,0.1,gradient_plus_rho_learned,3,2430.0,243.0,0.15775034293552812,0.23045267489711932,0.06119014634198574,0.07655956066186327,0.006598062900559203,20.156656745332146,0.9711934156378601,0.9171467764060356,0.8422496570644719,0.8422496570644719,0.01072962962962963
leave_one_model_out,0.1,highest_entropy,3,2430.0,243.0,0.039780521262002745,0.10699588477366255,0.020454967799782193,0.033792904541710404,0.0013350065239894438,15.306153095530348,0.8930041152263374,0.9458161865569273,0.9602194787379973,0.9602194787379973,0.01072962962962963
leave_one_model_out,0.1,highest_fisher_output_energy,3,2430.0,243.0,0.13443072702331962,0.12757201646090535,0.044550072410497264,0.05068872693093821,0.00235443735314805,22.802378105592684,0.9821673525377229,0.9622770919067215,0.8655692729766805,0.8655692729766805,0.011797222222222225
