split,budget,contrast,metric,policy,control,delta_policy_minus_control,p_value,bh_fdr_q_value
grouped_example_5fold,0.05,rho_only_vs_highest_entropy,movement_per_drift,15.99232865583827,13.935337280463752,2.0569913753745173,0.0001999600079984003,0.0005089891112686554
grouped_example_5fold,0.05,rho_only_vs_highest_entropy,regret_vs_oracle,0.850648259994248,0.9712671843543284,-0.12061892436008037,0.0001999600079984003,0.0005089891112686554
grouped_example_5fold,0.05,rho_only_vs_highest_entropy,topk_preservation,0.9119953983318952,0.9606338797814207,-0.04863848144952543,0.0005998800239952009,0.001317383582107108
grouped_example_5fold,0.05,rho_only_vs_highest_fisher_output_energy,safe_movement_rate,0.14935174000575208,0.1251377624388841,0.024213977566867967,0.05818836232753449,0.07804906084651334
grouped_example_5fold,0.05,rho_only_vs_highest_fisher_output_energy,movement_per_drift,15.99232865583827,28.164992387067905,-12.172663731229635,0.5260947810437913,0.5545657927238082
grouped_example_5fold,0.05,rho_only_vs_highest_fisher_output_energy,regret_vs_oracle,0.850648259994248,0.8748622375611159,-0.02421397756686794,0.07158568286342731,0.0937730582538463
grouped_example_5fold,0.05,rho_only_vs_highest_fisher_output_energy,topk_preservation,0.9119953983318952,0.9855887259131435,-0.07359332758124826,0.42711457708458306,0.46219161964708505
grouped_example_5fold,0.1,controls_plus_rho_learned_vs_controls_only_learned,safe_movement_rate,0.18606420575834154,0.1731725831736834,0.012891622584658147,0.009998000399920015,0.01671307529538868
grouped_example_5fold,0.1,controls_plus_rho_learned_vs_controls_only_learned,movement_per_drift,18.382712851934023,21.33226299784776,-2.9495501459137365,0.03459308138372325,0.04999258212873554
grouped_example_5fold,0.1,controls_plus_rho_learned_vs_controls_only_learned,regret_vs_oracle,0.8139357942416584,0.8268274168263166,-0.012891622584658147,0.011397720455908818,0.01877271604502629
grouped_example_5fold,0.1,controls_plus_rho_learned_vs_controls_only_learned,topk_preservation,0.8820075723838514,0.8920556565556016,-0.010048084171750182,0.033393321335732855,0.048730319082763256
grouped_example_5fold,0.1,gradient_plus_rho_learned_vs_gradient_only_learned,safe_movement_rate,0.15307555327359484,0.14908788517546356,0.003987668098131281,0.003799240151969606,0.006863143500332191
grouped_example_5fold,0.1,gradient_plus_rho_learned_vs_gradient_only_learned,movement_per_drift,16.59914789822726,15.103167802998787,1.4959800952284716,0.0003999200159968006,0.0009003224480731995
grouped_example_5fold,0.1,gradient_plus_rho_learned_vs_gradient_only_learned,regret_vs_oracle,0.8469244467264051,0.8509121148245364,-0.003987668098131336,0.005198960207958408,0.009169819579391208
grouped_example_5fold,0.1,gradient_plus_rho_learned_vs_gradient_only_learned,topk_preservation,0.8963610003603403,0.8994097405957897,-0.003048740235449432,0.0003999200159968006,0.0009003224480731995
grouped_example_5fold,0.1,rho_only_vs_within_example_shuffled_rho,safe_movement_rate,0.1610792975519568,0.13944677588642823,0.021632521665528565,0.032993401319736056,0.04830406467726063
