split,budget,contrast,metric,policy,control,delta_policy_minus_control
leave_one_model_out,0.1,rho_only_vs_highest_entropy,regret_vs_oracle,0.8422496570644719,0.9602194787379973,-0.11796982167352543
leave_one_model_out,0.1,rho_only_vs_highest_entropy,topk_preservation,0.9404663923182442,0.9458161865569273,-0.005349794238683092
leave_one_model_out,0.1,rho_only_vs_highest_fisher_output_energy,safe_movement_rate,0.15775034293552812,0.13443072702331962,0.02331961591220849
leave_one_model_out,0.1,rho_only_vs_highest_fisher_output_energy,movement_per_drift,19.606993343689005,22.802378105592684,-3.1953847619036786
leave_one_model_out,0.1,rho_only_vs_highest_fisher_output_energy,regret_vs_oracle,0.8422496570644719,0.8655692729766805,-0.023319615912208658
leave_one_model_out,0.1,rho_only_vs_highest_fisher_output_energy,topk_preservation,0.9404663923182442,0.9622770919067215,-0.021810699588477256
leave_one_model_out,0.2,controls_plus_rho_learned_vs_controls_only_learned,safe_movement_rate,0.1803840877914952,0.1646090534979424,0.015775034293552814
leave_one_model_out,0.2,controls_plus_rho_learned_vs_controls_only_learned,movement_per_drift,20.561578345846723,19.35289031147521,1.2086880343715123
leave_one_model_out,0.2,controls_plus_rho_learned_vs_controls_only_learned,regret_vs_oracle,0.4142661179698217,0.43004115226337447,-0.01577503429355276
leave_one_model_out,0.2,controls_plus_rho_learned_vs_controls_only_learned,topk_preservation,0.9019890260631002,0.8959533607681754,0.006035665294924719
leave_one_model_out,0.2,gradient_plus_rho_learned_vs_gradient_only_learned,safe_movement_rate,0.16941015089163236,0.14609053497942387,0.02331961591220849
leave_one_model_out,0.2,gradient_plus_rho_learned_vs_gradient_only_learned,movement_per_drift,21.271631463829795,17.04451931260805,4.227112151221746
leave_one_model_out,0.2,gradient_plus_rho_learned_vs_gradient_only_learned,regret_vs_oracle,0.4252400548696846,0.44855967078189307,-0.02331961591220849
leave_one_model_out,0.2,gradient_plus_rho_learned_vs_gradient_only_learned,topk_preservation,0.9349794238683128,0.925445816186557,0.009533607681755818
leave_one_model_out,0.2,rho_only_vs_within_example_shuffled_rho,safe_movement_rate,0.16529492455418382,0.12894375857338822,0.0363511659807956
leave_one_model_out,0.2,rho_only_vs_within_example_shuffled_rho,movement_per_drift,21.297093984842093,19.85166392010948,1.4454300647326122
leave_one_model_out,0.2,rho_only_vs_within_example_shuffled_rho,regret_vs_oracle,0.4293552812071331,0.4657064471879287,-0.036351165980795574
leave_one_model_out,0.2,rho_only_vs_within_example_shuffled_rho,topk_preservation,0.9387517146776405,0.9467764060356653,-0.00802469135802475
leave_one_model_out,0.2,rho_only_vs_shuffled_rho,safe_movement_rate,0.16529492455418382,0.12208504801097393,0.04320987654320989
leave_one_model_out,0.2,rho_only_vs_shuffled_rho,movement_per_drift,21.297093984842093,23.150028324757773,-1.8529343399156808
leave_one_model_out,0.2,rho_only_vs_shuffled_rho,regret_vs_oracle,0.4293552812071331,0.4725651577503429,-0.04320987654320979
leave_one_model_out,0.2,rho_only_vs_shuffled_rho,topk_preservation,0.9387517146776405,0.9560356652949246,-0.01728395061728405
leave_one_model_out,0.2,rho_only_vs_random,safe_movement_rate,0.16529492455418382,0.11316872427983539,0.05212620027434843
leave_one_model_out,0.2,rho_only_vs_random,movement_per_drift,21.297093984842093,19.932526288880776,1.3645676959613162
leave_one_model_out,0.2,rho_only_vs_random,regret_vs_oracle,0.4293552812071331,0.48148148148148145,-0.05212620027434833
leave_one_model_out,0.2,rho_only_vs_random,topk_preservation,0.9387517146776405,0.9556927297668038,-0.016941015089163236
leave_one_model_out,0.2,rho_only_vs_highest_entropy,safe_movement_rate,0.16529492455418382,0.06378600823045268,0.10150891632373114
leave_one_model_out,0.2,rho_only_vs_highest_entropy,movement_per_drift,21.297093984842093,17.996458998894298,3.300634985947795
leave_one_model_out,0.2,rho_only_vs_highest_entropy,regret_vs_oracle,0.4293552812071331,0.5308641975308642,-0.1015089163237311
leave_one_model_out,0.2,rho_only_vs_highest_entropy,topk_preservation,0.9387517146776405,0.9667352537722907,-0.027983539094650234
