model,prompt_id,task,topic,layer,subspace_family,subspace_k,top_k_output,direction,sign,epsilon,rho,abs_delta_entropy,abs_delta_varentropy,directional_success,selected_top1_changed,top5_jaccard,full_vocab_top5_jaccard,full_vocab_top10_jaccard,selected_kl_before_after,candidate_set_kl,candidate_mass_retention_ratio,cluster_distribution_l1,embedding_centroid_delta_norm
distilbert-base-uncased,0,ambiguous_open,open,2,delta_pca,8,32,grad_orthogonal_control,increase,0.05,0.4190480269631012,0.0014359212856853,0.0058404747739081,0,0,1.0,1.0,1.0,0.0012116413852421,0.001211641772856,1.001857677588334,0.0139881278198078,0.0142740262598513
distilbert-base-uncased,0,ambiguous_open,open,2,delta_pca,8,32,grad_orthogonal_control,decrease,0.05,0.4190480269631012,0.0016240743636717,0.0011048940585492,1,0,1.0,1.0,1.0,0.0012893231877006,0.0012893222423113,0.997952282315536,0.0169353188306288,0.0159841150989999
distilbert-base-uncased,0,ambiguous_open,open,2,delta_pca,8,32,random_control,increase,0.05,0.4190480269631012,0.0009552070645821,0.0076623469473953,1,0,1.0,1.0,1.0,0.0012457442335677,0.0012457435634243,0.9976458235790492,0.0131119326431319,0.0112314879446913
distilbert-base-uncased,0,ambiguous_open,open,2,delta_pca,8,32,random_control,decrease,0.05,0.4190480269631012,0.0022817335471159,0.0076078260894414,1,0,1.0,1.0,0.6666666666666666,0.001253256021086,0.0012532562636599,1.000613605393443,0.0128227895057842,0.0111661416850283
distilbert-base-uncased,0,ambiguous_open,open,2,random,8,32,accessible_ls,increase,0.05,0.2156800919197509,0.0162825057391269,0.0491073286235432,1,0,1.0,1.0,1.0,0.0012614985313434,0.0012614990063416,1.0019037694927198,0.020969576250812,0.0140257807524049
distilbert-base-uncased,0,ambiguous_open,open,2,random,8,32,accessible_ls,decrease,0.05,0.2156800919197509,0.0185463030840167,0.0529449744344081,1,0,1.0,1.0,0.8181818181818182,0.0012371776174462,0.0012371779364924,0.9978424077607998,0.0212634138620483,0.013959256550976
distilbert-base-uncased,0,ambiguous_open,open,2,random,8,32,grad_orthogonal_control,increase,0.05,0.2156800919197509,0.000855671531498,0.000560350571001,0,0,1.0,1.0,0.8181818181818182,0.0012409218217527,0.0012409221538272,0.9828440374869744,0.0120512995699803,0.0108828187173428
distilbert-base-uncased,0,ambiguous_open,open,2,random,8,32,grad_orthogonal_control,decrease,0.05,0.2156800919197509,0.0008592551389723,0.0010708796838665,1,0,1.0,1.0,1.0,0.0012575452365862,0.0012575455884173,1.0142683392585377,0.0110540516041544,0.0106622111190637
distilbert-base-uncased,0,ambiguous_open,open,2,random,8,32,random_control,increase,0.05,0.2156800919197509,0.0049818766591833,0.012503638406411,1,0,1.0,1.0,1.0,0.001275585783403,0.0012755867742436,0.9940633566552514,0.0063741256761488,0.0111250277612578
distilbert-base-uncased,0,ambiguous_open,open,2,random,8,32,random_control,decrease,0.05,0.2156800919197509,0.0069611336379069,0.0145992728079059,1,0,1.0,1.0,0.8181818181818182,0.0012243190970714,0.001224319642654,1.0048354049724972,0.0052828165477891,0.0106195581241045
