group_id,policy,model,model_type,task,budget_mode,eps,layer,route_family,subspace_dim,rho,projected_gradient_norm,jacobian_norm,uncertainty_movement,varentropy_movement,drift,top1_preserved,topk_jaccard,safe_movement
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.01,high_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.01,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.007546114525497916,0.0023787101569486824,1.0503914728566e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.01,low_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.01,6,delta_pca,1,0.007059241549303413,148.73107903648267,20.17763001405088,0.0014514716309488307,0.005730901299779934,1.303314276363736e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.01,high_gradient_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.01,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.007546114525497916,0.0023787101569486824,1.0503914728566e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.01,high_jacobian_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.01,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.006544031943573225,0.018434105262743916,1.3916922347930908e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.01,high_fisher_energy_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.01,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.006544031943573225,0.018434105262743916,1.3916922347930908e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.01,deterministic_random_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.01,6,delta_pca,1,0.007059241549303413,148.73107903648267,20.17763001405088,0.0014514716309488307,0.005730901299779934,1.303314276363736e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.025,high_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.025,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.01860694990928191,0.006194628027273774,6.456848093857072e-05,1.0,1.0,1.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.025,low_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.025,6,delta_pca,1,0.007059241549303413,148.73107903648267,20.17763001405088,0.004105082193114451,0.013412583923659627,7.744297538965524e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.025,high_gradient_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.025,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.01860694990928191,0.006194628027273774,6.456848093857072e-05,1.0,1.0,1.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.025,high_jacobian_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.025,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.015918949449073516,0.04428085751201394,8.507382716057134e-05,1.0,1.0,1.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.025,high_fisher_energy_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.025,6,state_pca,4,0.984780677618524,148.73107903648267,20.17763001405088,0.015918949449073516,0.04428085751201394,8.507382716057134e-05,1.0,1.0,1.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.025,deterministic_random_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.025,18,random,4,0.9848525509813655,63.103143837446765,8.993554781086296,0.0007350980132084795,0.01869782436253692,8.225596005860346e-05,1.0,1.0,0.0
Qwen/Qwen2.5-0.5B::decoder::0::masked_factual_cloze::same_fisher_output_energy::0.05,high_rho_route,Qwen/Qwen2.5-0.5B,decoder,masked_factual_cloze,same_fisher_output_energy,0.05,12,state_pca,4,0.9952489165442605,151.1415635845453,17.035561829344903,0.032091308308909106,0.009333509298566467,0.00020388375372172867,1.0,1.0,1.0
