candidate_policy,n,minimal_energy_to_entropy_target,minimal_energy_to_varentropy_target,entropy_target_success_rate,varentropy_target_success_rate,semantic_top10_preservation,top1_changed_rate
gradient_route,72,0.9838044339151912,1.4914666553899951,0.9722222222222222,0.8333333333333334,0.9570707070707071,0.013888888888888888
high_rho_route,72,1.0333991834746792,1.4273629580421083,0.9722222222222222,0.8611111111111112,0.9570707070707071,0.013888888888888888
low_rho_route,72,1.0403433259342445,1.669061467840532,0.9722222222222222,0.7777777777777778,0.9444444444444444,0.013888888888888888
random_route,72,1.1057933168678877,2.001281680785633,0.9722222222222222,0.7777777777777778,0.946969696969697,0.013888888888888888
