prompt_id,observed_condition,topic,fact_id,template_id,entropy_topk_l0,varentropy_topk_l0,trace_fim_l0,grad_norm_sq_l0,top1_prob_topk_layer_l0,rho_fisher_state_1d_l0,rho_euclidean_state_1d_l0,rho_shuffled_u_state_1d_l0,rho_random_u_state_1d_l0,entropy_topk_l1,varentropy_topk_l1,trace_fim_l1,grad_norm_sq_l1,top1_prob_topk_layer_l1,rho_fisher_state_1d_l1,rho_euclidean_state_1d_l1,rho_shuffled_u_state_1d_l1,rho_random_u_state_1d_l1,rho_fisher_delta_1d_l1,rho_euclidean_delta_1d_l1,rho_shuffled_u_delta_1d_l1,rho_random_u_delta_1d_l1,rho_matched_random_trace_delta_1d_l1,rho_high_trace_random_delta_1d_l1,entropy_topk_l2,varentropy_topk_l2,trace_fim_l2,grad_norm_sq_l2,top1_prob_topk_layer_l2,rho_fisher_state_1d_l2,rho_euclidean_state_1d_l2,rho_shuffled_u_state_1d_l2,rho_random_u_state_1d_l2,rho_fisher_delta_1d_l2,rho_euclidean_delta_1d_l2,rho_shuffled_u_delta_1d_l2,rho_random_u_delta_1d_l2,rho_matched_random_trace_delta_1d_l2,rho_high_trace_random_delta_1d_l2,entropy_topk_l3,varentropy_topk_l3,trace_fim_l3,grad_norm_sq_l3,top1_prob_topk_layer_l3,rho_fisher_state_1d_l3,rho_euclidean_state_1d_l3,rho_shuffled_u_state_1d_l3,rho_random_u_state_1d_l3,rho_fisher_delta_1d_l3,rho_euclidean_delta_1d_l3,rho_shuffled_u_delta_1d_l3,rho_random_u_delta_1d_l3,rho_matched_random_trace_delta_1d_l3,rho_high_trace_random_delta_1d_l3,entropy_topk_l4,varentropy_topk_l4,trace_fim_l4,grad_norm_sq_l4,top1_prob_topk_layer_l4,rho_fisher_state_1d_l4,rho_euclidean_state_1d_l4,rho_shuffled_u_state_1d_l4,rho_random_u_state_1d_l4,rho_fisher_delta_1d_l4,rho_euclidean_delta_1d_l4,rho_shuffled_u_delta_1d_l4,rho_random_u_delta_1d_l4,rho_matched_random_trace_delta_1d_l4,rho_high_trace_random_delta_1d_l4,entropy_topk_l5,varentropy_topk_l5,trace_fim_l5,grad_norm_sq_l5,top1_prob_topk_layer_l5,rho_fisher_state_1d_l5,rho_euclidean_state_1d_l5,rho_shuffled_u_state_1d_l5,rho_random_u_state_1d_l5,rho_fisher_delta_1d_l5,rho_euclidean_delta_1d_l5,rho_shuffled_u_delta_1d_l5,rho_random_u_delta_1d_l5,rho_matched_random_trace_delta_1d_l5,rho_high_trace_random_delta_1d_l5,entropy_topk_l6,varentropy_topk_l6,trace_fim_l6,grad_norm_sq_l6,top1_prob_topk_layer_l6,rho_fisher_state_1d_l6,rho_euclidean_state_1d_l6,rho_shuffled_u_state_1d_l6,rho_random_u_state_1d_l6,rho_fisher_delta_1d_l6,rho_euclidean_delta_1d_l6,rho_shuffled_u_delta_1d_l6,rho_random_u_delta_1d_l6,rho_matched_random_trace_delta_1d_l6,rho_high_trace_random_delta_1d_l6
68,correct,capital,capital:iran,t2,3.3586981364174386,0.23340398149945685,83.35351860430836,1.0875659586978248,0.08553650693014624,0.13984648366671174,0.15496681591801242,0.007683027634076162,0.0004978273897387298,3.0287787172282052,1.1901996759340738,42.51774269332378,10.637489643344647,0.26259588084711677,0.6222654099901507,0.48826755623617724,0.2182881761491789,0.04959819143011571,0.014348930009061794,0.2995639918364527,0.028893445888862283,0.0004043025205359303,0.020472604802667996,0.5097746515254874,2.8619901471928015,1.2913159638105633,27.571959869089206,3.6528242716559793,0.2195067896542521,0.012889187404513234,0.5684691364206685,0.12141575572032935,0.07463519469289827,0.012166051828428372,0.2047387355745227,0.14130539082339744,0.0938599372757972,0.0022420336276706286,0.19831193445231943,2.929208263091178,1.4359636992443532,17.643255818056108,5.405813726674923,0.29535881243684886,0.13532053530614527,0.128704609624925,0.004249568715895859,0.06964919045898788,0.36844273328624844,0.04850808207519571,0.049967186004976016,0.06258279193147243,0.07359416938819316,0.5498829129758366,3.3943007363169087,0.15689518627905125,9.10515818380603,0.09324844223970218,0.08072867420439345,0.26211536972218713,0.014274656752487297,0.007621770413829107,0.013304158824733566,0.0677339870244748,0.0004926835753454155,0.009342936625870258,0.016791937357860706,0.014245164307939718,0.05477706067496263,1.9601499870015027,3.385607932895263,5.226131257635846,5.200619471255201,0.6035367218081067,0.844187403190828,0.42410071950481953,0.01283994753031842,0.02406432757233196,0.8574348687112893,0.02999706566265893,0.03907212572911061,0.07990540700720616,0.5183751403876715,0.5183751403876715,0.47335771893756284,1.1677815216452112,5.067292515698308,2.5536052069630273,0.8803807100085048,0.5995984790766008,0.675453481642915,0.0017071014150366016,0.17052445567358648,0.08313216351464534,0.5344298061430601,0.31570205528721057,0.4393851777875208,0.5311602908556646,0.5117911495837228
69,correct,capital,capital:iraq,t0,3.3096673050916237,0.3449003907573439,82.81395231880441,1.6089443849627054,0.09098628957658025,0.16527210858048527,0.22370855727668038,0.0013802675155193587,0.00013354073157528088,3.404511345681308,0.14512337829276634,43.21580597348801,0.39346025458100947,0.08718169017251498,0.029548906665916575,0.1125746645310497,0.017107594929818025,0.05049352121466969,0.007759736211319598,0.018910974632929234,0.008613460512942733,0.029118185746466494,0.006585729097982736,0.011768696955641181,3.3204890081200267,0.32578391899079295,26.145058326328233,0.5598074355298394,0.11409596893617822,0.05079571670234142,0.23862481605822908,0.009298809908024109,0.031238061695319588,0.03148781328332835,0.1322223554713127,0.00015604849692738807,0.05526539465294867,0.06956290668711512,0.1361752682354028,3.3698289621652635,0.21423933799250428,17.200432958388774,0.21383433843485283,0.08305751251807886,0.002947017165561304,0.04326479242610982,0.05989783015923259,0.028417836988323498,0.005443472539394764,0.03833940201656746,0.029905913226742617,0.0026839859180371314,0.12630304254412164,0.12322895106676071,3.3803223683250403,0.18405383542897646,9.892302147368067,0.10031553125117837,0.08310939660664804,0.4129281389280696,0.00825770278348699,0.02486752596059842,0.0033668254707076347,0.027296612861719735,0.01669223444412591,0.006018435836428693,0.00021057094556229514,0.002898378618666314,0.2178390996250122,1.684390531193733,3.5473647807648887,4.693925163270538,4.975073551175322,0.6716801637261611,0.2812764421061213,0.20682398288132436,0.02480370205957576,0.17442163443181957,0.9176985653536142,0.2081805398750549,0.0431874404865702,0.7362849260633881,0.6164344360130685,0.6164344360130685,0.1263379415099773,0.7270091545165891,0.751088795548838,0.21783292007745014,0.9832295079271313,0.9421210384686085,0.8099708759259182,0.01601118272088105,0.5331100320406342,0.4424238424393934,0.7066386402980728,0.1872995536455985,0.10448484695086402,0.042954761396565434,0.7694336403024418
70,correct,capital,capital:iraq,t1,3.257143483632227,0.47631466124942073,74.49331876011644,2.6416591287950606,0.12258330294926918,0.31085007697122025,0.27421814872686273,0.1749321364516223,0.06786461197379164,3.3561618812203697,0.26124436821115765,41.87156475174622,0.8574820901867768,0.1032825593634405,0.025009170877860087,0.18408154415328978,0.07019211967756804,0.0057935703526977925,0.00016227064849074323,0.12447505907163131,0.1538903741033238,0.007535666262046834,0.07199531038770968,0.23495742944994136,3.15670847209216,0.8210999889492104,25.92030928279786,3.0416450730404456,0.20692751271714657,0.1916454534596487,0.43616292529681167,0.16698326097347232,0.0007672053749605907,0.04361739579126125,0.3185554403628763,0.015121892255544046,0.010805746303768007,0.002688846549350349,0.5327567416080586,3.2836933763838676,0.44221865724390763,16.538758451639026,0.5647405373725776,0.13268759557813273,0.005949259456634809,0.1010535602505177,0.007586384498868728,0.0013044349176179147,0.0013261596055455921,0.022227558239295564,0.1812527773389896,0.1917301378053902,0.06893221765995891,0.00010113199100924971,3.3952767698820576,0.15419534753468747,8.760937903363985,0.08117052584954519,0.08112646582445958,0.3944180268217465,0.003746754852301068,0.027026541471488807,0.075137448903516,0.16731904566964034,0.022412111399701905,0.017414176634696056,0.0018499737930344684,0.039194126567057175,0.041172311943013795,1.6856649878384333,3.5922279628632143,5.081439154776363,5.666276418908216,0.6740485897262751,0.09129203347298935,0.4879976747873953,0.18741692746263766,0.05513915081045747,0.9061292113183147,0.2187888897756606,0.11746445076481554,0.31004223626462657,0.5712445790727987,0.5712445790727987,0.05956951532047288,0.4037051117068051,0.3511569575800804,0.05694981191606105,0.9930154700232912,0.9486228932861233,0.8291601258812507,0.02754350400642692,0.8392776246831005,0.5704325426379154,0.6020936271257938,0.28161576703740904,0.35456868957589666,0.003030877889352962,0.3715403172438727
71,correct,capital,capital:iraq,t2,3.3586981364174386,0.23340398149945685,83.35351860430836,1.0875659586978248,0.08553650693014624,0.13984648366671174,0.15496681591801242,0.0032811671084799978,0.1773569521073516,3.007549602448627,1.249795695040641,42.34421479471934,11.423253486772003,0.2700977972762713,0.60082032258793,0.5191852011713541,0.46970331390899317,0.045022837876472994,0.012037546051814852,0.3212506404275835,1.0866820891405165e-07,0.008160032322677303,0.01228881362689579,0.5204831104913992,2.8583191636850094,1.3972674112689578,26.263699533482637,4.951531995221732,0.26281506553470796,0.008624197746811387,0.5443503015201782,0.20393886902902922,0.009961883088900354,0.009144445770838287,0.24931188514031755,0.003825132860510404,0.0030230125525275986,0.32662817585329285,0.38588960221785396,2.512194605316277,2.476428869524903,15.485526930804198,11.434788077171055,0.4412721115350808,0.23848963357105984,0.04612559217021125,0.02255419350842499,0.011148908436267794,0.2833717282531471,0.2450184991964304,0.00577631178841481,0.004356976039504503,0.0013524875917988843,0.637929087336714,3.3609191183721423,0.2502150048681142,9.56083014827609,0.22854100320373,0.10922059551091215,0.28347570553521306,0.05923681863824518,0.10988111359005304,0.003562187825342272,0.2651464181652891,0.006747125402741452,0.0036916834459188217,0.045996086558052277,0.030205425042107433,0.14235036978852056,1.9523333327705668,3.315444425876494,5.329919311383125,5.026363611511554,0.5990841921755921,0.09677591250452239,0.39776220971804266,0.01969579675571231,0.05864465792318954,0.8546953054151465,0.12005675489705323,0.21211203101647433,0.0634364438720877,0.6613731175956378,0.6613731175956378,0.11773944780439435,0.7210154122954874,0.6806347701905671,0.18939207853057172,0.9851485314116952,0.9389934677278974,0.8469603359156995,0.32204459740529806,0.14267364694491014,0.5123789069814696,0.6192273175920218,0.12780365354095882,0.3701595883941837,0.058658068343414596,0.7115130123875419
72,correct,capital,capital:syria,t0,3.3096673050916237,0.3449003907573439,82.81395231880441,1.6089443849627054,0.09098628957658025,0.16527210858048527,0.22370855727668038,0.01168723306197835,0.00011793291377038883,3.40313883827493,0.1414801383171179,43.798197210028,0.3371706523029542,0.07881333687861067,0.007954950538972149,0.11966182153575683,0.008222223752839033,0.09043997182858306,0.00046578751768937054,0.05925225969475582,0.02016731791767718,0.012968084218900689,0.02262758681673744,0.0012409737650433007,3.3554191559207784,0.22992049896883254,27.212353226959394,0.2864399568955323,0.0857529244106758,0.00038660484797028457,0.1359689842712558,0.022943984307682748,0.0003529131001229819,0.07845583293545737,0.2910876622197326,0.0471311331416397,0.00018961068440449783,0.005823719692015912,0.0036198109610083543,3.391630632565974,0.16354598288249422,16.511523197687254,0.12846538264290697,0.07500534623586062,0.0033454091171022716,0.05969516923598091,0.0035620078212223977,0.014453340710287815,0.003685974311888581,0.0022937178538668802,0.04074696878863553,0.00989821128213671,0.0073619222604668294,0.01662093085716564,3.353963292156604,0.2590381897818747,9.093425275589134,0.14102260803868297,0.09647850956152271,0.3621941173820287,0.050077537362257424,0.018935334842610146,0.05363884864988779,0.005756927606424251,4.270241820467666e-08,0.02262141490591426,0.08820507108327295,0.00028837877447281064,0.10566327716447496,1.7765709947453456,2.969366412385059,5.5178012515237285,4.2510706425985845,0.5914944699767767,0.08062120350378515,0.5585845038625147,0.05442946622389085,0.03649583429596673,0.746860151291194,0.05656996880142453,0.04092032001796784,0.1625815287037708,0.4158609586270161,0.4158609586270161,0.6906845966352603,0.6391674970437926,7.151898252925966,1.2949341458160808,0.6992531691521013,0.3808741645906072,0.7594261731541365,0.16734662639110925,0.062401175541103346,0.008112273909472667,0.8125740484208374,0.4635588762617154,0.5713529031549952,0.12501483638591254,0.21771026611365235
73,correct,capital,capital:syria,t1,3.257143483632227,0.47631466124942073,74.49331876011644,2.6416591287950606,0.12258330294926918,0.31085007697122025,0.27421814872686273,0.12017617944216626,0.010155432542385372,3.3473843438819424,0.2838272088775734,42.16935789035452,0.993513085605112,0.10780275390546616,0.01242302429703415,0.20140975359595067,0.1331312475660836,0.0011759134180053872,0.004691901834362287,0.09471256542855622,0.001095380113861429,0.006925705954375171,0.046098770943655755,0.21994115165240358,3.2046046176064813,0.6350952981453295,26.64896720532164,1.675546954680281,0.16586446743318195,0.14203961907631288,0.3662262405212168,0.0316820140617679,0.23193551329415096,0.010455344191797285,0.2070252187065772,0.026795008933249875,0.03595344298957982,0.0020630705111545776,0.39519796074632635,3.25452133788586,0.5435857454101376,15.679235150013886,0.8741767508516674,0.1582414695826859,0.036766977601408256,0.07284064235646502,0.0012725242464664572,0.022494612260018348,0.0010586310997702667,0.02169017274329467,0.09787157968270675,0.04004428563290832,0.05911605715086973,0.0016717579384352731,3.3593876830370037,0.2249113672957822,8.565924923764747,0.08460066013052403,0.07913928074766832,0.3465916316205482,0.022486824844266815,0.000153704218160157,0.04999853207545141,0.11023090755696699,0.04063469079245772,0.006103221054595654,0.05165775514713596,0.0008777629127627607,0.10457814915038462,2.2446867089177305,2.316877101408556,7.862874147444051,3.336909287220677,0.4300273981757615,0.0011613786147960288,0.4353463679032368,0.1331188250522742,0.0151242217804519,0.7077424552225932,0.05083992473701058,0.12149234718747426,0.18593088139941188,0.2711255907520225,0.2711255907520225,0.6900960109802778,0.5716887539905691,7.379945611867821,1.181302517338394,0.6887729892240348,0.3152524642016744,0.7441957756141414,0.01458980739378566,0.1476325918959112,0.18238175067154128,0.7213697219327985,0.25412281482071813,0.09374525870111595,0.1290310747612885,0.22301989860657828
74,correct,capital,capital:syria,t2,3.3586981364174386,0.23340398149945685,83.35351860430836,1.0875659586978248,0.08553650693014624,0.13984648366671174,0.15496681591801242,0.012558301577429386,0.009955134096142824,2.9900070265488887,1.266491324541632,41.775588946284465,11.159841319426036,0.2700443045164739,0.5896758486431117,0.5184513904032202,0.02322951612760016,0.12109372044291712,0.005485491580349784,0.3539382102482686,0.052480635034753094,0.03656659837791533,0.009958826451937667,0.38292401957261146,2.8571060205881906,1.3004176782826753,26.871220181309063,3.491337761681148,0.2193086092154783,0.014156083331032441,0.5587467432033788,0.10464995600544424,0.00999236884362471,0.008871111676215852,0.25035617005852856,0.044015421306629665,0.11448390246160149,0.10139970777439117,0.20230860168509418,2.654606498033667,2.153113622125459,16.138894710575173,9.564098328116064,0.39403466067211707,0.32851399835659734,0.0387895917339998,0.01379599035090621,0.0019830983460910777,0.33464089468293495,0.1900783313634637,0.008579326853314785,0.1355181455201584,0.000525243381752702,0.6298591322931549,3.3529012266224942,0.24243175188446295,9.129043283558005,0.13363526331007836,0.08348412100669511,0.33014788365872255,0.05538958447669284,5.11124409467399e-06,0.06161558831087097,0.22892154514709245,0.03724951626799924,0.0009034327080455036,0.006779012913011433,0.002834652579595532,0.123537830709484,2.1426957242244393,2.570514053897919,6.20628558997157,3.4194399225597736,0.47393256520055876,0.007896638410983236,0.5524317681872913,0.02138320085529797,0.2963099453552089,0.49978971990926807,0.0718385505751271,0.034026643317968994,0.19841696233762665,0.3738087294960863,0.3738087294960863,0.8048309100361766,0.5838062035416025,7.486257325208877,0.1437935325445549,0.5155857506070113,0.44846475041707407,0.7231382313262861,0.4275936761999751,0.6403566640564425,0.1480135286142513,0.7225807749585907,0.7078168673464076,0.8528213172011089,0.07023884445945155,0.0005043855937253843
75,correct,capital,capital:jordan,t0,3.3096673050916237,0.3449003907573439,82.81395231880441,1.6089443849627054,0.09098628957658025,0.16527210858048527,0.22370855727668038,0.013611873221356005,0.08800058674455065,3.4075794612837536,0.12809439498767522,44.32193274813531,0.27385694093088253,0.07362895845759188,0.020215620407682947,0.08535915484787532,0.00021594808758023802,0.033737876441023724,0.0003534306947242535,0.06377902802490619,0.01224193404754888,0.061294558380720204,0.010293727957531033,0.00014047907073896706,3.3435279777732383,0.2611057676628797,27.490087206319075,0.36549812401826964,0.09235194675720175,0.0068872725093283545,0.17387676249930245,0.14205814888716214,0.002554573036138497,0.0026241915008261975,0.1800598308204619,0.013862345559699745,0.00013415270751736735,1.6460267671970953e-06,0.04788813314922245,3.3862787499237035,0.1690535748034426,18.41392977573768,0.1428194684094572,0.07437058354839164,0.0007905089323073751,0.03681893637274585,0.028877203894959208,0.04931781702327574,0.00598136109638919,0.04410950275223237,0.002743017176648077,0.00014328992583249043,0.09802655524004983,0.026473960505958894,3.3989385622688797,0.14183746217254134,10.431094759911577,0.06253358058714951,0.06518019352013203,0.13039967829469948,0.03118365481216748,0.053354882116293544,0.007960005446887674,0.020543575983858958,0.042525363727025735,0.051624778967784314,0.03193374956017335,0.34831162518301184,0.0427793422124654,2.1091353669176063,3.1851257249095766,8.268254875066642,10.397022728420048,0.5611133850435657,0.39467131855794657,0.4349047976780613,0.026411748267701124,0.03522487658665702,0.8940574640337943,0.1546928722072498,0.2267982426443616,0.5817331288497591,0.8294011675747014,0.8294011675747014,0.08000976688413695,0.45206213414293483,0.7524123722313201,0.21519183897015495,0.988819538328417,0.8667439194708431,0.8265346148479669,0.7485282765231045,0.49619313748117877,0.5577648740709542,0.6827818415874619,0.21275018371695087,0.5574725203850218,0.232642773238167,0.9386654669717557
76,correct,capital,capital:jordan,t1,3.257143483632227,0.47631466124942073,74.49331876011644,2.6416591287950606,0.12258330294926918,0.31085007697122025,0.27421814872686273,0.02543660209115933,0.038379675108616756,3.3640104010815133,0.23580384213436856,41.84970638411873,0.6927439298687403,0.08923928717921024,0.014498271370382803,0.1715787123900479,0.026697333422595185,0.0034471835162476565,0.052504778351173474,0.030541656803920465,0.07063499842404784,0.027797878061400626,0.09481093125692491,0.13127085846801118,3.1692870308192003,0.7918333952153918,26.224278664433236,2.912144980922814,0.20369466359626767,0.16288105508016104,0.41464401283666646,0.050487540467946714,0.002116594397983574,0.021412228673675666,0.2817385027003917,0.00015760236865507228,0.07417971091509896,0.11028591084782728,0.5068301482139717,3.3290659336662776,0.32080289006184604,17.877701441520323,0.36420139864250123,0.09980275344436533,0.004610854827205306,0.09347229087192939,0.0011961106942764293,0.03009997429816912,0.006027123070931178,0.06850291187925532,0.07260640875722238,0.06976631681279814,0.026576251718628034,0.11383510045467271,3.391469801949866,0.15928945990731275,8.712233553493808,0.0678486455493908,0.07053609463385167,0.37443292736062167,0.0067566663479924766,0.014251307969457774,0.059587264759348155,0.16390557211597423,0.05459644309270945,0.1465808609255359,0.020626212039280653,0.007270823130719114,0.2045132308640462,1.6501286559754225,3.6322825893977897,7.373409349768953,12.544096808885413,0.6854336523641703,0.40895762732532887,0.4259963123179645,0.041998831942257786,0.019240260798792288,0.9318440674583586,0.07255234494690556,0.9185122585003568,0.7936848005076371,0.8501603985006817,0.8501603985006817,0.04541382747479008,0.3133026689030488,0.37438265711121577,0.0697179200564347,0.9946959916806656,0.9076789010424183,0.8673192859126146,0.26965567892543457,0.7816453823233062,0.661962777391186,0.7465751719570473,0.2354036476999742,0.4064565193607899,0.6953339473539508,0.9307433349885595
77,correct,capital,capital:jordan,t2,3.3586981364174386,0.23340398149945685,83.35351860430836,1.0875659586978248,0.08553650693014624,0.13984648366671174,0.15496681591801242,0.1237506812671676,0.1103455436926768,2.9966799809067877,1.2931167269289316,41.79740641865054,12.067877587432008,0.2781233827701069,0.6027719078964314,0.5259529749825754,0.0030595082031552737,0.05105337679891824,0.027608237006463015,0.29033864312886765,0.01512403149050719,0.00233965178598896,0.024043136290406518,0.5303319009544448,2.8419729756006276,1.409046348804885,26.715593677047885,4.559344320278241,0.24924719714554316,0.019772982797895498,0.5708385432351191,0.0006004972027246145,0.031381334740287044,0.010674217004798937,0.24835846845059356,0.07120366721663142,0.0014991348264058217,0.12142969437746502,0.31181988843115277,2.587757758450261,2.325647961909592,16.32279192457017,10.960100738499431,0.4189631991603891,0.36154019252266806,0.07009755443056707,0.0009331400389280805,0.026911811219333295,0.1843681474591307,0.23076395739716904,5.464810853491518e-06,0.07698704401454894,0.10443995961851127,0.6258759084419061,3.3762354727268633,0.19292806781222022,9.496065870394894,0.11630060895504532,0.08401497366927722,0.3254869285726208,0.023621102406531893,0.022051779779128276,0.001615841669908373,0.19793613209735095,0.02201051435024238,0.0003783697894944627,0.11206742582247012,0.048434211285840044,0.13495760481468339,1.7535523039715857,3.5490197955374434,6.48976763186271,10.727398084989565,0.6567293758455144,0.10290324110706431,0.4611891317789041,0.01694443240180224,0.01879529599646929,0.9344406879852363,0.04387069971871008,0.11414452269942998,0.33527254700125,0.8132973587256024,0.8132973587256024,0.05695364241850293,0.4067206061226776,0.4171747286300034,0.09726508042604295,0.9936529214728607,0.9425651751310705,0.8627664688753258,0.521546719701122,0.08626396730644421,0.7306468010290452,0.7468021883154193,0.07946088228547787,0.19718791226202992,0.3977041307982107,0.9436266963109469
78,correct,capital,capital:lebanon,t0,3.3096673050916237,0.3449003907573439,82.81395231880441,1.6089443849627054,0.09098628957658025,0.16527210858048527,0.22370855727668038,0.08738567544113923,0.052421797684074144,3.379418828546261,0.21480431946801246,44.2297393273527,0.7372381359452146,0.10628888585381353,0.06316662193870272,0.14684137068164801,0.006800351797231273,0.012021721329341034,0.0006113331923851721,0.0997224306802756,0.1783804326243277,0.007982442122224362,0.011125305789216515,0.03667023544889386,3.3375655660096615,0.272756165655734,27.204068174323446,0.39965600841268467,0.09812761528447163,0.031412629650390295,0.20252110782266664,0.013777837310592582,0.00979803588644141,0.006538470523987687,0.2286046491437224,0.07292393791997923,0.000679678101693846,0.03186294627462476,0.059658209634093906,3.3744979841235776,0.19365639843717466,17.647873840761374,0.15588369548577352,0.07536611170314284,0.014962003321565519,0.11066039727159038,0.009078308594682007,0.03805815517976477,0.050216804326660376,0.0029962527740255572,0.06230119853213783,0.004673428758498237,0.005770599794828873,0.05384679472612188,3.39407796923389,0.16008299409635124,10.234725189363154,0.10083555847223108,0.08347646703299323,0.21996468783694487,0.004832107160562552,0.021912474408107403,0.015807522906099974,0.018569810592276137,0.03287631572479414,0.026275035264041905,0.004002496874922509,0.1287699402021472,0.15294054833418214,1.2237129579189392,3.0930996736100713,3.9910628878510788,4.120941177515101,0.7554685299208552,0.7643890107051233,0.3933678680074551,0.002231727708730459,0.7356812587805001,0.8765726020874332,0.1959548420298402,0.0013728639133421055,0.04011290714534984,0.5530517030897592,0.7378653002707073,0.2416876750381609,1.015507837390278,2.1584254732811896,1.0125407432780196,0.9592442886618594,0.9376084267477722,0.7817054284731272,0.27819862718443195,0.38530319827967263,0.503590738008736,0.8425373945838202,0.12289941235501098,0.07634160721491337,0.5250897345953606,0.7436826052884103
79,correct,capital,capital:lebanon,t1,3.257143483632227,0.47631466124942073,74.49331876011644,2.6416591287950606,0.12258330294926918,0.31085007697122025,0.27421814872686273,0.10395707612427618,0.008354988803300389,3.3748927798213595,0.21176705490860184,42.29824644535064,0.6461657653810727,0.09250812672360463,0.02801088578073464,0.13969483829389895,0.0788486723653058,0.0015289206147203033,0.008570114252321778,0.05188613471812648,0.07822076838397438,0.11680366173200873,0.10687958008707865,0.11259946554666854,3.170732890816309,0.7615346317034941,26.162746852396758,2.5471105923604482,0.1947007880369894,0.21010967311426587,0.4404454562956626,0.03242247665261314,0.025216256559910784,0.00048179911667492985,0.16160938007036846,0.07249110779106961,0.012307470856603,0.0042846407089467626,0.4809105763437544,3.3067685908133946,0.3914764243563566,16.808045973763214,0.4789748370238454,0.12229552477790201,0.001215263606939303,0.13384110704045118,0.02054096766844737,0.011334776959683997,0.009003505316847134,0.011578099456991302,0.009061488620109566,0.024780806074841708,0.028850379517439354,0.010891394694787894,3.400433900790895,0.14062827794449478,8.825542116491778,0.06987142146442624,0.07710105419536528,0.3426758781667787,0.007948411999301,0.0020608983323420187,0.10898360830054325,0.09596394353768671,0.001456125874384007,0.02730509152160839,0.0027772368535980974,0.0763621262766908,0.09726110507432315,1.3506446525642073,3.3052547406562764,4.722513495238301,5.160943303555762,0.7362927632223025,0.7538146868348443,0.6071111244605224,0.07975600955202465,0.3223049308153093,0.819682603834192,0.24045848744772694,0.011046775614109406,0.001858792505203848,0.4209807717680388,0.756936141448457,0.246613020072871,0.9892998978560348,2.470516262056254,1.1638648959758078,0.9564266379685983,0.897438779899438,0.7895417196670538,0.5678329552016249,0.8892495941848247,0.397965356034026,0.7512207946132593,0.46883455930630524,0.0022541851060059823,0.34392633793674665,0.7189648473936208
80,correct,capital,capital:lebanon,t2,3.3586981364174386,0.23340398149945685,83.35351860430836,1.0875659586978248,0.08553650693014624,0.13984648366671174,0.15496681591801242,0.01657714757105406,0.009715898645647874,3.0546730273588985,1.103252265790187,42.48264973563754,9.197994073960665,0.24796648120658416,0.5966204217244786,0.4616253745248738,0.0774010480182716,0.1277264251983951,0.011037540043265305,0.31769954299990605,0.03846554184870348,0.012354906012538872,0.011937507085911927,0.3170541058627693,2.868181339592013,1.335762538141341,26.8909550293696,4.1134070252268575,0.2420662250336434,0.011067473768948398,0.5374750493599713,0.0696282513568769,0.036342936956592756,0.02213167080660009,0.20960903997725247,0.5591231088409118,0.002542258096834548,0.10556513363444955,0.2947592586926394,2.688281880570866,2.0418710555167396,16.476322025851037,8.625185634958559,0.37664805154032144,0.3392452239137702,0.10421561356903869,0.1303964380205311,0.07862025687156923,0.25086471183684056,0.15723600404954532,0.07951562696118769,0.2224047019869367,0.0008272055394759768,0.6161541718956114,3.3686414288256286,0.2206528954173314,9.475323963074867,0.1747236648375839,0.09940516476233023,0.3575048970261126,0.02282457173395778,0.0007080972159770654,0.02614968262822017,0.19803433068317422,0.05001879324932741,0.0067098571566166654,9.310071152860123e-05,0.020791528814785545,0.037715617940678174,1.1916202195960381,3.216403759891492,3.56100582287963,4.038881437496581,0.7727884104838096,0.7340384092149026,0.4852850650634206,0.07029347012035098,0.3098556906305723,0.7859693651356555,0.23382923273193745,0.20586630890482005,0.3357384681448812,0.4381433609188858,0.7342755637028437,0.33057843691628247,1.1614186728017466,3.121807680365081,1.6817181077812133,0.9358274509761086,0.935159827955554,0.7911995394490164,0.3332099172246703,0.6264704007950821,0.007841477923341058,0.8396613979230758,0.17320501325621318,0.010563208245793172,0.0004985149092042077,0.6694690809820919
